EMISSION_RECORD_ID,RECORD_DATE,SITE_ID,SUPPLIER_ID,EMISSION_SOURCE,POLLUTANT_NAME,EMISSION_QUANTITY,EMISSION_UNIT_OF_MEASURE_ID,PERMIT_LIMIT,IS_WITHIN_PERMIT_LIMIT_FLAG,MEASUREMENT_METHOD
696,2024-11-21,,29,Manufacturing,CO2,344.88,4,391.0,True,Direct Measurement
697,2023-01-01,,30,Transportation,CO2,212.47,4,249.29,True,Estimated
698,2023-01-31,,30,Facilities,CO2,193.33,4,268.26,True,Calculated
699,2023-03-02,,30,Facilities,CO2,358.61,4,506.3,True,Direct Measurement
700,2023-04-01,,30,Transportation,CO2,160.45,4,203.52,True,Calculated
701,2023-05-01,,30,Facilities,CO2,120.03,4,132.27,True,Direct Measurement
702,2023-05-31,,30,Facilities,CO2,446.66,4,584.08,True,Estimated
703,2023-06-30,,30,Transportation,CO2,383.5,4,502.42,True,Estimated
704,2023-07-30,,30,Manufacturing,CO2,175.95,4,238.15,True,Calculated
705,2023-08-29,,30,Manufacturing,CO2,91.2,4,115.61,True,Direct Measurement
706,2023-09-28,,30,Facilities,CO2,489.34,4,617.92,True,Estimated
707,2023-10-28,,30,Facilities,CO2,264.3,4,377.73,True,Estimated
708,2023-11-27,,30,Manufacturing,CO2,231.22,4,300.33,True,Calculated
709,2023-12-27,,30,Manufacturing,CO2,390.71,4,474.39,True,Direct Measurement
710,2024-01-26,,30,Manufacturing,CO2,167.3,4,201.0,True,Direct Measurement
711,2024-02-25,,30,Manufacturing,CO2,429.06,4,603.4,True,Direct Measurement
712,2024-03-26,,30,Facilities,CO2,219.32,4,327.91,True,Estimated
713,2024-04-25,,30,Transportation,CO2,287.08,4,347.53,True,Direct Measurement
714,2024-05-25,,30,Transportation,CO2,354.23,4,393.43,True,Estimated
715,2024-06-24,,30,Transportation,CO2,181.53,4,219.09,True,Calculated
716,2024-07-24,,30,Manufacturing,CO2,455.44,4,547.92,True,Direct Measurement
717,2024-08-23,,30,Manufacturing,CO2,329.56,4,460.59,True,Calculated
718,2024-09-22,,30,Manufacturing,CO2,129.78,4,147.43,True,Estimated
719,2024-10-22,,30,Manufacturing,CO2,229.55,4,323.42,True,Direct Measurement
720,2024-11-21,,30,Transportation,CO2,354.8,4,411.86,True,Direct Measurement
721,2023-01-01,,31,Manufacturing,CO2,452.91,4,615.83,True,Calculated
722,2023-01-31,,31,Transportation,CO2,73.93,4,102.43,True,Estimated
723,2023-03-02,,31,Transportation,CO2,194.76,4,287.79,True,Calculated
724,2023-04-01,,31,Manufacturing,CO2,324.18,4,362.9,True,Calculated
725,2023-05-01,,31,Manufacturing,CO2,75.93,4,102.54,True,Direct Measurement
726,2023-05-31,,31,Facilities,CO2,406.14,4,499.13,True,Estimated
727,2023-06-30,,31,Facilities,CO2,426.56,4,504.15,True,Calculated
728,2023-07-30,,31,Manufacturing,CO2,82.6,4,118.08,True,Direct Measurement
729,2023-08-29,,31,Facilities,CO2,175.92,4,257.91,True,Direct Measurement
730,2023-09-28,,31,Manufacturing,CO2,329.55,4,431.24,True,Estimated
731,2023-10-28,,31,Manufacturing,CO2,275.67,4,382.46,True,Estimated
732,2023-11-27,,31,Manufacturing,CO2,220.17,4,279.4,True,Direct Measurement
733,2023-12-27,,31,Facilities,CO2,490.64,4,594.61,True,Estimated
734,2024-01-26,,31,Facilities,CO2,267.68,4,310.57,True,Direct Measurement
735,2024-02-25,,31,Transportation,CO2,207.19,4,274.44,True,Estimated
736,2024-03-26,,31,Facilities,CO2,429.83,4,551.83,True,Estimated
737,2024-04-25,,31,Manufacturing,CO2,288.66,4,320.24,True,Direct Measurement
738,2024-05-25,,31,Manufacturing,CO2,66.53,4,88.03,True,Estimated
739,2024-06-24,,31,Transportation,CO2,70.66,4,97.99,True,Direct Measurement
740,2024-07-24,,31,Transportation,CO2,369.93,4,447.27,True,Calculated
741,2024-08-23,,31,Manufacturing,CO2,367.97,4,535.37,True,Direct Measurement
742,2024-09-22,,31,Facilities,CO2,375.51,4,523.94,True,Estimated
743,2024-10-22,,31,Transportation,CO2,301.18,4,337.72,True,Calculated
744,2024-11-21,,31,Facilities,CO2,94.37,4,125.16,True,Calculated
745,2023-01-01,,32,Manufacturing,CO2,442.14,4,514.21,True,Estimated
746,2023-01-31,,32,Manufacturing,CO2,233.34,4,303.91,True,Direct Measurement
747,2023-03-02,,32,Facilities,CO2,78.12,4,100.7,True,Estimated
748,2023-04-01,,32,Manufacturing,CO2,198.19,4,255.84,True,Estimated
749,2023-05-01,,32,Transportation,CO2,163.99,4,235.69,True,Calculated
750,2023-05-31,,32,Manufacturing,CO2,354.23,4,504.14,True,Calculated
751,2023-06-30,,32,Transportation,CO2,374.69,4,451.57,True,Estimated
752,2023-07-30,,32,Manufacturing,CO2,386.35,4,477.0,True,Calculated
753,2023-08-29,,32,Transportation,CO2,464.77,4,523.14,True,Calculated
754,2023-09-28,,32,Facilities,CO2,487.2,4,621.27,True,Estimated
755,2023-10-28,,32,Manufacturing,CO2,300.22,4,387.41,True,Direct Measurement
756,2023-11-27,,32,Facilities,CO2,266.59,4,359.08,True,Direct Measurement
757,2023-12-27,,32,Facilities,CO2,472.69,4,690.99,True,Calculated
758,2024-01-26,,32,Transportation,CO2,164.95,4,238.91,True,Estimated
759,2024-02-25,,32,Manufacturing,CO2,76.96,4,112.83,True,Calculated
760,2024-03-26,,32,Facilities,CO2,428.7,4,573.88,True,Estimated
761,2024-04-25,,32,Facilities,CO2,85.68,4,119.29,True,Direct Measurement
762,2024-05-25,,32,Manufacturing,CO2,387.34,4,568.47,True,Direct Measurement
763,2024-06-24,,32,Manufacturing,CO2,82.2,4,123.06,True,Direct Measurement
764,2024-07-24,,32,Manufacturing,CO2,399.97,4,442.06,True,Estimated
765,2024-08-23,,32,Facilities,CO2,62.16,4,80.55,True,Direct Measurement
766,2024-09-22,,32,Transportation,CO2,360.45,4,506.71,True,Estimated
767,2024-10-22,,32,Facilities,CO2,303.08,4,436.15,True,Estimated
768,2024-11-21,,32,Facilities,CO2,405.97,4,485.42,True,Estimated
769,2023-01-01,,33,Manufacturing,CO2,480.83,4,695.24,True,Estimated
770,2023-01-31,,33,Transportation,CO2,346.49,4,453.32,True,Direct Measurement
771,2023-03-02,,33,Manufacturing,CO2,395.04,4,556.95,True,Calculated
772,2023-04-01,,33,Manufacturing,CO2,329.42,4,468.31,True,Direct Measurement
773,2023-05-01,,33,Manufacturing,CO2,261.01,4,336.36,True,Estimated
774,2023-05-31,,33,Manufacturing,CO2,223.14,4,306.49,True,Direct Measurement
775,2023-06-30,,33,Facilities,CO2,426.26,4,504.79,True,Direct Measurement
776,2023-07-30,,33,Facilities,CO2,421.97,4,582.07,True,Direct Measurement
777,2023-08-29,,33,Facilities,CO2,328.54,4,407.9,True,Estimated
778,2023-09-28,,33,Manufacturing,CO2,343.68,4,398.32,True,Direct Measurement
779,2023-10-28,,33,Transportation,CO2,69.07,4,79.97,True,Calculated
780,2023-11-27,,33,Transportation,CO2,244.01,4,345.55,True,Direct Measurement
781,2023-12-27,,33,Manufacturing,CO2,426.51,4,630.51,True,Estimated
782,2024-01-26,,33,Facilities,CO2,210.69,4,240.3,True,Calculated
783,2024-02-25,,33,Manufacturing,CO2,450.86,4,538.24,True,Direct Measurement
784,2024-03-26,,33,Transportation,CO2,166.37,4,241.25,True,Estimated
785,2024-04-25,,33,Manufacturing,CO2,414.66,4,568.67,True,Direct Measurement
786,2024-05-25,,33,Manufacturing,CO2,375.08,4,529.03,True,Direct Measurement
787,2024-06-24,,33,Facilities,CO2,206.81,4,274.01,True,Direct Measurement
788,2024-07-24,,33,Manufacturing,CO2,127.28,4,165.46,True,Direct Measurement
789,2024-08-23,,33,Transportation,CO2,475.56,4,684.52,True,Estimated
790,2024-09-22,,33,Transportation,CO2,84.43,4,99.06,True,Estimated
791,2024-10-22,,33,Manufacturing,CO2,81.01,4,96.13,True,Estimated
792,2024-11-21,,33,Facilities,CO2,260.39,4,345.5,True,Calculated
793,2023-01-01,,34,Facilities,CO2,283.57,4,333.14,True,Calculated
794,2023-01-31,,34,Transportation,CO2,458.76,4,675.24,True,Estimated
795,2023-03-02,,34,Manufacturing,CO2,95.44,4,117.9,True,Calculated
796,2023-04-01,,34,Transportation,CO2,241.43,4,350.98,True,Calculated
797,2023-05-01,,34,Manufacturing,CO2,205.56,4,305.47,True,Calculated
798,2023-05-31,,34,Manufacturing,CO2,481.08,4,715.31,True,Calculated
799,2023-06-30,,34,Manufacturing,CO2,244.28,4,333.35,True,Estimated
800,2023-07-30,,34,Manufacturing,CO2,378.63,4,541.58,True,Calculated
801,2023-08-29,,34,Facilities,CO2,488.62,4,637.41,True,Direct Measurement
802,2023-09-28,,34,Transportation,CO2,253.74,4,295.28,True,Calculated
803,2023-10-28,,34,Facilities,CO2,87.98,4,106.83,True,Estimated
804,2023-11-27,,34,Manufacturing,CO2,213.93,4,263.34,True,Direct Measurement
805,2023-12-27,,34,Manufacturing,CO2,463.29,4,530.48,True,Direct Measurement
806,2024-01-26,,34,Transportation,CO2,174.95,4,236.41,True,Direct Measurement
807,2024-02-25,,34,Transportation,CO2,368.14,4,502.82,True,Calculated
808,2024-03-26,,34,Manufacturing,CO2,398.16,4,481.14,True,Direct Measurement
809,2024-04-25,,34,Facilities,CO2,451.71,4,500.67,True,Estimated
810,2024-05-25,,34,Facilities,CO2,276.89,4,373.78,True,Direct Measurement
811,2024-06-24,,34,Facilities,CO2,235.93,4,345.18,True,Estimated
812,2024-07-24,,34,Manufacturing,CO2,241.93,4,297.95,True,Calculated
813,2024-08-23,,34,Manufacturing,CO2,351.46,4,443.44,True,Calculated
814,2024-09-22,,34,Facilities,CO2,197.62,4,222.63,True,Estimated
815,2024-10-22,,34,Facilities,CO2,85.26,4,105.31,True,Estimated
816,2024-11-21,,34,Facilities,CO2,253.99,4,298.88,True,Direct Measurement
817,2023-01-01,,35,Transportation,CO2,448.55,4,532.28,True,Direct Measurement
818,2023-01-31,,35,Facilities,CO2,78.76,4,98.59,True,Direct Measurement
819,2023-03-02,,35,Facilities,CO2,388.73,4,428.57,True,Direct Measurement
820,2023-04-01,,35,Transportation,CO2,111.64,4,130.59,True,Direct Measurement
821,2023-05-01,,35,Manufacturing,CO2,256.31,4,311.85,True,Calculated
822,2023-05-31,,35,Facilities,CO2,275.34,4,348.74,True,Direct Measurement
823,2023-06-30,,35,Manufacturing,CO2,70.92,4,89.54,True,Calculated
824,2023-07-30,,35,Transportation,CO2,401.07,4,462.5,True,Estimated
825,2023-08-29,,35,Facilities,CO2,89.85,4,105.11,True,Calculated
826,2023-09-28,,35,Facilities,CO2,66.55,4,86.23,True,Direct Measurement
827,2023-10-28,,35,Manufacturing,CO2,443.88,4,628.62,True,Estimated
828,2023-11-27,,35,Facilities,CO2,73.0,4,98.89,True,Estimated
829,2023-12-27,,35,Transportation,CO2,119.62,4,131.64,True,Estimated
830,2024-01-26,,35,Transportation,CO2,150.11,4,210.63,True,Direct Measurement
831,2024-02-25,,35,Transportation,CO2,270.32,4,343.66,True,Estimated
832,2024-03-26,,35,Manufacturing,CO2,400.74,4,554.31,True,Direct Measurement
833,2024-04-25,,35,Transportation,CO2,498.43,4,598.83,True,Estimated
834,2024-05-25,,35,Transportation,CO2,456.09,4,675.24,True,Direct Measurement
835,2024-06-24,,35,Facilities,CO2,150.72,4,201.63,True,Calculated
836,2024-07-24,,35,Manufacturing,CO2,484.48,4,720.72,True,Estimated
837,2024-08-23,,35,Transportation,CO2,268.72,4,334.7,True,Direct Measurement
838,2024-09-22,,35,Transportation,CO2,494.3,4,618.03,True,Calculated
839,2024-10-22,,35,Manufacturing,CO2,385.94,4,442.51,True,Calculated
840,2024-11-21,,35,Facilities,CO2,475.7,4,689.91,True,Estimated
841,2023-01-01,,36,Transportation,CO2,463.11,4,685.11,True,Estimated
842,2023-01-31,,36,Transportation,CO2,62.76,4,74.77,True,Calculated
843,2023-03-02,,36,Facilities,CO2,148.61,4,186.25,True,Estimated
844,2023-04-01,,36,Transportation,CO2,211.64,4,261.54,True,Direct Measurement
845,2023-05-01,,36,Facilities,CO2,88.83,4,123.91,True,Estimated
846,2023-05-31,,36,Transportation,CO2,398.08,4,552.57,True,Estimated
847,2023-06-30,,36,Transportation,CO2,363.69,4,460.8,True,Estimated
848,2023-07-30,,36,Facilities,CO2,110.57,4,149.29,True,Calculated
849,2023-08-29,,36,Manufacturing,CO2,111.19,4,143.98,True,Estimated
850,2023-09-28,,36,Manufacturing,CO2,422.64,4,465.19,True,Direct Measurement
851,2023-10-28,,36,Manufacturing,CO2,460.69,4,600.78,True,Direct Measurement
852,2023-11-27,,36,Manufacturing,CO2,369.6,4,467.11,True,Estimated
853,2023-12-27,,36,Facilities,CO2,396.75,4,448.36,True,Estimated
854,2024-01-26,,36,Manufacturing,CO2,152.04,4,208.93,True,Direct Measurement
855,2024-02-25,,36,Facilities,CO2,375.82,4,465.39,True,Calculated
856,2024-03-26,,36,Manufacturing,CO2,148.3,4,181.05,True,Estimated
857,2024-04-25,,36,Facilities,CO2,167.89,4,206.98,True,Estimated
858,2024-05-25,,36,Facilities,CO2,307.49,4,406.76,True,Calculated
859,2024-06-24,,36,Facilities,CO2,107.85,4,156.71,True,Estimated
860,2024-07-24,,36,Facilities,CO2,374.64,4,460.62,True,Direct Measurement
861,2024-08-23,,36,Transportation,CO2,240.81,4,353.6,True,Direct Measurement
862,2024-09-22,,36,Facilities,CO2,444.03,4,632.26,True,Estimated
863,2024-10-22,,36,Manufacturing,CO2,366.17,4,483.35,True,Direct Measurement
864,2024-11-21,,36,Transportation,CO2,369.07,4,498.09,True,Direct Measurement
865,2023-01-01,,37,Transportation,CO2,70.11,4,84.57,True,Estimated
866,2023-01-31,,37,Facilities,CO2,243.29,4,316.97,True,Estimated
867,2023-03-02,,37,Facilities,CO2,218.57,4,310.94,True,Estimated
868,2023-04-01,,37,Facilities,CO2,323.0,4,360.82,True,Estimated
869,2023-05-01,,37,Facilities,CO2,334.16,4,403.63,True,Direct Measurement
870,2023-05-31,,37,Manufacturing,CO2,405.04,4,462.59,True,Calculated
871,2023-06-30,,37,Transportation,CO2,92.31,4,133.14,True,Direct Measurement
872,2023-07-30,,37,Manufacturing,CO2,402.09,4,452.02,True,Estimated
873,2023-08-29,,37,Transportation,CO2,100.72,4,147.44,True,Direct Measurement
874,2023-09-28,,37,Transportation,CO2,320.16,4,474.62,True,Calculated
875,2023-10-28,,37,Facilities,CO2,72.63,4,93.11,True,Direct Measurement
876,2023-11-27,,37,Transportation,CO2,257.93,4,377.64,True,Calculated
877,2023-12-27,,37,Manufacturing,CO2,446.39,4,556.76,True,Direct Measurement
878,2024-01-26,,37,Facilities,CO2,286.21,4,345.44,True,Estimated
879,2024-02-25,,37,Facilities,CO2,425.37,4,490.92,True,Direct Measurement
880,2024-03-26,,37,Facilities,CO2,295.33,4,403.84,True,Direct Measurement
881,2024-04-25,,37,Transportation,CO2,398.78,4,579.24,True,Estimated
882,2024-05-25,,37,Facilities,CO2,204.99,4,238.09,True,Estimated
883,2024-06-24,,37,Facilities,CO2,415.03,4,527.4,True,Calculated
884,2024-07-24,,37,Facilities,CO2,127.3,4,164.62,True,Calculated
885,2024-08-23,,37,Transportation,CO2,73.1,4,97.6,True,Direct Measurement
886,2024-09-22,,37,Transportation,CO2,338.7,4,471.3,True,Direct Measurement
887,2024-10-22,,37,Transportation,CO2,349.25,4,397.06,True,Direct Measurement
888,2024-11-21,,37,Facilities,CO2,139.01,4,196.68,True,Calculated
889,2023-01-01,,38,Manufacturing,CO2,446.65,4,593.08,True,Estimated
890,2023-01-31,,38,Facilities,CO2,384.34,4,428.99,True,Calculated
891,2023-03-02,,38,Manufacturing,CO2,67.02,4,78.21,True,Estimated
892,2023-04-01,,38,Manufacturing,CO2,189.89,4,274.2,True,Estimated
893,2023-05-01,,38,Transportation,CO2,72.75,4,102.68,True,Direct Measurement
894,2023-05-31,,38,Manufacturing,CO2,101.68,4,112.63,True,Direct Measurement
895,2023-06-30,,38,Manufacturing,CO2,431.36,4,644.71,True,Estimated
896,2023-07-30,,38,Manufacturing,CO2,393.75,4,465.72,True,Direct Measurement
897,2023-08-29,,38,Manufacturing,CO2,312.95,4,417.31,True,Estimated
898,2023-09-28,,38,Transportation,CO2,448.14,4,608.28,True,Calculated
899,2023-10-28,,38,Transportation,CO2,198.04,4,294.34,True,Direct Measurement
900,2023-11-27,,38,Manufacturing,CO2,222.91,4,250.58,True,Calculated
901,2023-12-27,,38,Manufacturing,CO2,372.6,4,468.58,True,Calculated
902,2024-01-26,,38,Transportation,CO2,328.52,4,490.63,True,Direct Measurement
903,2024-02-25,,38,Facilities,CO2,422.58,4,588.02,True,Estimated
904,2024-03-26,,38,Facilities,CO2,351.35,4,457.79,True,Estimated
905,2024-04-25,,38,Facilities,CO2,180.03,4,199.4,True,Estimated
906,2024-05-25,,38,Facilities,CO2,179.28,4,207.74,True,Calculated
907,2024-06-24,,38,Transportation,CO2,459.42,4,635.26,True,Direct Measurement
908,2024-07-24,,38,Facilities,CO2,438.62,4,508.48,True,Direct Measurement
909,2024-08-23,,38,Manufacturing,CO2,290.95,4,391.23,True,Calculated
910,2024-09-22,,38,Facilities,CO2,244.3,4,363.88,True,Calculated
911,2024-10-22,,38,Transportation,CO2,181.09,4,221.03,True,Estimated
912,2024-11-21,,38,Manufacturing,CO2,278.7,4,315.48,True,Calculated
913,2023-01-01,,39,Transportation,CO2,429.89,4,485.69,True,Calculated
914,2023-01-31,,39,Manufacturing,CO2,260.48,4,344.41,True,Estimated
915,2023-03-02,,39,Facilities,CO2,359.56,4,460.85,True,Calculated
916,2023-04-01,,39,Facilities,CO2,205.76,4,247.27,True,Direct Measurement
917,2023-05-01,,39,Manufacturing,CO2,80.14,4,105.81,True,Direct Measurement
918,2023-05-31,,39,Facilities,CO2,418.26,4,621.58,True,Direct Measurement
919,2023-06-30,,39,Facilities,CO2,159.68,4,216.58,True,Estimated
920,2023-07-30,,39,Transportation,CO2,71.21,4,99.2,True,Direct Measurement
921,2023-08-29,,39,Transportation,CO2,195.23,4,266.29,True,Calculated
922,2023-09-28,,39,Manufacturing,CO2,240.53,4,350.63,True,Calculated
923,2023-10-28,,39,Manufacturing,CO2,175.63,4,234.36,True,Calculated
924,2023-11-27,,39,Facilities,CO2,430.66,4,513.19,True,Calculated
925,2023-12-27,,39,Facilities,CO2,476.09,4,678.3,True,Calculated
926,2024-01-26,,39,Facilities,CO2,216.52,4,307.83,True,Calculated
927,2024-02-25,,39,Manufacturing,CO2,447.85,4,627.29,True,Direct Measurement
928,2024-03-26,,39,Transportation,CO2,327.85,4,432.21,True,Calculated
929,2024-04-25,,39,Transportation,CO2,474.88,4,602.18,True,Estimated
930,2024-05-25,,39,Transportation,CO2,168.91,4,198.04,True,Direct Measurement
931,2024-06-24,,39,Facilities,CO2,200.7,4,290.37,True,Calculated
932,2024-07-24,,39,Transportation,CO2,369.54,4,446.7,True,Calculated
933,2024-08-23,,39,Manufacturing,CO2,470.52,4,580.68,True,Direct Measurement
934,2024-09-22,,39,Facilities,CO2,113.33,4,163.54,True,Direct Measurement
935,2024-10-22,,39,Manufacturing,CO2,118.95,4,142.05,True,Calculated
936,2024-11-21,,39,Facilities,CO2,147.27,4,215.56,True,Estimated
937,2023-01-01,,40,Transportation,CO2,441.54,4,615.44,True,Estimated
938,2023-01-31,,40,Facilities,CO2,372.34,4,550.36,True,Calculated
939,2023-03-02,,40,Manufacturing,CO2,419.86,4,570.25,True,Calculated
940,2023-04-01,,40,Facilities,CO2,385.02,4,508.52,True,Estimated
941,2023-05-01,,40,Facilities,CO2,137.7,4,153.54,True,Calculated
942,2023-05-31,,40,Transportation,CO2,215.07,4,286.04,True,Calculated
943,2023-06-30,,40,Manufacturing,CO2,331.28,4,494.38,True,Direct Measurement
944,2023-07-30,,40,Facilities,CO2,100.87,4,148.36,True,Direct Measurement
945,2023-08-29,,40,Manufacturing,CO2,472.72,4,647.32,True,Estimated
946,2023-09-28,,40,Manufacturing,CO2,66.5,4,97.63,True,Calculated
947,2023-10-28,,40,Manufacturing,CO2,483.37,4,579.23,True,Estimated
948,2023-11-27,,40,Transportation,CO2,464.51,4,592.72,True,Calculated
949,2023-12-27,,40,Facilities,CO2,306.08,4,419.44,True,Calculated
950,2024-01-26,,40,Transportation,CO2,331.01,4,435.04,True,Estimated
951,2024-02-25,,40,Facilities,CO2,176.63,4,259.28,True,Estimated
952,2024-03-26,,40,Transportation,CO2,458.75,4,581.82,True,Calculated
953,2024-04-25,,40,Transportation,CO2,178.88,4,261.64,True,Estimated
954,2024-05-25,,40,Manufacturing,CO2,476.95,4,583.52,True,Direct Measurement
955,2024-06-24,,40,Transportation,CO2,59.21,4,82.05,True,Direct Measurement
956,2024-07-24,,40,Transportation,CO2,143.08,4,183.11,True,Estimated
957,2024-08-23,,40,Facilities,CO2,355.82,4,529.25,True,Estimated
958,2024-09-22,,40,Facilities,CO2,182.71,4,226.23,True,Calculated
959,2024-10-22,,40,Manufacturing,CO2,261.02,4,359.75,True,Direct Measurement
960,2024-11-21,,40,Facilities,CO2,130.72,4,189.57,True,Calculated
961,2023-01-01,,41,Manufacturing,CO2,197.0,4,276.89,True,Calculated
962,2023-01-31,,41,Manufacturing,CO2,306.11,4,349.08,True,Estimated
963,2023-03-02,,41,Manufacturing,CO2,220.02,4,291.18,True,Direct Measurement
964,2023-04-01,,41,Transportation,CO2,187.44,4,242.44,True,Calculated
965,2023-05-01,,41,Transportation,CO2,182.8,4,223.09,True,Calculated
966,2023-05-31,,41,Manufacturing,CO2,255.39,4,291.51,True,Direct Measurement
967,2023-06-30,,41,Facilities,CO2,209.33,4,282.61,True,Estimated
968,2023-07-30,,41,Manufacturing,CO2,281.21,4,405.2,True,Direct Measurement
969,2023-08-29,,41,Transportation,CO2,290.75,4,398.82,True,Direct Measurement
970,2023-09-28,,41,Manufacturing,CO2,169.48,4,208.22,True,Calculated
971,2023-10-28,,41,Manufacturing,CO2,54.38,4,61.97,True,Estimated
972,2023-11-27,,41,Transportation,CO2,457.38,4,578.84,True,Calculated
973,2023-12-27,,41,Facilities,CO2,309.12,4,462.97,True,Calculated
974,2024-01-26,,41,Facilities,CO2,213.42,4,267.59,True,Estimated
975,2024-02-25,,41,Transportation,CO2,486.2,4,567.58,True,Estimated
976,2024-03-26,,41,Transportation,CO2,415.03,4,560.37,True,Estimated
977,2024-04-25,,41,Facilities,CO2,436.13,4,508.87,True,Estimated
978,2024-05-25,,41,Manufacturing,CO2,244.81,4,332.95,True,Direct Measurement
979,2024-06-24,,41,Transportation,CO2,443.54,4,523.71,True,Calculated
980,2024-07-24,,41,Transportation,CO2,330.3,4,394.35,True,Calculated
981,2024-08-23,,41,Transportation,CO2,457.24,4,536.23,True,Calculated
982,2024-09-22,,41,Facilities,CO2,392.04,4,533.84,True,Direct Measurement
983,2024-10-22,,41,Transportation,CO2,87.44,4,106.96,True,Estimated
984,2024-11-21,,41,Transportation,CO2,417.5,4,601.61,True,Estimated
985,2023-01-01,,42,Transportation,CO2,132.49,4,168.75,True,Calculated
986,2023-01-31,,42,Transportation,CO2,401.21,4,488.76,True,Calculated
987,2023-03-02,,42,Transportation,CO2,429.96,4,488.23,True,Estimated
988,2023-04-01,,42,Manufacturing,CO2,483.66,4,608.27,True,Estimated
989,2023-05-01,,42,Transportation,CO2,402.89,4,550.49,True,Direct Measurement
990,2023-05-31,,42,Transportation,CO2,236.21,4,310.59,True,Calculated
991,2023-06-30,,42,Facilities,CO2,236.9,4,266.36,True,Estimated
992,2023-07-30,,42,Transportation,CO2,267.43,4,302.23,True,Direct Measurement
993,2023-08-29,,42,Facilities,CO2,279.35,4,396.26,True,Calculated
994,2023-09-28,,42,Manufacturing,CO2,403.49,4,510.66,True,Calculated
995,2023-10-28,,42,Transportation,CO2,62.82,4,72.6,True,Calculated
996,2023-11-27,,42,Facilities,CO2,428.17,4,576.52,True,Calculated
997,2023-12-27,,42,Transportation,CO2,483.94,4,716.46,True,Estimated
998,2024-01-26,,42,Manufacturing,CO2,96.69,4,127.14,True,Calculated
999,2024-02-25,,42,Manufacturing,CO2,462.33,4,658.51,True,Estimated
1000,2024-03-26,,42,Facilities,CO2,179.14,4,264.92,True,Estimated
1001,2024-04-25,,42,Manufacturing,CO2,189.13,4,216.15,True,Direct Measurement
1002,2024-05-25,,42,Facilities,CO2,74.57,4,96.52,True,Estimated
1003,2024-06-24,,42,Manufacturing,CO2,452.64,4,570.19,True,Calculated
1004,2024-07-24,,42,Transportation,CO2,170.33,4,212.23,True,Calculated
1005,2024-08-23,,42,Facilities,CO2,358.92,4,445.07,True,Direct Measurement
1006,2024-09-22,,42,Facilities,CO2,193.93,4,254.69,True,Calculated
1007,2024-10-22,,42,Transportation,CO2,328.77,4,443.3,True,Direct Measurement
1008,2024-11-21,,42,Transportation,CO2,235.7,4,350.1,True,Direct Measurement
1009,2023-01-01,,43,Manufacturing,CO2,169.24,4,215.44,True,Calculated
1010,2023-01-31,,43,Manufacturing,CO2,113.78,4,132.45,True,Estimated
1011,2023-03-02,,43,Transportation,CO2,353.62,4,427.89,True,Calculated
1012,2023-04-01,,43,Facilities,CO2,487.47,4,690.84,True,Direct Measurement
1013,2023-05-01,,43,Transportation,CO2,108.82,4,162.93,True,Direct Measurement
1014,2023-05-31,,43,Manufacturing,CO2,256.67,4,357.29,True,Calculated
1015,2023-06-30,,43,Manufacturing,CO2,260.4,4,336.24,True,Calculated
1016,2023-07-30,,43,Facilities,CO2,399.24,4,582.75,True,Calculated
1017,2023-08-29,,43,Facilities,CO2,467.49,4,583.95,True,Estimated
1018,2023-09-28,,43,Facilities,CO2,441.21,4,614.62,True,Estimated
1019,2023-10-28,,43,Facilities,CO2,79.16,4,95.39,True,Estimated
1020,2023-11-27,,43,Facilities,CO2,180.86,4,203.53,True,Estimated
1021,2023-12-27,,43,Transportation,CO2,92.82,4,136.1,True,Estimated
1022,2024-01-26,,43,Facilities,CO2,236.93,4,337.17,True,Calculated
1023,2024-02-25,,43,Facilities,CO2,99.39,4,116.79,True,Calculated
1024,2024-03-26,,43,Facilities,CO2,60.3,4,73.3,True,Direct Measurement
1025,2024-04-25,,43,Transportation,CO2,143.31,4,179.97,True,Direct Measurement
1026,2024-05-25,,43,Transportation,CO2,463.97,4,524.62,True,Calculated
1027,2024-06-24,,43,Transportation,CO2,68.38,4,84.59,True,Estimated
1028,2024-07-24,,43,Manufacturing,CO2,182.69,4,228.0,True,Estimated
1029,2024-08-23,,43,Facilities,CO2,498.59,4,620.77,True,Calculated
1030,2024-09-22,,43,Transportation,CO2,89.8,4,102.46,True,Direct Measurement
1031,2024-10-22,,43,Manufacturing,CO2,195.01,4,220.16,True,Calculated
1032,2024-11-21,,43,Facilities,CO2,471.65,4,644.87,True,Direct Measurement
1033,2023-01-01,,44,Facilities,CO2,429.85,4,606.42,True,Direct Measurement
1034,2023-01-31,,44,Transportation,CO2,210.26,4,242.25,True,Direct Measurement
1035,2023-03-02,,44,Transportation,CO2,359.79,4,473.03,True,Calculated
1036,2023-04-01,,44,Transportation,CO2,492.12,4,553.02,True,Estimated
1037,2023-05-01,,44,Manufacturing,CO2,275.28,4,348.52,True,Direct Measurement
1038,2023-05-31,,44,Manufacturing,CO2,174.27,4,253.35,True,Calculated
1039,2023-06-30,,44,Transportation,CO2,404.6,4,456.48,True,Calculated
1040,2023-07-30,,44,Facilities,CO2,254.05,4,332.15,True,Direct Measurement
1041,2023-08-29,,44,Transportation,CO2,335.47,4,390.27,True,Estimated
1042,2023-09-28,,44,Facilities,CO2,417.73,4,470.36,True,Estimated
1043,2023-10-28,,44,Manufacturing,CO2,216.89,4,304.58,True,Estimated
