SUPPLIER_PERFORMANCE_ID,SUPPLIER_ID,EVALUATION_PERIOD,METRIC_TYPE,METRIC_VALUE,TARGET_VALUE,RATING,COMMENTS,CREATED_BY_USER,CREATED_TIMESTAMP,UPDATED_BY_USER,UPDATED_TIMESTAMP
373,75,2024-Q4,PRICE_VARIANCE,9.08,0,D,,SYSTEM,2025-01-01 00:00:00,SYSTEM,2025-01-01 00:00:00
374,75,2024-Q4,LEAD_TIME_ADHERENCE,72.24,95,D,,SYSTEM,2025-01-01 00:00:00,SYSTEM,2025-01-01 00:00:00
375,75,2024-Q4,OVERALL_SCORE,72.02,95,D,,SYSTEM,2025-01-01 00:00:00,SYSTEM,2025-01-01 00:00:00
376,76,2024-Q4,ON_TIME_DELIVERY,79.22,95,C,,SYSTEM,2025-01-01 00:00:00,SYSTEM,2025-01-01 00:00:00
377,76,2024-Q4,QUALITY_ACCEPTANCE,72.6,95,D,,SYSTEM,2025-01-01 00:00:00,SYSTEM,2025-01-01 00:00:00
378,76,2024-Q4,PRICE_VARIANCE,4.02,0,D,,SYSTEM,2025-01-01 00:00:00,SYSTEM,2025-01-01 00:00:00
379,76,2024-Q4,LEAD_TIME_ADHERENCE,78.56,95,C,,SYSTEM,2025-01-01 00:00:00,SYSTEM,2025-01-01 00:00:00
380,76,2024-Q4,OVERALL_SCORE,70.66,95,D,,SYSTEM,2025-01-01 00:00:00,SYSTEM,2025-01-01 00:00:00
381,77,2024-Q4,ON_TIME_DELIVERY,82.66,95,C,,SYSTEM,2025-01-01 00:00:00,SYSTEM,2025-01-01 00:00:00
382,77,2024-Q4,QUALITY_ACCEPTANCE,90.88,95,B,,SYSTEM,2025-01-01 00:00:00,SYSTEM,2025-01-01 00:00:00
383,77,2024-Q4,PRICE_VARIANCE,-4.18,0,D,,SYSTEM,2025-01-01 00:00:00,SYSTEM,2025-01-01 00:00:00
384,77,2024-Q4,LEAD_TIME_ADHERENCE,89.77,95,B,,SYSTEM,2025-01-01 00:00:00,SYSTEM,2025-01-01 00:00:00
385,77,2024-Q4,OVERALL_SCORE,94.32,95,B,,SYSTEM,2025-01-01 00:00:00,SYSTEM,2025-01-01 00:00:00
386,78,2024-Q4,ON_TIME_DELIVERY,77.46,95,C,,SYSTEM,2025-01-01 00:00:00,SYSTEM,2025-01-01 00:00:00
387,78,2024-Q4,QUALITY_ACCEPTANCE,87.96,95,B,,SYSTEM,2025-01-01 00:00:00,SYSTEM,2025-01-01 00:00:00
388,78,2024-Q4,PRICE_VARIANCE,5.24,0,D,,SYSTEM,2025-01-01 00:00:00,SYSTEM,2025-01-01 00:00:00
389,78,2024-Q4,LEAD_TIME_ADHERENCE,84.23,95,C,,SYSTEM,2025-01-01 00:00:00,SYSTEM,2025-01-01 00:00:00
390,78,2024-Q4,OVERALL_SCORE,93.3,95,B,,SYSTEM,2025-01-01 00:00:00,SYSTEM,2025-01-01 00:00:00
391,79,2024-Q4,ON_TIME_DELIVERY,81.92,95,C,,SYSTEM,2025-01-01 00:00:00,SYSTEM,2025-01-01 00:00:00
392,79,2024-Q4,QUALITY_ACCEPTANCE,91.09,95,B,,SYSTEM,2025-01-01 00:00:00,SYSTEM,2025-01-01 00:00:00
393,79,2024-Q4,PRICE_VARIANCE,4.24,0,D,,SYSTEM,2025-01-01 00:00:00,SYSTEM,2025-01-01 00:00:00
394,79,2024-Q4,LEAD_TIME_ADHERENCE,72.32,95,D,,SYSTEM,2025-01-01 00:00:00,SYSTEM,2025-01-01 00:00:00
395,79,2024-Q4,OVERALL_SCORE,83.22,95,C,,SYSTEM,2025-01-01 00:00:00,SYSTEM,2025-01-01 00:00:00
396,80,2024-Q4,ON_TIME_DELIVERY,90.94,95,B,,SYSTEM,2025-01-01 00:00:00,SYSTEM,2025-01-01 00:00:00
397,80,2024-Q4,QUALITY_ACCEPTANCE,84.53,95,C,,SYSTEM,2025-01-01 00:00:00,SYSTEM,2025-01-01 00:00:00
398,80,2024-Q4,PRICE_VARIANCE,1.82,0,D,,SYSTEM,2025-01-01 00:00:00,SYSTEM,2025-01-01 00:00:00
399,80,2024-Q4,LEAD_TIME_ADHERENCE,90.93,95,B,,SYSTEM,2025-01-01 00:00:00,SYSTEM,2025-01-01 00:00:00
400,80,2024-Q4,OVERALL_SCORE,78.66,95,C,,SYSTEM,2025-01-01 00:00:00,SYSTEM,2025-01-01 00:00:00
401,81,2024-Q4,ON_TIME_DELIVERY,82.36,95,C,,SYSTEM,2025-01-01 00:00:00,SYSTEM,2025-01-01 00:00:00
402,81,2024-Q4,QUALITY_ACCEPTANCE,74.02,95,D,,SYSTEM,2025-01-01 00:00:00,SYSTEM,2025-01-01 00:00:00
403,81,2024-Q4,PRICE_VARIANCE,8.62,0,D,,SYSTEM,2025-01-01 00:00:00,SYSTEM,2025-01-01 00:00:00
404,81,2024-Q4,LEAD_TIME_ADHERENCE,82.34,95,C,,SYSTEM,2025-01-01 00:00:00,SYSTEM,2025-01-01 00:00:00
405,81,2024-Q4,OVERALL_SCORE,79.59,95,C,,SYSTEM,2025-01-01 00:00:00,SYSTEM,2025-01-01 00:00:00
406,82,2024-Q4,ON_TIME_DELIVERY,78.82,95,C,,SYSTEM,2025-01-01 00:00:00,SYSTEM,2025-01-01 00:00:00
407,82,2024-Q4,QUALITY_ACCEPTANCE,86.4,95,B,,SYSTEM,2025-01-01 00:00:00,SYSTEM,2025-01-01 00:00:00
408,82,2024-Q4,PRICE_VARIANCE,-3.76,0,D,,SYSTEM,2025-01-01 00:00:00,SYSTEM,2025-01-01 00:00:00
409,82,2024-Q4,LEAD_TIME_ADHERENCE,99.08,95,A,,SYSTEM,2025-01-01 00:00:00,SYSTEM,2025-01-01 00:00:00
410,82,2024-Q4,OVERALL_SCORE,85.96,95,B,,SYSTEM,2025-01-01 00:00:00,SYSTEM,2025-01-01 00:00:00
411,83,2024-Q4,ON_TIME_DELIVERY,70.79,95,D,,SYSTEM,2025-01-01 00:00:00,SYSTEM,2025-01-01 00:00:00
412,83,2024-Q4,QUALITY_ACCEPTANCE,81.12,95,C,,SYSTEM,2025-01-01 00:00:00,SYSTEM,2025-01-01 00:00:00
413,83,2024-Q4,PRICE_VARIANCE,3.63,0,D,,SYSTEM,2025-01-01 00:00:00,SYSTEM,2025-01-01 00:00:00
414,83,2024-Q4,LEAD_TIME_ADHERENCE,94.24,95,B,,SYSTEM,2025-01-01 00:00:00,SYSTEM,2025-01-01 00:00:00
415,83,2024-Q4,OVERALL_SCORE,87.13,95,B,,SYSTEM,2025-01-01 00:00:00,SYSTEM,2025-01-01 00:00:00
416,84,2024-Q4,ON_TIME_DELIVERY,77.86,95,C,,SYSTEM,2025-01-01 00:00:00,SYSTEM,2025-01-01 00:00:00
417,84,2024-Q4,QUALITY_ACCEPTANCE,73.07,95,D,,SYSTEM,2025-01-01 00:00:00,SYSTEM,2025-01-01 00:00:00
418,84,2024-Q4,PRICE_VARIANCE,3.7,0,D,,SYSTEM,2025-01-01 00:00:00,SYSTEM,2025-01-01 00:00:00
419,84,2024-Q4,LEAD_TIME_ADHERENCE,80.08,95,C,,SYSTEM,2025-01-01 00:00:00,SYSTEM,2025-01-01 00:00:00
420,84,2024-Q4,OVERALL_SCORE,75.71,95,C,,SYSTEM,2025-01-01 00:00:00,SYSTEM,2025-01-01 00:00:00
421,85,2024-Q4,ON_TIME_DELIVERY,83.06,95,C,,SYSTEM,2025-01-01 00:00:00,SYSTEM,2025-01-01 00:00:00
422,85,2024-Q4,QUALITY_ACCEPTANCE,75.57,95,C,,SYSTEM,2025-01-01 00:00:00,SYSTEM,2025-01-01 00:00:00
423,85,2024-Q4,PRICE_VARIANCE,6.67,0,D,,SYSTEM,2025-01-01 00:00:00,SYSTEM,2025-01-01 00:00:00
424,85,2024-Q4,LEAD_TIME_ADHERENCE,93.32,95,B,,SYSTEM,2025-01-01 00:00:00,SYSTEM,2025-01-01 00:00:00
425,85,2024-Q4,OVERALL_SCORE,89.74,95,B,,SYSTEM,2025-01-01 00:00:00,SYSTEM,2025-01-01 00:00:00
426,86,2024-Q4,ON_TIME_DELIVERY,98.87,95,A,,SYSTEM,2025-01-01 00:00:00,SYSTEM,2025-01-01 00:00:00
427,86,2024-Q4,QUALITY_ACCEPTANCE,85.37,95,B,,SYSTEM,2025-01-01 00:00:00,SYSTEM,2025-01-01 00:00:00
428,86,2024-Q4,PRICE_VARIANCE,1.89,0,D,,SYSTEM,2025-01-01 00:00:00,SYSTEM,2025-01-01 00:00:00
429,86,2024-Q4,LEAD_TIME_ADHERENCE,84.77,95,C,,SYSTEM,2025-01-01 00:00:00,SYSTEM,2025-01-01 00:00:00
430,86,2024-Q4,OVERALL_SCORE,76.12,95,C,,SYSTEM,2025-01-01 00:00:00,SYSTEM,2025-01-01 00:00:00
431,87,2024-Q4,ON_TIME_DELIVERY,73.82,95,D,,SYSTEM,2025-01-01 00:00:00,SYSTEM,2025-01-01 00:00:00
432,87,2024-Q4,QUALITY_ACCEPTANCE,74.14,95,D,,SYSTEM,2025-01-01 00:00:00,SYSTEM,2025-01-01 00:00:00
433,87,2024-Q4,PRICE_VARIANCE,-7.58,0,D,,SYSTEM,2025-01-01 00:00:00,SYSTEM,2025-01-01 00:00:00
434,87,2024-Q4,LEAD_TIME_ADHERENCE,97.52,95,A,,SYSTEM,2025-01-01 00:00:00,SYSTEM,2025-01-01 00:00:00
435,87,2024-Q4,OVERALL_SCORE,71.54,95,D,,SYSTEM,2025-01-01 00:00:00,SYSTEM,2025-01-01 00:00:00
436,88,2024-Q4,ON_TIME_DELIVERY,96.66,95,A,,SYSTEM,2025-01-01 00:00:00,SYSTEM,2025-01-01 00:00:00
437,88,2024-Q4,QUALITY_ACCEPTANCE,76.29,95,C,,SYSTEM,2025-01-01 00:00:00,SYSTEM,2025-01-01 00:00:00
438,88,2024-Q4,PRICE_VARIANCE,7.31,0,D,,SYSTEM,2025-01-01 00:00:00,SYSTEM,2025-01-01 00:00:00
439,88,2024-Q4,LEAD_TIME_ADHERENCE,85.19,95,B,,SYSTEM,2025-01-01 00:00:00,SYSTEM,2025-01-01 00:00:00
440,88,2024-Q4,OVERALL_SCORE,80.12,95,C,,SYSTEM,2025-01-01 00:00:00,SYSTEM,2025-01-01 00:00:00
441,89,2024-Q4,ON_TIME_DELIVERY,72.46,95,D,,SYSTEM,2025-01-01 00:00:00,SYSTEM,2025-01-01 00:00:00
442,89,2024-Q4,QUALITY_ACCEPTANCE,84.78,95,C,,SYSTEM,2025-01-01 00:00:00,SYSTEM,2025-01-01 00:00:00
443,89,2024-Q4,PRICE_VARIANCE,5.42,0,D,,SYSTEM,2025-01-01 00:00:00,SYSTEM,2025-01-01 00:00:00
444,89,2024-Q4,LEAD_TIME_ADHERENCE,97.78,95,A,,SYSTEM,2025-01-01 00:00:00,SYSTEM,2025-01-01 00:00:00
445,89,2024-Q4,OVERALL_SCORE,81.4,95,C,,SYSTEM,2025-01-01 00:00:00,SYSTEM,2025-01-01 00:00:00
446,90,2024-Q4,ON_TIME_DELIVERY,92.29,95,B,,SYSTEM,2025-01-01 00:00:00,SYSTEM,2025-01-01 00:00:00
447,90,2024-Q4,QUALITY_ACCEPTANCE,88.8,95,B,,SYSTEM,2025-01-01 00:00:00,SYSTEM,2025-01-01 00:00:00
448,90,2024-Q4,PRICE_VARIANCE,-0.84,0,D,,SYSTEM,2025-01-01 00:00:00,SYSTEM,2025-01-01 00:00:00
449,90,2024-Q4,LEAD_TIME_ADHERENCE,99.5,95,A,,SYSTEM,2025-01-01 00:00:00,SYSTEM,2025-01-01 00:00:00
450,90,2024-Q4,OVERALL_SCORE,86.83,95,B,,SYSTEM,2025-01-01 00:00:00,SYSTEM,2025-01-01 00:00:00
451,91,2024-Q4,ON_TIME_DELIVERY,75.93,95,C,,SYSTEM,2025-01-01 00:00:00,SYSTEM,2025-01-01 00:00:00
452,91,2024-Q4,QUALITY_ACCEPTANCE,82.96,95,C,,SYSTEM,2025-01-01 00:00:00,SYSTEM,2025-01-01 00:00:00
453,91,2024-Q4,PRICE_VARIANCE,-3.61,0,D,,SYSTEM,2025-01-01 00:00:00,SYSTEM,2025-01-01 00:00:00
454,91,2024-Q4,LEAD_TIME_ADHERENCE,71.92,95,D,,SYSTEM,2025-01-01 00:00:00,SYSTEM,2025-01-01 00:00:00
455,91,2024-Q4,OVERALL_SCORE,85.0,95,C,,SYSTEM,2025-01-01 00:00:00,SYSTEM,2025-01-01 00:00:00
456,92,2024-Q4,ON_TIME_DELIVERY,79.31,95,C,,SYSTEM,2025-01-01 00:00:00,SYSTEM,2025-01-01 00:00:00
457,92,2024-Q4,QUALITY_ACCEPTANCE,78.3,95,C,,SYSTEM,2025-01-01 00:00:00,SYSTEM,2025-01-01 00:00:00
458,92,2024-Q4,PRICE_VARIANCE,-2.97,0,D,,SYSTEM,2025-01-01 00:00:00,SYSTEM,2025-01-01 00:00:00
459,92,2024-Q4,LEAD_TIME_ADHERENCE,96.7,95,A,,SYSTEM,2025-01-01 00:00:00,SYSTEM,2025-01-01 00:00:00
460,92,2024-Q4,OVERALL_SCORE,90.39,95,B,,SYSTEM,2025-01-01 00:00:00,SYSTEM,2025-01-01 00:00:00
461,93,2024-Q4,ON_TIME_DELIVERY,84.59,95,C,,SYSTEM,2025-01-01 00:00:00,SYSTEM,2025-01-01 00:00:00
462,93,2024-Q4,QUALITY_ACCEPTANCE,75.25,95,C,,SYSTEM,2025-01-01 00:00:00,SYSTEM,2025-01-01 00:00:00
463,93,2024-Q4,PRICE_VARIANCE,2.87,0,D,,SYSTEM,2025-01-01 00:00:00,SYSTEM,2025-01-01 00:00:00
464,93,2024-Q4,LEAD_TIME_ADHERENCE,94.49,95,B,,SYSTEM,2025-01-01 00:00:00,SYSTEM,2025-01-01 00:00:00
465,93,2024-Q4,OVERALL_SCORE,93.67,95,B,,SYSTEM,2025-01-01 00:00:00,SYSTEM,2025-01-01 00:00:00
466,94,2024-Q4,ON_TIME_DELIVERY,71.0,95,D,,SYSTEM,2025-01-01 00:00:00,SYSTEM,2025-01-01 00:00:00
467,94,2024-Q4,QUALITY_ACCEPTANCE,79.05,95,C,,SYSTEM,2025-01-01 00:00:00,SYSTEM,2025-01-01 00:00:00
468,94,2024-Q4,PRICE_VARIANCE,4.13,0,D,,SYSTEM,2025-01-01 00:00:00,SYSTEM,2025-01-01 00:00:00
469,94,2024-Q4,LEAD_TIME_ADHERENCE,91.9,95,B,,SYSTEM,2025-01-01 00:00:00,SYSTEM,2025-01-01 00:00:00
470,94,2024-Q4,OVERALL_SCORE,72.73,95,D,,SYSTEM,2025-01-01 00:00:00,SYSTEM,2025-01-01 00:00:00
471,95,2024-Q4,ON_TIME_DELIVERY,84.73,95,C,,SYSTEM,2025-01-01 00:00:00,SYSTEM,2025-01-01 00:00:00
472,95,2024-Q4,QUALITY_ACCEPTANCE,81.87,95,C,,SYSTEM,2025-01-01 00:00:00,SYSTEM,2025-01-01 00:00:00
473,95,2024-Q4,PRICE_VARIANCE,-7.21,0,D,,SYSTEM,2025-01-01 00:00:00,SYSTEM,2025-01-01 00:00:00
474,95,2024-Q4,LEAD_TIME_ADHERENCE,72.76,95,D,,SYSTEM,2025-01-01 00:00:00,SYSTEM,2025-01-01 00:00:00
475,95,2024-Q4,OVERALL_SCORE,91.16,95,B,,SYSTEM,2025-01-01 00:00:00,SYSTEM,2025-01-01 00:00:00
476,96,2024-Q4,ON_TIME_DELIVERY,87.28,95,B,,SYSTEM,2025-01-01 00:00:00,SYSTEM,2025-01-01 00:00:00
477,96,2024-Q4,QUALITY_ACCEPTANCE,90.17,95,B,,SYSTEM,2025-01-01 00:00:00,SYSTEM,2025-01-01 00:00:00
478,96,2024-Q4,PRICE_VARIANCE,-3.48,0,D,,SYSTEM,2025-01-01 00:00:00,SYSTEM,2025-01-01 00:00:00
479,96,2024-Q4,LEAD_TIME_ADHERENCE,93.75,95,B,,SYSTEM,2025-01-01 00:00:00,SYSTEM,2025-01-01 00:00:00
480,96,2024-Q4,OVERALL_SCORE,86.84,95,B,,SYSTEM,2025-01-01 00:00:00,SYSTEM,2025-01-01 00:00:00
481,97,2024-Q4,ON_TIME_DELIVERY,90.49,95,B,,SYSTEM,2025-01-01 00:00:00,SYSTEM,2025-01-01 00:00:00
482,97,2024-Q4,QUALITY_ACCEPTANCE,73.61,95,D,,SYSTEM,2025-01-01 00:00:00,SYSTEM,2025-01-01 00:00:00
483,97,2024-Q4,PRICE_VARIANCE,-5.92,0,D,,SYSTEM,2025-01-01 00:00:00,SYSTEM,2025-01-01 00:00:00
484,97,2024-Q4,LEAD_TIME_ADHERENCE,97.11,95,A,,SYSTEM,2025-01-01 00:00:00,SYSTEM,2025-01-01 00:00:00
485,97,2024-Q4,OVERALL_SCORE,82.55,95,C,,SYSTEM,2025-01-01 00:00:00,SYSTEM,2025-01-01 00:00:00
486,98,2024-Q4,ON_TIME_DELIVERY,91.66,95,B,,SYSTEM,2025-01-01 00:00:00,SYSTEM,2025-01-01 00:00:00
487,98,2024-Q4,QUALITY_ACCEPTANCE,71.42,95,D,,SYSTEM,2025-01-01 00:00:00,SYSTEM,2025-01-01 00:00:00
488,98,2024-Q4,PRICE_VARIANCE,-8.19,0,D,,SYSTEM,2025-01-01 00:00:00,SYSTEM,2025-01-01 00:00:00
489,98,2024-Q4,LEAD_TIME_ADHERENCE,83.78,95,C,,SYSTEM,2025-01-01 00:00:00,SYSTEM,2025-01-01 00:00:00
490,98,2024-Q4,OVERALL_SCORE,81.25,95,C,,SYSTEM,2025-01-01 00:00:00,SYSTEM,2025-01-01 00:00:00
491,99,2024-Q4,ON_TIME_DELIVERY,93.23,95,B,,SYSTEM,2025-01-01 00:00:00,SYSTEM,2025-01-01 00:00:00
492,99,2024-Q4,QUALITY_ACCEPTANCE,76.27,95,C,,SYSTEM,2025-01-01 00:00:00,SYSTEM,2025-01-01 00:00:00
493,99,2024-Q4,PRICE_VARIANCE,7.88,0,D,,SYSTEM,2025-01-01 00:00:00,SYSTEM,2025-01-01 00:00:00
494,99,2024-Q4,LEAD_TIME_ADHERENCE,74.44,95,D,,SYSTEM,2025-01-01 00:00:00,SYSTEM,2025-01-01 00:00:00
495,99,2024-Q4,OVERALL_SCORE,84.78,95,C,,SYSTEM,2025-01-01 00:00:00,SYSTEM,2025-01-01 00:00:00
496,100,2024-Q4,ON_TIME_DELIVERY,80.51,95,C,,SYSTEM,2025-01-01 00:00:00,SYSTEM,2025-01-01 00:00:00
497,100,2024-Q4,QUALITY_ACCEPTANCE,70.77,95,D,,SYSTEM,2025-01-01 00:00:00,SYSTEM,2025-01-01 00:00:00
498,100,2024-Q4,PRICE_VARIANCE,8.94,0,D,,SYSTEM,2025-01-01 00:00:00,SYSTEM,2025-01-01 00:00:00
499,100,2024-Q4,LEAD_TIME_ADHERENCE,87.05,95,B,,SYSTEM,2025-01-01 00:00:00,SYSTEM,2025-01-01 00:00:00
500,100,2024-Q4,OVERALL_SCORE,87.44,95,B,,SYSTEM,2025-01-01 00:00:00,SYSTEM,2025-01-01 00:00:00
501,101,2024-Q4,ON_TIME_DELIVERY,70.67,95,D,,SYSTEM,2025-01-01 00:00:00,SYSTEM,2025-01-01 00:00:00
502,101,2024-Q4,QUALITY_ACCEPTANCE,88.52,95,B,,SYSTEM,2025-01-01 00:00:00,SYSTEM,2025-01-01 00:00:00
503,101,2024-Q4,PRICE_VARIANCE,1.32,0,D,,SYSTEM,2025-01-01 00:00:00,SYSTEM,2025-01-01 00:00:00
504,101,2024-Q4,LEAD_TIME_ADHERENCE,79.24,95,C,,SYSTEM,2025-01-01 00:00:00,SYSTEM,2025-01-01 00:00:00
505,101,2024-Q4,OVERALL_SCORE,76.59,95,C,,SYSTEM,2025-01-01 00:00:00,SYSTEM,2025-01-01 00:00:00
506,102,2024-Q4,ON_TIME_DELIVERY,95.8,95,A,,SYSTEM,2025-01-01 00:00:00,SYSTEM,2025-01-01 00:00:00
507,102,2024-Q4,QUALITY_ACCEPTANCE,98.71,95,A,,SYSTEM,2025-01-01 00:00:00,SYSTEM,2025-01-01 00:00:00
508,102,2024-Q4,PRICE_VARIANCE,-4.4,0,D,,SYSTEM,2025-01-01 00:00:00,SYSTEM,2025-01-01 00:00:00
509,102,2024-Q4,LEAD_TIME_ADHERENCE,85.23,95,B,,SYSTEM,2025-01-01 00:00:00,SYSTEM,2025-01-01 00:00:00
510,102,2024-Q4,OVERALL_SCORE,76.79,95,C,,SYSTEM,2025-01-01 00:00:00,SYSTEM,2025-01-01 00:00:00
511,103,2024-Q4,ON_TIME_DELIVERY,94.52,95,B,,SYSTEM,2025-01-01 00:00:00,SYSTEM,2025-01-01 00:00:00
512,103,2024-Q4,QUALITY_ACCEPTANCE,84.94,95,C,,SYSTEM,2025-01-01 00:00:00,SYSTEM,2025-01-01 00:00:00
513,103,2024-Q4,PRICE_VARIANCE,-5.72,0,D,,SYSTEM,2025-01-01 00:00:00,SYSTEM,2025-01-01 00:00:00
514,103,2024-Q4,LEAD_TIME_ADHERENCE,71.05,95,D,,SYSTEM,2025-01-01 00:00:00,SYSTEM,2025-01-01 00:00:00
515,103,2024-Q4,OVERALL_SCORE,97.51,95,A,,SYSTEM,2025-01-01 00:00:00,SYSTEM,2025-01-01 00:00:00
516,104,2024-Q4,ON_TIME_DELIVERY,80.01,95,C,,SYSTEM,2025-01-01 00:00:00,SYSTEM,2025-01-01 00:00:00
517,104,2024-Q4,QUALITY_ACCEPTANCE,92.03,95,B,,SYSTEM,2025-01-01 00:00:00,SYSTEM,2025-01-01 00:00:00
518,104,2024-Q4,PRICE_VARIANCE,4.5,0,D,,SYSTEM,2025-01-01 00:00:00,SYSTEM,2025-01-01 00:00:00
519,104,2024-Q4,LEAD_TIME_ADHERENCE,83.06,95,C,,SYSTEM,2025-01-01 00:00:00,SYSTEM,2025-01-01 00:00:00
520,104,2024-Q4,OVERALL_SCORE,78.62,95,C,,SYSTEM,2025-01-01 00:00:00,SYSTEM,2025-01-01 00:00:00
521,105,2024-Q4,ON_TIME_DELIVERY,74.19,95,D,,SYSTEM,2025-01-01 00:00:00,SYSTEM,2025-01-01 00:00:00
522,105,2024-Q4,QUALITY_ACCEPTANCE,99.96,95,A,,SYSTEM,2025-01-01 00:00:00,SYSTEM,2025-01-01 00:00:00
523,105,2024-Q4,PRICE_VARIANCE,8.0,0,D,,SYSTEM,2025-01-01 00:00:00,SYSTEM,2025-01-01 00:00:00
524,105,2024-Q4,LEAD_TIME_ADHERENCE,79.92,95,C,,SYSTEM,2025-01-01 00:00:00,SYSTEM,2025-01-01 00:00:00
525,105,2024-Q4,OVERALL_SCORE,86.81,95,B,,SYSTEM,2025-01-01 00:00:00,SYSTEM,2025-01-01 00:00:00
526,106,2024-Q4,ON_TIME_DELIVERY,77.13,95,C,,SYSTEM,2025-01-01 00:00:00,SYSTEM,2025-01-01 00:00:00
527,106,2024-Q4,QUALITY_ACCEPTANCE,74.88,95,D,,SYSTEM,2025-01-01 00:00:00,SYSTEM,2025-01-01 00:00:00
528,106,2024-Q4,PRICE_VARIANCE,-0.55,0,D,,SYSTEM,2025-01-01 00:00:00,SYSTEM,2025-01-01 00:00:00
529,106,2024-Q4,LEAD_TIME_ADHERENCE,70.85,95,D,,SYSTEM,2025-01-01 00:00:00,SYSTEM,2025-01-01 00:00:00
530,106,2024-Q4,OVERALL_SCORE,97.26,95,A,,SYSTEM,2025-01-01 00:00:00,SYSTEM,2025-01-01 00:00:00
531,107,2024-Q4,ON_TIME_DELIVERY,88.97,95,B,,SYSTEM,2025-01-01 00:00:00,SYSTEM,2025-01-01 00:00:00
532,107,2024-Q4,QUALITY_ACCEPTANCE,98.2,95,A,,SYSTEM,2025-01-01 00:00:00,SYSTEM,2025-01-01 00:00:00
533,107,2024-Q4,PRICE_VARIANCE,8.54,0,D,,SYSTEM,2025-01-01 00:00:00,SYSTEM,2025-01-01 00:00:00
534,107,2024-Q4,LEAD_TIME_ADHERENCE,91.59,95,B,,SYSTEM,2025-01-01 00:00:00,SYSTEM,2025-01-01 00:00:00
535,107,2024-Q4,OVERALL_SCORE,94.16,95,B,,SYSTEM,2025-01-01 00:00:00,SYSTEM,2025-01-01 00:00:00
536,108,2024-Q4,ON_TIME_DELIVERY,87.33,95,B,,SYSTEM,2025-01-01 00:00:00,SYSTEM,2025-01-01 00:00:00
537,108,2024-Q4,QUALITY_ACCEPTANCE,88.28,95,B,,SYSTEM,2025-01-01 00:00:00,SYSTEM,2025-01-01 00:00:00
538,108,2024-Q4,PRICE_VARIANCE,3.06,0,D,,SYSTEM,2025-01-01 00:00:00,SYSTEM,2025-01-01 00:00:00
539,108,2024-Q4,LEAD_TIME_ADHERENCE,86.13,95,B,,SYSTEM,2025-01-01 00:00:00,SYSTEM,2025-01-01 00:00:00
540,108,2024-Q4,OVERALL_SCORE,70.45,95,D,,SYSTEM,2025-01-01 00:00:00,SYSTEM,2025-01-01 00:00:00
541,109,2024-Q4,ON_TIME_DELIVERY,90.61,95,B,,SYSTEM,2025-01-01 00:00:00,SYSTEM,2025-01-01 00:00:00
542,109,2024-Q4,QUALITY_ACCEPTANCE,98.1,95,A,,SYSTEM,2025-01-01 00:00:00,SYSTEM,2025-01-01 00:00:00
543,109,2024-Q4,PRICE_VARIANCE,6.32,0,D,,SYSTEM,2025-01-01 00:00:00,SYSTEM,2025-01-01 00:00:00
544,109,2024-Q4,LEAD_TIME_ADHERENCE,75.34,95,C,,SYSTEM,2025-01-01 00:00:00,SYSTEM,2025-01-01 00:00:00
545,109,2024-Q4,OVERALL_SCORE,93.43,95,B,,SYSTEM,2025-01-01 00:00:00,SYSTEM,2025-01-01 00:00:00
546,110,2024-Q4,ON_TIME_DELIVERY,96.97,95,A,,SYSTEM,2025-01-01 00:00:00,SYSTEM,2025-01-01 00:00:00
547,110,2024-Q4,QUALITY_ACCEPTANCE,97.64,95,A,,SYSTEM,2025-01-01 00:00:00,SYSTEM,2025-01-01 00:00:00
548,110,2024-Q4,PRICE_VARIANCE,-0.94,0,D,,SYSTEM,2025-01-01 00:00:00,SYSTEM,2025-01-01 00:00:00
549,110,2024-Q4,LEAD_TIME_ADHERENCE,90.93,95,B,,SYSTEM,2025-01-01 00:00:00,SYSTEM,2025-01-01 00:00:00
550,110,2024-Q4,OVERALL_SCORE,84.87,95,C,,SYSTEM,2025-01-01 00:00:00,SYSTEM,2025-01-01 00:00:00
551,111,2024-Q4,ON_TIME_DELIVERY,70.27,95,D,,SYSTEM,2025-01-01 00:00:00,SYSTEM,2025-01-01 00:00:00
552,111,2024-Q4,QUALITY_ACCEPTANCE,75.65,95,C,,SYSTEM,2025-01-01 00:00:00,SYSTEM,2025-01-01 00:00:00
553,111,2024-Q4,PRICE_VARIANCE,-6.5,0,D,,SYSTEM,2025-01-01 00:00:00,SYSTEM,2025-01-01 00:00:00
554,111,2024-Q4,LEAD_TIME_ADHERENCE,84.49,95,C,,SYSTEM,2025-01-01 00:00:00,SYSTEM,2025-01-01 00:00:00
555,111,2024-Q4,OVERALL_SCORE,94.36,95,B,,SYSTEM,2025-01-01 00:00:00,SYSTEM,2025-01-01 00:00:00
556,112,2024-Q4,ON_TIME_DELIVERY,86.36,95,B,,SYSTEM,2025-01-01 00:00:00,SYSTEM,2025-01-01 00:00:00
557,112,2024-Q4,QUALITY_ACCEPTANCE,72.44,95,D,,SYSTEM,2025-01-01 00:00:00,SYSTEM,2025-01-01 00:00:00
558,112,2024-Q4,PRICE_VARIANCE,-2.61,0,D,,SYSTEM,2025-01-01 00:00:00,SYSTEM,2025-01-01 00:00:00
559,112,2024-Q4,LEAD_TIME_ADHERENCE,91.31,95,B,,SYSTEM,2025-01-01 00:00:00,SYSTEM,2025-01-01 00:00:00
