PURCHASE_ORDER_ID,PURCHASE_ORDER_NUMBER,PURCHASE_ORDER_DATE,REVISION_NUMBER,SUPPLIER_ID,SUPPLIER_SITE_ID,BUYER_EMPLOYEE_ID,PURCHASE_ORDER_TYPE,PURCHASE_ORDER_STATUS,CURRENCY_ID,PAYMENT_TERMS,SHIPPING_TERMS,SHIP_TO_SITE_ID,SHIP_TO_LOCATION_ID,BILL_TO_ORGANIZATION_ID,TOTAL_PURCHASE_ORDER_VALUE,VENDOR_REFERENCE_NUMBER,ERP_SOURCE_SYSTEM,VALID_FROM_TIMESTAMP,VALID_TO_TIMESTAMP,IS_CURRENT_FLAG,CREATED_BY_USER,CREATED_TIMESTAMP,UPDATED_BY_USER,UPDATED_TIMESTAMP
2598,PO-BAA-00002598,2024-03-02,0,119,,57,BLANKET,APPROVED,2,NET60,FOB,3,,6,1878722.0,VR-00002598,BAAN_PLANT_1,2024-03-02 00:00:00,,True,SYSTEM,2024-03-02 00:00:00,SYSTEM,2024-03-02 00:00:00
2599,PO-NET-00002599,2024-01-26,0,64,,50,STANDARD,CLOSED,2,NET45,CIF,2,,6,3376436.94,VR-00002599,NETSUITE_SUBSIDIARY_1,2024-01-26 00:00:00,,True,SYSTEM,2024-01-26 00:00:00,SYSTEM,2024-01-26 00:00:00
2600,PO-NET-00002600,2024-04-30,0,179,,71,BLANKET,APPROVED,1,NET30,DDP,1,,4,3047294.47,VR-00002600,NETSUITE_SUBSIDIARY_2,2024-04-30 00:00:00,,True,SYSTEM,2024-04-30 00:00:00,SYSTEM,2024-04-30 00:00:00
2601,PO-BAA-00002601,2023-07-08,0,134,,34,STANDARD,CLOSED,1,NET30,EXW,2,,6,5489747.27,VR-00002601,BAAN_PLANT_2,2023-07-08 00:00:00,,True,SYSTEM,2023-07-08 00:00:00,SYSTEM,2023-07-08 00:00:00
2602,PO-DYN-00002602,2023-03-06,0,107,,37,STANDARD,OPEN,1,NET60,CIF,1,,6,1798558.11,VR-00002602,DYNAMICS_NAV_2,2023-03-06 00:00:00,,True,SYSTEM,2023-03-06 00:00:00,SYSTEM,2023-03-06 00:00:00
2603,PO-BIO-00002603,2023-08-03,0,193,,18,STANDARD,OPEN,3,NET45,CIF,2,,3,7344707.33,VR-00002603,BIOFLOW_LAB_US,2023-08-03 00:00:00,,True,SYSTEM,2023-08-03 00:00:00,SYSTEM,2023-08-03 00:00:00
2604,PO-INF-00002604,2024-01-20,0,62,,35,STANDARD,APPROVED,2,NET45,FOB,1,,1,4010957.56,VR-00002604,INFOR_DIV_3,2024-01-20 00:00:00,,True,SYSTEM,2024-01-20 00:00:00,SYSTEM,2024-01-20 00:00:00
2605,PO-QAD-00002605,2023-08-16,0,179,,27,BLANKET,OPEN,3,NET45,DDP,8,,6,6216073.32,VR-00002605,QAD_FACILITY_1,2023-08-16 00:00:00,,True,SYSTEM,2023-08-16 00:00:00,SYSTEM,2023-08-16 00:00:00
2606,PO-INF-00002606,2023-07-03,0,26,,45,STANDARD,CANCELLED,2,NET45,DDP,2,,7,11853832.23,VR-00002606,INFOR_DIV_2,2023-07-03 00:00:00,,True,SYSTEM,2023-07-03 00:00:00,SYSTEM,2023-07-03 00:00:00
2607,PO-BAA-00002607,2024-01-29,0,46,,3,BLANKET,APPROVED,2,NET30,DDP,1,,3,7252701.48,VR-00002607,BAAN_PLANT_3,2024-01-29 00:00:00,,True,SYSTEM,2024-01-29 00:00:00,SYSTEM,2024-01-29 00:00:00
2608,PO-NET-00002608,2024-04-01,0,90,,1,STANDARD,CANCELLED,2,NET30,DDP,4,,1,8915062.92,VR-00002608,NETSUITE_SUBSIDIARY_2,2024-04-01 00:00:00,,True,SYSTEM,2024-04-01 00:00:00,SYSTEM,2024-04-01 00:00:00
2609,PO-DYN-00002609,2024-09-15,0,138,,70,CONTRACT,APPROVED,2,NET60,EXW,4,,1,7750981.67,VR-00002609,DYNAMICS_AX_1,2024-09-15 00:00:00,,True,SYSTEM,2024-09-15 00:00:00,SYSTEM,2024-09-15 00:00:00
2610,PO-SAP-00002610,2023-04-03,0,195,,41,BLANKET,OPEN,2,NET45,EXW,2,,5,9754636.0,VR-00002610,SAP_US_WEST,2023-04-03 00:00:00,,True,SYSTEM,2023-04-03 00:00:00,SYSTEM,2023-04-03 00:00:00
2611,PO-QAD-00002611,2023-11-11,0,149,,50,CONTRACT,APPROVED,2,NET60,EXW,4,,5,9108994.79,VR-00002611,QAD_FACILITY_2,2023-11-11 00:00:00,,True,SYSTEM,2023-11-11 00:00:00,SYSTEM,2023-11-11 00:00:00
2612,PO-SAP-00002612,2023-07-07,0,159,,94,CONTRACT,CANCELLED,1,NET60,DDP,1,,1,294092.4,VR-00002612,SAP_US_CENTRAL,2023-07-07 00:00:00,,True,SYSTEM,2023-07-07 00:00:00,SYSTEM,2023-07-07 00:00:00
2613,PO-EPI-00002613,2023-10-15,0,62,,45,BLANKET,CANCELLED,2,NET30,EXW,5,,3,5206316.02,VR-00002613,EPICOR_SITE_B,2023-10-15 00:00:00,,True,SYSTEM,2023-10-15 00:00:00,SYSTEM,2023-10-15 00:00:00
2614,PO-JDE-00002614,2024-09-09,0,22,,87,STANDARD,CLOSED,3,NET60,DDP,6,,6,5133694.67,VR-00002614,JDE_LEGACY_3,2024-09-09 00:00:00,,True,SYSTEM,2024-09-09 00:00:00,SYSTEM,2024-09-09 00:00:00
2615,PO-LEG-00002615,2023-10-05,0,106,,99,CONTRACT,OPEN,1,NET45,EXW,2,,4,1877743.67,VR-00002615,LEGACY_MAINFRAME,2023-10-05 00:00:00,,True,SYSTEM,2023-10-05 00:00:00,SYSTEM,2023-10-05 00:00:00
2616,PO-SAP-00002616,2024-01-21,0,66,,81,CONTRACT,OPEN,1,NET60,DDP,8,,6,1653261.72,VR-00002616,SAP_INDIA,2024-01-21 00:00:00,,True,SYSTEM,2024-01-21 00:00:00,SYSTEM,2024-01-21 00:00:00
2617,PO-JDE-00002617,2024-02-24,0,16,,94,CONTRACT,CANCELLED,5,NET60,EXW,5,,6,1934403.81,VR-00002617,JDE_LEGACY_3,2024-02-24 00:00:00,,True,SYSTEM,2024-02-24 00:00:00,SYSTEM,2024-02-24 00:00:00
2618,PO-ORA-00002618,2024-06-28,0,25,,65,CONTRACT,CANCELLED,2,NET60,DDP,1,,1,403164.51,VR-00002618,ORACLE_AMER_HQ,2024-06-28 00:00:00,,True,SYSTEM,2024-06-28 00:00:00,SYSTEM,2024-06-28 00:00:00
2619,PO-SAP-00002619,2023-11-02,0,193,,12,STANDARD,APPROVED,2,NET30,CIF,1,,2,2400835.2,VR-00002619,SAP_US_WEST,2023-11-02 00:00:00,,True,SYSTEM,2023-11-02 00:00:00,SYSTEM,2023-11-02 00:00:00
2620,PO-JDE-00002620,2024-03-12,0,57,,69,CONTRACT,APPROVED,5,NET45,CIF,1,,6,3639823.83,VR-00002620,JDE_LEGACY_3,2024-03-12 00:00:00,,True,SYSTEM,2024-03-12 00:00:00,SYSTEM,2024-03-12 00:00:00
2621,PO-INF-00002621,2023-02-04,0,146,,90,STANDARD,OPEN,1,NET60,EXW,7,,4,4639974.07,VR-00002621,INFOR_DIV_2,2023-02-04 00:00:00,,True,SYSTEM,2023-02-04 00:00:00,SYSTEM,2023-02-04 00:00:00
2622,PO-LEG-00002622,2023-07-22,0,19,,73,BLANKET,CANCELLED,1,NET45,EXW,7,,3,3678419.96,VR-00002622,LEGACY_MAINFRAME,2023-07-22 00:00:00,,True,SYSTEM,2023-07-22 00:00:00,SYSTEM,2023-07-22 00:00:00
2623,PO-EPI-00002623,2023-08-15,0,104,,55,BLANKET,APPROVED,2,NET45,FOB,3,,1,9914602.34,VR-00002623,EPICOR_SITE_A,2023-08-15 00:00:00,,True,SYSTEM,2023-08-15 00:00:00,SYSTEM,2023-08-15 00:00:00
2624,PO-CUS-00002624,2024-10-04,0,115,,84,STANDARD,CANCELLED,5,NET30,FOB,6,,1,2340619.05,VR-00002624,CUSTOM_MES_2,2024-10-04 00:00:00,,True,SYSTEM,2024-10-04 00:00:00,SYSTEM,2024-10-04 00:00:00
2625,PO-INF-00002625,2023-02-28,0,1,,63,CONTRACT,CANCELLED,3,NET60,DDP,1,,2,6577311.01,VR-00002625,INFOR_DIV_2,2023-02-28 00:00:00,,True,SYSTEM,2023-02-28 00:00:00,SYSTEM,2023-02-28 00:00:00
2626,PO-SAP-00002626,2024-01-05,0,162,,46,CONTRACT,APPROVED,5,NET60,EXW,2,,1,7549340.08,VR-00002626,SAP_AUSTRALIA,2024-01-05 00:00:00,,True,SYSTEM,2024-01-05 00:00:00,SYSTEM,2024-01-05 00:00:00
2627,PO-BAA-00002627,2023-03-18,0,187,,69,BLANKET,OPEN,2,NET60,CIF,5,,7,7001060.81,VR-00002627,BAAN_PLANT_2,2023-03-18 00:00:00,,True,SYSTEM,2023-03-18 00:00:00,SYSTEM,2023-03-18 00:00:00
2628,PO-BIO-00002628,2023-01-21,0,48,,78,CONTRACT,APPROVED,5,NET30,CIF,8,,1,9937625.36,VR-00002628,BIOFLOW_LAB_ASIA,2023-01-21 00:00:00,,True,SYSTEM,2023-01-21 00:00:00,SYSTEM,2023-01-21 00:00:00
2629,PO-BIO-00002629,2023-03-28,0,70,,20,STANDARD,OPEN,3,NET60,EXW,2,,6,4123679.87,VR-00002629,BIOFLOW_MANUFACTURING,2023-03-28 00:00:00,,True,SYSTEM,2023-03-28 00:00:00,SYSTEM,2023-03-28 00:00:00
2630,PO-INF-00002630,2023-03-01,0,8,,36,STANDARD,CANCELLED,3,NET30,DDP,6,,2,704792.54,VR-00002630,INFOR_DIV_1,2023-03-01 00:00:00,,True,SYSTEM,2023-03-01 00:00:00,SYSTEM,2023-03-01 00:00:00
2631,PO-INF-00002631,2023-02-02,0,53,,62,BLANKET,APPROVED,1,NET60,EXW,2,,7,9979241.29,VR-00002631,INFOR_DIV_1,2023-02-02 00:00:00,,True,SYSTEM,2023-02-02 00:00:00,SYSTEM,2023-02-02 00:00:00
2632,PO-SAP-00002632,2023-04-07,0,165,,43,STANDARD,OPEN,2,NET45,CIF,4,,5,611207.02,VR-00002632,SAP_US_CENTRAL,2023-04-07 00:00:00,,True,SYSTEM,2023-04-07 00:00:00,SYSTEM,2023-04-07 00:00:00
2633,PO-QAD-00002633,2023-03-12,0,62,,32,CONTRACT,OPEN,5,NET30,CIF,5,,3,11839158.35,VR-00002633,QAD_FACILITY_1,2023-03-12 00:00:00,,True,SYSTEM,2023-03-12 00:00:00,SYSTEM,2023-03-12 00:00:00
2634,PO-BIO-00002634,2023-03-14,0,167,,66,CONTRACT,CLOSED,1,NET45,DDP,5,,3,8158517.16,VR-00002634,BIOFLOW_MANUFACTURING,2023-03-14 00:00:00,,True,SYSTEM,2023-03-14 00:00:00,SYSTEM,2023-03-14 00:00:00
2635,PO-ORA-00002635,2023-09-22,0,95,,90,STANDARD,CLOSED,2,NET30,EXW,7,,2,625841.69,VR-00002635,ORACLE_EMEA_HQ,2023-09-22 00:00:00,,True,SYSTEM,2023-09-22 00:00:00,SYSTEM,2023-09-22 00:00:00
2636,PO-INF-00002636,2024-04-07,0,125,,28,BLANKET,CLOSED,2,NET60,EXW,1,,3,6334986.37,VR-00002636,INFOR_DIV_1,2024-04-07 00:00:00,,True,SYSTEM,2024-04-07 00:00:00,SYSTEM,2024-04-07 00:00:00
2637,PO-CUS-00002637,2023-04-21,0,91,,82,BLANKET,OPEN,2,NET30,FOB,1,,2,6376894.57,VR-00002637,CUSTOM_MES_2,2023-04-21 00:00:00,,True,SYSTEM,2023-04-21 00:00:00,SYSTEM,2023-04-21 00:00:00
2638,PO-SAP-00002638,2024-09-05,0,199,,15,CONTRACT,CLOSED,5,NET30,DDP,5,,3,8156319.39,VR-00002638,SAP_GERMANY,2024-09-05 00:00:00,,True,SYSTEM,2024-09-05 00:00:00,SYSTEM,2024-09-05 00:00:00
2639,PO-DYN-00002639,2023-01-18,0,36,,23,CONTRACT,OPEN,5,NET30,CIF,2,,4,12984804.22,VR-00002639,DYNAMICS_NAV_2,2023-01-18 00:00:00,,True,SYSTEM,2023-01-18 00:00:00,SYSTEM,2023-01-18 00:00:00
2640,PO-SAP-00002640,2024-09-30,0,112,,28,CONTRACT,APPROVED,2,NET45,CIF,5,,6,7390566.1,VR-00002640,SAP_KOREA,2024-09-30 00:00:00,,True,SYSTEM,2024-09-30 00:00:00,SYSTEM,2024-09-30 00:00:00
2641,PO-BIO-00002641,2024-06-13,0,123,,70,BLANKET,APPROVED,2,NET45,DDP,8,,2,7166635.07,VR-00002641,BIOFLOW_LAB_EU,2024-06-13 00:00:00,,True,SYSTEM,2024-06-13 00:00:00,SYSTEM,2024-06-13 00:00:00
2642,PO-ORA-00002642,2024-02-03,0,77,,53,STANDARD,CLOSED,1,NET30,CIF,3,,2,9955016.7,VR-00002642,ORACLE_APAC_HQ,2024-02-03 00:00:00,,True,SYSTEM,2024-02-03 00:00:00,SYSTEM,2024-02-03 00:00:00
2643,PO-NET-00002643,2024-09-18,0,33,,28,STANDARD,CANCELLED,2,NET30,EXW,4,,1,9550019.34,VR-00002643,NETSUITE_SUBSIDIARY_1,2024-09-18 00:00:00,,True,SYSTEM,2024-09-18 00:00:00,SYSTEM,2024-09-18 00:00:00
2644,PO-EPI-00002644,2023-07-09,0,195,,41,CONTRACT,APPROVED,5,NET45,DDP,8,,7,6522295.02,VR-00002644,EPICOR_SITE_B,2023-07-09 00:00:00,,True,SYSTEM,2023-07-09 00:00:00,SYSTEM,2023-07-09 00:00:00
2645,PO-SAP-00002645,2023-09-20,0,191,,65,STANDARD,APPROVED,2,NET60,EXW,8,,7,8199592.62,VR-00002645,SAP_FRANCE,2023-09-20 00:00:00,,True,SYSTEM,2023-09-20 00:00:00,SYSTEM,2023-09-20 00:00:00
2646,PO-INF-00002646,2023-06-06,0,81,,3,CONTRACT,APPROVED,3,NET45,CIF,8,,7,1668981.78,VR-00002646,INFOR_DIV_1,2023-06-06 00:00:00,,True,SYSTEM,2023-06-06 00:00:00,SYSTEM,2023-06-06 00:00:00
2647,PO-ORA-00002647,2023-04-04,0,192,,62,BLANKET,CANCELLED,5,NET30,EXW,5,,7,3755820.09,VR-00002647,ORACLE_EMEA_HQ,2023-04-04 00:00:00,,True,SYSTEM,2023-04-04 00:00:00,SYSTEM,2023-04-04 00:00:00
2648,PO-SAP-00002648,2024-01-14,0,24,,50,BLANKET,OPEN,1,NET30,EXW,6,,6,664390.65,VR-00002648,SAP_AUSTRALIA,2024-01-14 00:00:00,,True,SYSTEM,2024-01-14 00:00:00,SYSTEM,2024-01-14 00:00:00
2649,PO-SAP-00002649,2023-04-14,0,144,,24,CONTRACT,CLOSED,2,NET45,CIF,2,,1,12725261.08,VR-00002649,SAP_CANADA,2023-04-14 00:00:00,,True,SYSTEM,2023-04-14 00:00:00,SYSTEM,2023-04-14 00:00:00
2650,PO-SAP-00002650,2023-09-02,0,176,,3,BLANKET,CANCELLED,3,NET30,EXW,8,,4,1001880.26,VR-00002650,SAP_US_CENTRAL,2023-09-02 00:00:00,,True,SYSTEM,2023-09-02 00:00:00,SYSTEM,2023-09-02 00:00:00
2651,PO-SAP-00002651,2024-03-26,0,151,,75,BLANKET,APPROVED,2,NET60,CIF,5,,1,460136.32,VR-00002651,SAP_INDIA,2024-03-26 00:00:00,,True,SYSTEM,2024-03-26 00:00:00,SYSTEM,2024-03-26 00:00:00
2652,PO-SAP-00002652,2024-07-06,0,169,,15,CONTRACT,CLOSED,3,NET30,CIF,3,,7,3179976.69,VR-00002652,SAP_FRANCE,2024-07-06 00:00:00,,True,SYSTEM,2024-07-06 00:00:00,SYSTEM,2024-07-06 00:00:00
2653,PO-SAP-00002653,2024-06-12,0,183,,95,CONTRACT,OPEN,3,NET30,FOB,8,,5,4250014.96,VR-00002653,SAP_US_EAST,2024-06-12 00:00:00,,True,SYSTEM,2024-06-12 00:00:00,SYSTEM,2024-06-12 00:00:00
2654,PO-DYN-00002654,2024-06-19,0,114,,54,CONTRACT,OPEN,2,NET60,DDP,8,,5,436347.04,VR-00002654,DYNAMICS_NAV_1,2024-06-19 00:00:00,,True,SYSTEM,2024-06-19 00:00:00,SYSTEM,2024-06-19 00:00:00
2655,PO-DYN-00002655,2024-08-02,0,83,,57,BLANKET,CLOSED,2,NET45,CIF,2,,5,7929629.92,VR-00002655,DYNAMICS_AX_1,2024-08-02 00:00:00,,True,SYSTEM,2024-08-02 00:00:00,SYSTEM,2024-08-02 00:00:00
2656,PO-QAD-00002656,2023-04-17,0,26,,6,BLANKET,APPROVED,3,NET45,DDP,8,,6,7349377.93,VR-00002656,QAD_FACILITY_2,2023-04-17 00:00:00,,True,SYSTEM,2023-04-17 00:00:00,SYSTEM,2023-04-17 00:00:00
2657,PO-CUS-00002657,2023-06-02,0,63,,16,STANDARD,CLOSED,2,NET45,DDP,1,,2,7494675.29,VR-00002657,CUSTOM_MES_2,2023-06-02 00:00:00,,True,SYSTEM,2023-06-02 00:00:00,SYSTEM,2023-06-02 00:00:00
2658,PO-QAD-00002658,2023-05-22,0,9,,98,BLANKET,CLOSED,2,NET45,CIF,7,,6,414488.04,VR-00002658,QAD_FACILITY_1,2023-05-22 00:00:00,,True,SYSTEM,2023-05-22 00:00:00,SYSTEM,2023-05-22 00:00:00
2659,PO-EPI-00002659,2023-06-22,0,7,,24,CONTRACT,OPEN,3,NET60,EXW,6,,3,481394.4,VR-00002659,EPICOR_SITE_A,2023-06-22 00:00:00,,True,SYSTEM,2023-06-22 00:00:00,SYSTEM,2023-06-22 00:00:00
2660,PO-CUS-00002660,2023-03-01,0,39,,33,STANDARD,CANCELLED,1,NET45,EXW,5,,7,3285629.6,VR-00002660,CUSTOM_MES_2,2023-03-01 00:00:00,,True,SYSTEM,2023-03-01 00:00:00,SYSTEM,2023-03-01 00:00:00
2661,PO-EPI-00002661,2024-01-19,0,14,,87,STANDARD,CANCELLED,1,NET45,FOB,7,,6,7862336.16,VR-00002661,EPICOR_SITE_C,2024-01-19 00:00:00,,True,SYSTEM,2024-01-19 00:00:00,SYSTEM,2024-01-19 00:00:00
2662,PO-DYN-00002662,2024-03-16,0,136,,18,CONTRACT,OPEN,1,NET30,FOB,7,,7,5356090.38,VR-00002662,DYNAMICS_NAV_1,2024-03-16 00:00:00,,True,SYSTEM,2024-03-16 00:00:00,SYSTEM,2024-03-16 00:00:00
2663,PO-SAG-00002663,2023-09-12,0,105,,33,STANDARD,CANCELLED,2,NET45,CIF,1,,2,6134750.84,VR-00002663,SAGE_OFFICE_1,2023-09-12 00:00:00,,True,SYSTEM,2023-09-12 00:00:00,SYSTEM,2023-09-12 00:00:00
2664,PO-CUS-00002664,2024-03-17,0,86,,89,CONTRACT,OPEN,2,NET30,FOB,8,,5,4369405.04,VR-00002664,CUSTOM_WMS_1,2024-03-17 00:00:00,,True,SYSTEM,2024-03-17 00:00:00,SYSTEM,2024-03-17 00:00:00
2665,PO-SAP-00002665,2024-10-15,0,87,,28,BLANKET,APPROVED,3,NET60,EXW,8,,4,1022596.23,VR-00002665,SAP_SPAIN,2024-10-15 00:00:00,,True,SYSTEM,2024-10-15 00:00:00,SYSTEM,2024-10-15 00:00:00
2666,PO-BAA-00002666,2024-07-19,0,159,,9,BLANKET,APPROVED,1,NET45,CIF,3,,5,3889497.48,VR-00002666,BAAN_PLANT_1,2024-07-19 00:00:00,,True,SYSTEM,2024-07-19 00:00:00,SYSTEM,2024-07-19 00:00:00
2667,PO-SAG-00002667,2024-06-06,0,176,,89,STANDARD,CANCELLED,3,NET30,FOB,4,,1,2096699.54,VR-00002667,SAGE_OFFICE_3,2024-06-06 00:00:00,,True,SYSTEM,2024-06-06 00:00:00,SYSTEM,2024-06-06 00:00:00
2668,PO-QAD-00002668,2024-03-15,0,54,,61,BLANKET,CANCELLED,2,NET30,CIF,1,,1,8436296.03,VR-00002668,QAD_FACILITY_1,2024-03-15 00:00:00,,True,SYSTEM,2024-03-15 00:00:00,SYSTEM,2024-03-15 00:00:00
2669,PO-CUS-00002669,2024-10-03,0,16,,32,BLANKET,OPEN,1,NET60,FOB,5,,6,4225190.77,VR-00002669,CUSTOM_MES_2,2024-10-03 00:00:00,,True,SYSTEM,2024-10-03 00:00:00,SYSTEM,2024-10-03 00:00:00
2670,PO-ORA-00002670,2024-04-14,0,30,,69,BLANKET,CLOSED,5,NET30,FOB,2,,1,15784868.77,VR-00002670,ORACLE_APAC_HQ,2024-04-14 00:00:00,,True,SYSTEM,2024-04-14 00:00:00,SYSTEM,2024-04-14 00:00:00
2671,PO-SAP-00002671,2024-06-29,0,143,,63,BLANKET,CANCELLED,5,NET45,DDP,3,,4,13280202.27,VR-00002671,SAP_SPAIN,2024-06-29 00:00:00,,True,SYSTEM,2024-06-29 00:00:00,SYSTEM,2024-06-29 00:00:00
2672,PO-LEG-00002672,2024-11-28,0,32,,34,STANDARD,CANCELLED,2,NET30,EXW,3,,7,10171120.96,VR-00002672,LEGACY_MAINFRAME,2024-11-28 00:00:00,,True,SYSTEM,2024-11-28 00:00:00,SYSTEM,2024-11-28 00:00:00
2673,PO-SAP-00002673,2023-04-12,0,187,,11,CONTRACT,OPEN,3,NET45,DDP,1,,6,2056642.05,VR-00002673,SAP_SPAIN,2023-04-12 00:00:00,,True,SYSTEM,2023-04-12 00:00:00,SYSTEM,2023-04-12 00:00:00
2674,PO-CUS-00002674,2024-03-21,0,69,,11,STANDARD,APPROVED,5,NET60,DDP,7,,5,7504463.29,VR-00002674,CUSTOM_MES_1,2024-03-21 00:00:00,,True,SYSTEM,2024-03-21 00:00:00,SYSTEM,2024-03-21 00:00:00
2675,PO-JDE-00002675,2024-09-30,0,133,,6,BLANKET,OPEN,5,NET45,DDP,3,,1,8732441.83,VR-00002675,JDE_LEGACY_2,2024-09-30 00:00:00,,True,SYSTEM,2024-09-30 00:00:00,SYSTEM,2024-09-30 00:00:00
2676,PO-INF-00002676,2024-01-29,0,198,,82,BLANKET,OPEN,3,NET60,EXW,6,,7,9009941.66,VR-00002676,INFOR_DIV_2,2024-01-29 00:00:00,,True,SYSTEM,2024-01-29 00:00:00,SYSTEM,2024-01-29 00:00:00
2677,PO-DYN-00002677,2023-05-13,0,121,,3,STANDARD,CLOSED,2,NET45,DDP,7,,7,10860284.8,VR-00002677,DYNAMICS_NAV_2,2023-05-13 00:00:00,,True,SYSTEM,2023-05-13 00:00:00,SYSTEM,2023-05-13 00:00:00
2678,PO-BIO-00002678,2024-01-01,0,66,,19,BLANKET,CANCELLED,2,NET30,DDP,7,,5,6156130.08,VR-00002678,BIOFLOW_LAB_US,2024-01-01 00:00:00,,True,SYSTEM,2024-01-01 00:00:00,SYSTEM,2024-01-01 00:00:00
2679,PO-LEG-00002679,2023-01-07,0,25,,23,BLANKET,OPEN,2,NET60,DDP,5,,4,7433535.62,VR-00002679,LEGACY_AS400_1,2023-01-07 00:00:00,,True,SYSTEM,2023-01-07 00:00:00,SYSTEM,2023-01-07 00:00:00
2680,PO-EPI-00002680,2024-03-17,0,57,,19,CONTRACT,CANCELLED,3,NET30,EXW,7,,2,9002354.14,VR-00002680,EPICOR_SITE_A,2024-03-17 00:00:00,,True,SYSTEM,2024-03-17 00:00:00,SYSTEM,2024-03-17 00:00:00
2681,PO-LEG-00002681,2024-03-25,0,182,,32,BLANKET,OPEN,2,NET30,FOB,1,,2,5288853.97,VR-00002681,LEGACY_AS400_2,2024-03-25 00:00:00,,True,SYSTEM,2024-03-25 00:00:00,SYSTEM,2024-03-25 00:00:00
2682,PO-BIO-00002682,2023-04-11,0,89,,1,STANDARD,OPEN,3,NET45,DDP,1,,7,2326003.04,VR-00002682,BIOFLOW_LAB_US,2023-04-11 00:00:00,,True,SYSTEM,2023-04-11 00:00:00,SYSTEM,2023-04-11 00:00:00
2683,PO-NET-00002683,2024-09-27,0,64,,29,BLANKET,CLOSED,2,NET60,CIF,2,,1,2979811.36,VR-00002683,NETSUITE_SUBSIDIARY_2,2024-09-27 00:00:00,,True,SYSTEM,2024-09-27 00:00:00,SYSTEM,2024-09-27 00:00:00
2684,PO-JDE-00002684,2024-08-27,0,189,,8,BLANKET,APPROVED,3,NET30,DDP,2,,1,3347716.5,VR-00002684,JDE_LEGACY_3,2024-08-27 00:00:00,,True,SYSTEM,2024-08-27 00:00:00,SYSTEM,2024-08-27 00:00:00
2685,PO-QAD-00002685,2024-01-25,0,158,,46,STANDARD,APPROVED,3,NET45,EXW,6,,6,16019787.97,VR-00002685,QAD_FACILITY_2,2024-01-25 00:00:00,,True,SYSTEM,2024-01-25 00:00:00,SYSTEM,2024-01-25 00:00:00
2686,PO-ORA-00002686,2023-05-30,0,122,,58,BLANKET,APPROVED,2,NET60,FOB,4,,3,2927501.22,VR-00002686,ORACLE_DISTRIBUTION,2023-05-30 00:00:00,,True,SYSTEM,2023-05-30 00:00:00,SYSTEM,2023-05-30 00:00:00
2687,PO-JDE-00002687,2024-05-22,0,163,,40,STANDARD,APPROVED,3,NET60,CIF,1,,3,8048893.67,VR-00002687,JDE_LEGACY_1,2024-05-22 00:00:00,,True,SYSTEM,2024-05-22 00:00:00,SYSTEM,2024-05-22 00:00:00
2688,PO-SAP-00002688,2023-09-20,0,170,,22,CONTRACT,OPEN,5,NET60,CIF,7,,1,5524486.01,VR-00002688,SAP_INDIA,2023-09-20 00:00:00,,True,SYSTEM,2023-09-20 00:00:00,SYSTEM,2023-09-20 00:00:00
2689,PO-SAG-00002689,2024-05-27,0,146,,65,STANDARD,CLOSED,5,NET30,CIF,3,,3,7487926.94,VR-00002689,SAGE_OFFICE_2,2024-05-27 00:00:00,,True,SYSTEM,2024-05-27 00:00:00,SYSTEM,2024-05-27 00:00:00
2690,PO-LEG-00002690,2023-08-19,0,81,,39,BLANKET,CLOSED,5,NET45,EXW,2,,2,3814057.45,VR-00002690,LEGACY_AS400_1,2023-08-19 00:00:00,,True,SYSTEM,2023-08-19 00:00:00,SYSTEM,2023-08-19 00:00:00
2691,PO-BIO-00002691,2023-09-01,0,66,,29,STANDARD,CLOSED,3,NET60,EXW,5,,6,8968362.02,VR-00002691,BIOFLOW_LAB_ASIA,2023-09-01 00:00:00,,True,SYSTEM,2023-09-01 00:00:00,SYSTEM,2023-09-01 00:00:00
2692,PO-NET-00002692,2024-07-13,0,172,,73,STANDARD,OPEN,3,NET60,CIF,3,,4,2610240.03,VR-00002692,NETSUITE_SUBSIDIARY_2,2024-07-13 00:00:00,,True,SYSTEM,2024-07-13 00:00:00,SYSTEM,2024-07-13 00:00:00
2693,PO-SAP-00002693,2023-06-27,0,184,,62,STANDARD,CANCELLED,2,NET45,DDP,8,,1,15444697.62,VR-00002693,SAP_US_EAST,2023-06-27 00:00:00,,True,SYSTEM,2023-06-27 00:00:00,SYSTEM,2023-06-27 00:00:00
2694,PO-SAP-00002694,2023-07-31,0,27,,59,BLANKET,APPROVED,5,NET60,CIF,8,,3,11699888.14,VR-00002694,SAP_AUSTRALIA,2023-07-31 00:00:00,,True,SYSTEM,2023-07-31 00:00:00,SYSTEM,2023-07-31 00:00:00
2695,PO-BIO-00002695,2024-03-31,0,136,,85,CONTRACT,APPROVED,2,NET30,EXW,3,,4,11645754.01,VR-00002695,BIOFLOW_LAB_EU,2024-03-31 00:00:00,,True,SYSTEM,2024-03-31 00:00:00,SYSTEM,2024-03-31 00:00:00
2696,PO-NET-00002696,2023-05-10,0,108,,71,BLANKET,CANCELLED,5,NET60,FOB,2,,5,2086536.07,VR-00002696,NETSUITE_SUBSIDIARY_2,2023-05-10 00:00:00,,True,SYSTEM,2023-05-10 00:00:00,SYSTEM,2023-05-10 00:00:00
