SCORECARD_ID,SUPPLIER_ID,EVALUATION_DATE,QUALITY_SCORE,DELIVERY_SCORE,PRICE_SCORE,RESPONSIVENESS_SCORE,OVERALL_SCORE,LEAD_TIME_VARIANCE_DAYS,INVOICE_ACCURACY_PCT
726,126,2024-10-27,73.31,72.84,78.51,61.76,72.74,2.13,99.42
727,127,2024-10-27,88.78,81.51,59.32,89.47,79.34,0.46,92.58
728,128,2024-10-27,77.06,67.76,42.01,67.5,64.07,3.78,89.22
729,129,2024-10-27,72.84,50.51,70.42,72.94,65.55,1.45,99.16
730,130,2024-10-27,58.69,73.52,40.17,61.89,58.99,1.45,99.27
731,131,2024-10-27,83.33,83.42,64.49,79.18,78.02,2.67,96.68
732,132,2024-10-27,100,100,90.99,100,97.75,0.32,96.81
733,133,2024-10-27,90.45,73.13,61.48,72.54,75.33,5.58,98.28
734,134,2024-10-27,79.93,52.23,56.7,63.94,63.41,1.33,97.03
735,135,2024-10-27,78.24,68.19,48.53,81.31,68.26,0.85,93.59
736,136,2024-10-27,76.57,62.87,59.19,65.01,66.38,0.4,96.77
737,137,2024-10-27,81.83,86.07,76.92,84.35,82.25,1.89,100
738,138,2024-10-27,73.53,76.5,69.76,70.11,72.97,0.34,94.38
739,139,2024-10-27,77.3,65.4,60.68,74.93,69.22,5.98,95.67
740,140,2024-10-27,85.64,77.85,69.74,96.35,80.93,1.44,100
741,141,2024-10-27,83.75,75.49,100,58.56,81.56,1.2,95.4
742,142,2024-10-27,71.47,67.25,56.45,81.05,67.89,0.71,92.15
743,143,2024-10-27,99.47,87.94,100,96.95,95.77,1.18,93.29
744,144,2024-10-27,83.15,92.79,61.57,70.57,78.76,3.12,95.8
745,145,2024-10-27,65.17,60.35,60.21,78.29,64.45,1.03,98.19
746,146,2024-10-27,86.03,66.71,91.31,87.83,81.82,4.4,94.93
747,147,2024-10-27,59.87,67.42,57.27,57.9,61.19,6.2,98.84
748,148,2024-10-27,97.93,80.47,85.07,67.7,84.94,0.55,96.44
749,149,2024-10-27,57.43,80.31,63.57,59.23,66.1,3.06,95.96
750,150,2024-10-27,100,81.0,78.83,83.9,86.59,1.11,100
751,151,2024-10-27,85.56,57.67,65.2,81.02,71.42,7.97,92.57
752,152,2024-10-27,100,91.33,100,88.59,95.69,0.73,97.51
753,153,2024-10-27,74.9,70.62,39.24,52.12,61.28,2.0,95.17
754,154,2024-10-27,100,98.94,75.03,100,93.44,1.51,95.11
755,155,2024-10-27,81.8,67.19,78.22,72.34,75.1,3.93,96.72
756,156,2024-10-27,100,74.35,66.49,76.43,80.39,6.09,98.53
757,157,2024-10-27,100,100,78.14,100,94.54,4.81,96.65
758,158,2024-10-27,100,99.87,100,100,99.96,0.16,98.6
759,159,2024-10-27,82.28,78.67,84.34,79.79,81.34,4.56,95.46
760,160,2024-10-27,76.51,53.73,35.2,72.51,58.75,1.13,100
761,161,2024-10-27,90.16,65.13,60.69,91.5,75.48,7.67,93.19
762,162,2024-10-27,73.1,90.54,73.74,99.4,82.44,4.97,97.88
763,163,2024-10-27,86.51,96.18,79.97,97.0,89.35,0.44,93.24
764,164,2024-10-27,45.85,46.28,41.2,37.09,43.5,0.93,99.3
765,165,2024-10-27,93.61,98.31,64.56,90.96,87.36,2.81,94.17
766,166,2024-10-27,65.72,68.04,77.97,67.71,69.78,3.9,90.5
767,167,2024-10-27,81.91,46.82,45.92,72.96,61.04,0.07,100
768,168,2024-10-27,100,100,100,100,100.0,1.27,99.56
769,169,2024-10-27,83.2,72.34,56.71,70.88,71.47,1.25,97.53
770,170,2024-10-27,67.2,46.9,35.95,70.12,53.74,1.24,96.95
771,171,2024-10-27,92.58,72.16,74.25,63.17,77.46,4.36,100
772,172,2024-10-27,100,100,100,100,100.0,1.34,93.1
773,173,2024-10-27,79.93,93.6,55.61,53.89,74.05,0.55,97.33
774,174,2024-10-27,65.65,55.91,30,49.49,51.39,7.56,95.81
775,175,2024-10-27,69.24,57.06,63.8,78.17,65.56,2.72,96.37
776,176,2024-10-27,80.73,71.33,73.21,89.63,77.37,1.84,93.97
777,177,2024-10-27,82.98,78.6,82.93,85.55,82.04,1.41,93.05
778,178,2024-10-27,59.31,35.57,30.88,44.1,42.8,0.93,98.91
779,179,2024-10-27,55.51,65.96,76.9,69.06,66.02,1.36,96.68
780,180,2024-10-27,85.54,85.24,66.59,85.43,80.7,5.39,93.83
781,181,2024-10-27,100,100,79.79,100,94.95,3.13,90.18
782,182,2024-10-27,73.85,78.92,82.85,68.35,76.8,1.33,92.02
783,183,2024-10-27,100,100,96.12,96.94,98.57,4.21,95.14
784,184,2024-10-27,77.04,63.02,52.1,90.95,68.68,2.17,98.29
785,185,2024-10-27,93.62,85.96,97.78,97.73,92.98,0.41,94.26
786,186,2024-10-27,86.87,84.29,44.15,51.34,70.09,2.52,97.14
787,187,2024-10-27,100,100,90.8,100,97.7,2.44,94.85
788,188,2024-10-27,100,98.75,87.09,86.23,94.33,0.19,91.47
789,189,2024-10-27,63.58,58.87,51.83,65.44,59.51,2.39,96.68
790,190,2024-10-27,86.68,77.52,67.38,95.34,80.41,0.71,91.49
791,191,2024-10-27,73.96,55.95,90.73,65.73,71.52,1.45,97.88
792,192,2024-10-27,52.95,57.93,56.03,61.27,56.46,1.6,98.93
793,193,2024-10-27,92.55,100,100,100,97.76,0.02,92.1
794,194,2024-10-27,69.81,69.67,73.15,56.72,68.64,2.51,95.83
795,195,2024-10-27,80.81,90.73,84.77,78.76,84.47,0.48,95.24
796,196,2024-10-27,73.21,73.45,76.9,68.51,73.5,2.92,95.91
797,197,2024-10-27,83.87,72.37,67.21,75.44,74.99,3.15,99.34
798,198,2024-10-27,93.65,100,74.4,94.06,90.8,4.17,97.09
799,199,2024-10-27,94.36,100,96.25,98.53,97.15,0.4,97.46
800,200,2024-10-27,84.09,72.8,73.79,66.66,75.52,5.34,95.75
801,1,2025-01-25,80.55,73.89,55.43,60.52,69.27,0.38,93.52
802,2,2025-01-25,100,100,100,100,100.0,1.93,99.15
803,3,2025-01-25,100,100,100,92.97,98.95,0.18,98.12
804,4,2025-01-25,100,93.28,76.87,92.88,91.14,3.46,91.56
805,5,2025-01-25,74.59,52.45,37.03,59.06,56.23,0.77,100
806,6,2025-01-25,76.98,69.0,75.61,73.44,73.71,3.19,99.88
807,7,2025-01-25,65.88,76.13,60.41,73.34,68.71,2.67,97.54
808,8,2025-01-25,95.96,76.85,78.2,100,86.39,1.87,94.6
809,9,2025-01-25,98.09,100,100,100,99.43,2.79,95.93
810,10,2025-01-25,50.09,45.93,43.83,47.68,46.92,0.48,96.14
811,11,2025-01-25,80.72,79.36,70.31,90.21,79.14,1.74,95.94
812,12,2025-01-25,64.23,74.47,40.55,58.26,60.49,3.75,96.86
813,13,2025-01-25,99.92,100,100,92.4,98.83,2.29,90.24
814,14,2025-01-25,70.85,67.15,37.25,70.99,61.36,2.19,88.41
815,15,2025-01-25,82.84,82.72,100,87.74,87.83,2.91,95.86
816,16,2025-01-25,85.18,66.57,77.96,77.0,76.57,4.5,97.83
817,17,2025-01-25,93.06,89.4,99.41,81.37,91.8,1.16,94.64
818,18,2025-01-25,91.12,70.31,71.98,99.95,81.41,0.68,95.21
819,19,2025-01-25,100,100,90.35,87.79,95.76,2.46,94.71
820,20,2025-01-25,80.37,85.96,77.06,90.56,82.75,0.42,96.73
821,21,2025-01-25,78.73,76.75,86.46,57.61,76.9,0.2,97.5
822,22,2025-01-25,100,100,99.18,100,99.79,4.3,99.54
823,23,2025-01-25,91.92,71.52,94.42,77.72,84.3,1.83,94.69
824,24,2025-01-25,83.1,82.67,63.63,80.07,77.65,2.34,97.75
825,25,2025-01-25,69.35,52.43,67.29,64.03,62.96,2.61,95.72
826,26,2025-01-25,75.17,65.0,45.44,71.11,64.08,4.36,96.32
827,27,2025-01-25,70.01,78.32,64.12,68.15,70.75,1.24,96.17
828,28,2025-01-25,91.99,100,79.36,100,92.44,2.08,100
829,29,2025-01-25,100,65.45,66.41,82.77,78.65,6.62,99.57
830,30,2025-01-25,77.49,67.57,70.23,47.97,68.27,2.3,93.46
831,31,2025-01-25,68.36,74.93,77.86,65.03,72.21,5.99,94.23
832,32,2025-01-25,80.66,93.26,61.17,82.14,79.79,3.83,97.13
833,33,2025-01-25,81.25,65.93,68.07,82.65,73.57,2.9,92.1
834,34,2025-01-25,71.73,78.95,55.4,71.42,69.77,1.7,96.12
835,35,2025-01-25,94.24,80.04,81.58,91.62,86.42,0.73,91.76
836,36,2025-01-25,75.34,64.03,70.79,79.09,71.37,4.88,97.73
837,37,2025-01-25,100,95.39,100,100,98.62,1.42,94.82
838,38,2025-01-25,96.64,76.8,78.44,86.12,84.56,2.73,98.27
839,39,2025-01-25,61.62,64.68,65.33,62.5,63.6,0.65,99.2
840,40,2025-01-25,71.44,74.94,68.64,52.22,68.91,2.8,98.47
841,41,2025-01-25,75.34,58.58,60.12,63.47,64.73,0.48,95.92
842,42,2025-01-25,55.97,65.66,62.47,66.42,62.07,0.91,94.89
843,43,2025-01-25,100,99.81,100,100,99.94,0.29,91.18
844,44,2025-01-25,94.69,89.88,58.72,100,85.05,3.87,96.73
845,45,2025-01-25,72.1,46.98,83.39,58.39,65.33,2.53,99.17
846,46,2025-01-25,57.35,66.63,61.46,78.91,64.4,0.51,96.34
847,47,2025-01-25,95.83,97.24,96.77,100,97.11,0.55,98.19
848,48,2025-01-25,81.63,60.23,50.32,56.1,63.55,4.09,94.5
849,49,2025-01-25,83.41,71.31,61.52,58.25,70.53,0.44,94.43
850,50,2025-01-25,74.06,64.11,42.57,70.96,62.74,1.75,100
851,51,2025-01-25,81.89,90.32,68.23,67.11,78.79,0.46,97.46
852,52,2025-01-25,75.1,75.28,70.16,83.46,75.17,0.67,94.82
853,53,2025-01-25,100,100,100,100,100.0,3.81,95.17
854,54,2025-01-25,68.63,91.45,73.68,83.71,79.0,1.31,99.61
855,55,2025-01-25,66.33,77.86,72.19,68.84,71.63,2.72,93.01
856,56,2025-01-25,74.21,77.85,83.88,76.97,78.13,3.32,93.1
857,57,2025-01-25,69.43,51.62,55.37,68.7,60.46,1.01,100
858,58,2025-01-25,95.06,71.73,84.81,78.97,83.09,0.64,100
859,59,2025-01-25,78.66,89.89,53.69,63.87,73.57,2.88,95.15
860,60,2025-01-25,87.62,60.73,62.46,78.98,71.97,5.88,97.3
861,61,2025-01-25,82.08,82.64,78.62,86.13,81.99,4.57,96.13
862,62,2025-01-25,72.47,85.86,43.04,54.54,66.44,0.33,97.25
863,63,2025-01-25,65.59,53.91,30,84.81,56.07,0.06,93.42
864,64,2025-01-25,60.47,81.87,52.06,70.0,66.22,0.83,96.89
865,65,2025-01-25,85.53,97.98,72.32,100,88.14,3.77,95.95
866,66,2025-01-25,61.92,62.38,51.45,64.22,59.79,4.7,95.1
867,67,2025-01-25,73.38,93.59,71.37,88.1,81.15,5.58,93.79
868,68,2025-01-25,100,98.97,100,100,99.69,4.53,91.87
869,69,2025-01-25,81.28,72.44,75.18,79.49,76.83,4.24,94.3
870,70,2025-01-25,66.51,50.73,66.61,63.76,61.39,0.08,93.91
871,71,2025-01-25,79.83,93.25,76.83,95.08,85.39,0.51,99.58
872,72,2025-01-25,85.62,95.77,82.86,85.24,87.92,0.82,99.21
873,73,2025-01-25,81.41,91.1,67.44,68.79,78.93,1.54,96.25
874,74,2025-01-25,74.86,49.93,65.2,80.23,65.77,7.28,91.85
875,75,2025-01-25,97.15,100,89.49,86.62,94.51,1.73,93.81
876,76,2025-01-25,100,83.62,97.74,98.15,94.24,4.45,92.04
877,77,2025-01-25,94.21,85.1,92.67,96.59,91.45,3.18,97.48
878,78,2025-01-25,88.46,79.32,61.46,83.7,78.25,4.43,97.17
879,79,2025-01-25,83.94,61.04,64.72,70.2,70.2,3.28,96.35
880,80,2025-01-25,100,100,100,100,100.0,3.23,99.94
881,81,2025-01-25,89.03,87.7,88.87,75.53,86.56,1.0,92.11
882,82,2025-01-25,67.16,44.02,64.73,34.68,54.74,3.44,88.15
883,83,2025-01-25,82.42,90.46,80.41,71.16,82.64,1.88,96.16
884,84,2025-01-25,74.74,56.02,48.09,61.75,60.51,4.72,93.95
885,85,2025-01-25,80.61,74.34,87.45,68.07,78.56,0.52,95.64
886,86,2025-01-25,86.19,81.96,76.87,64.37,79.32,0.87,97.9
887,87,2025-01-25,100,95.3,69.6,100,90.99,4.82,96.45
888,88,2025-01-25,80.25,61.46,56.04,89.68,69.98,3.64,95.65
889,89,2025-01-25,86.36,68.27,60.2,76.69,72.94,4.07,97.0
890,90,2025-01-25,92.69,100,86.34,72.31,90.24,6.18,93.48
891,91,2025-01-25,72.22,55.73,49.72,73.47,61.84,3.09,95.38
892,92,2025-01-25,54.29,54.84,49.26,66.84,55.08,4.59,98.38
893,93,2025-01-25,84.65,65.24,86.25,78.38,78.28,1.65,95.08
894,94,2025-01-25,100,91.07,85.62,100,93.72,0.64,98.99
895,95,2025-01-25,87.83,77.21,70.45,81.61,79.36,2.91,96.61
896,96,2025-01-25,100,100,100,100,100.0,2.71,94.0
897,97,2025-01-25,100,100,84.3,98.44,95.84,2.41,100
898,98,2025-01-25,94.95,100,85.15,96.64,94.27,0.4,94.85
899,99,2025-01-25,69.01,84.36,61.76,66.64,71.45,0.03,96.32
900,100,2025-01-25,56.27,60.28,54.1,68.08,58.7,4.72,92.07
901,101,2025-01-25,80.18,77.13,79.48,65.47,76.89,5.46,100
902,102,2025-01-25,99.02,82.58,69.08,82.38,84.11,4.54,94.1
903,103,2025-01-25,91.59,93.92,94.22,86.57,92.19,1.04,97.42
904,104,2025-01-25,57.36,30.43,36.02,51.46,43.06,2.8,98.2
905,105,2025-01-25,62.51,56.47,47.48,50.67,55.16,4.12,94.6
906,106,2025-01-25,100,79.14,100,87.21,91.82,3.49,96.58
907,107,2025-01-25,85.65,95.17,68.79,92.0,85.24,0.56,100
908,108,2025-01-25,100,78.95,100,77.66,90.33,1.2,96.55
909,109,2025-01-25,100,80.74,100,86.35,92.17,2.32,97.69
910,110,2025-01-25,55.65,49.42,46.6,62.09,52.48,2.43,98.32
911,111,2025-01-25,55.33,65.11,40.04,61.16,55.32,3.66,99.3
912,112,2025-01-25,98.81,82.72,85.67,85.11,88.65,0.9,91.68
913,113,2025-01-25,47.72,49.56,43.7,51.07,47.77,5.45,95.82
914,114,2025-01-25,55.13,44.47,43.23,40.56,46.77,1.51,97.07
915,115,2025-01-25,99.89,98.91,100,100,99.64,1.52,100
916,116,2025-01-25,67.86,73.82,67.14,67.56,69.42,3.96,94.36
917,117,2025-01-25,69.54,57.68,66.47,77.83,66.46,1.77,92.54
918,118,2025-01-25,92.61,85.85,89.77,73.42,86.99,5.62,95.6
919,119,2025-01-25,67.9,62.94,70.68,64.92,66.66,0.31,98.57
920,120,2025-01-25,88.23,89.47,90.9,64.42,85.7,1.13,93.1
921,121,2025-01-25,58.38,85.56,81.28,80.66,75.6,1.72,93.37
922,122,2025-01-25,79.27,80.71,54.66,70.56,72.24,2.74,100
923,123,2025-01-25,100,100,92.54,99.09,98.0,2.23,98.71
924,124,2025-01-25,65.44,69.23,76.79,78.71,71.41,0.58,94.73
925,125,2025-01-25,72.07,60.63,63.61,76.84,67.24,3.42,93.1
926,126,2025-01-25,59.65,54.79,48.5,30,50.96,0.73,95.79
927,127,2025-01-25,64.12,80.2,49.67,60.56,64.8,0.42,95.97
928,128,2025-01-25,100,87.99,84.58,100,92.54,5.66,95.03
929,129,2025-01-25,75.51,91.19,85.99,80.21,83.54,0.15,94.58
930,130,2025-01-25,74.23,70.08,76.95,82.47,74.9,0.46,100
931,131,2025-01-25,89.34,67.22,52.93,81.26,72.39,0.58,94.17
932,132,2025-01-25,74.96,56.77,65.83,93.0,69.93,2.23,100
933,133,2025-01-25,84.67,83.34,81.94,89.86,84.37,2.02,97.76
934,134,2025-01-25,100,100,100,100,100.0,1.74,93.36
935,135,2025-01-25,93.26,87.2,70.04,81.34,83.85,2.13,96.34
936,136,2025-01-25,89.85,76.26,63.91,73.28,76.8,2.62,88.65
937,137,2025-01-25,94.45,97.58,96.38,99.95,96.7,1.13,93.2
938,138,2025-01-25,74.1,95.9,89.67,67.84,83.59,0.54,97.38
939,139,2025-01-25,78.3,94.63,71.99,70.33,80.43,3.62,95.93
940,140,2025-01-25,73.41,85.44,98.71,88.23,85.57,4.07,95.21
941,141,2025-01-25,100,100,94.57,100,98.64,4.4,100
942,142,2025-01-25,61.46,42.66,55.06,61.35,54.2,1.15,92.4
943,143,2025-01-25,59.75,56.36,62.12,62.37,59.72,0.88,92.76
944,144,2025-01-25,76.6,80.54,97.34,70.24,82.01,2.65,93.45
945,145,2025-01-25,70.86,69.66,70.85,92.61,73.76,1.29,96.49
946,146,2025-01-25,80.42,100,47.23,76.25,77.37,1.47,99.39
947,147,2025-01-25,77.41,72.03,61.47,73.72,71.26,5.07,99.18
948,148,2025-01-25,76.96,78.92,68.0,55.1,72.03,0.67,94.16
949,149,2025-01-25,70.08,70.0,57.68,41.16,62.62,1.07,97.44
950,150,2025-01-25,94.73,76.25,84.7,60.1,81.48,3.23,97.11
951,151,2025-01-25,70.99,91.1,58.04,71.41,73.85,0.16,100
952,152,2025-01-25,93.31,90.62,78.91,100,89.91,0.24,93.67
953,153,2025-01-25,55.15,65.19,62.12,71.75,62.39,2.02,94.29
954,154,2025-01-25,100,84.91,76.74,100,89.66,0.25,88.57
955,155,2025-01-25,84.71,79.33,62.18,79.43,76.67,1.98,92.82
956,156,2025-01-25,88.66,100,65.04,99.25,87.75,0.6,100
957,157,2025-01-25,63.16,72.56,58.34,73.16,66.27,0.17,94.62
958,158,2025-01-25,76.89,64.13,66.5,83.15,71.4,2.72,93.5
959,159,2025-01-25,75.18,51.49,64.71,71.5,64.9,3.91,96.86
960,160,2025-01-25,66.47,65.22,67.75,81.1,68.61,3.98,94.21
961,161,2025-01-25,92.04,73.06,84.16,69.54,81.0,3.25,92.82
962,162,2025-01-25,78.97,84.43,59.43,81.55,76.11,1.6,96.42
963,163,2025-01-25,77.95,90.82,75.43,88.41,82.75,1.36,99.26
964,164,2025-01-25,96.81,100,53.42,90.26,85.94,3.78,98.67
965,165,2025-01-25,56.02,74.37,45.91,79.17,62.47,2.09,93.06
966,166,2025-01-25,66.66,63.0,54.58,36.57,58.03,2.63,100
967,167,2025-01-25,87.51,55.14,79.07,85.59,75.4,5.98,94.98
968,168,2025-01-25,62.38,56.36,85.28,75.61,68.28,2.1,92.67
969,169,2025-01-25,86.74,80.18,91.21,94.56,87.06,0.91,96.83
970,170,2025-01-25,66.58,88.19,63.52,81.23,74.49,4.22,99.0
971,171,2025-01-25,49.42,38.74,30,55.4,42.26,3.75,97.76
972,172,2025-01-25,69.99,66.43,67.22,69.31,68.13,0.92,98.22
973,173,2025-01-25,64.85,46.74,48.15,50.43,53.08,3.8,97.4
974,174,2025-01-25,86.03,79.59,69.56,61.76,76.34,3.74,99.49
975,175,2025-01-25,67.18,31.88,37.89,59.07,48.05,0.46,94.87
976,176,2025-01-25,100,91.77,100,100,97.53,4.21,99.39
977,177,2025-01-25,96.0,86.73,89.85,80.43,89.35,4.8,97.33
978,178,2025-01-25,77.54,59.32,53.28,83.64,66.92,0.2,96.73
979,179,2025-01-25,100,83.29,58.05,100,84.5,0.25,95.85
980,180,2025-01-25,56.68,56.68,37.95,73.78,54.56,1.82,90.64
981,181,2025-01-25,99.63,93.41,100,85.39,95.72,3.05,90.84
982,182,2025-01-25,100,91.19,98.91,89.25,95.47,1.54,94.41
983,183,2025-01-25,67.54,60.42,59.59,59.76,62.25,0.41,98.55
984,184,2025-01-25,100,100,100,95.68,99.35,3.26,89.97
985,185,2025-01-25,68.04,51.77,41.24,38.48,52.02,1.28,96.97
986,186,2025-01-25,81.26,68.56,73.51,65.97,73.22,0.45,100
987,187,2025-01-25,81.65,62.82,64.29,62.05,68.72,0.58,94.79
988,188,2025-01-25,100,86.92,96.28,100,95.15,2.68,99.06
989,189,2025-01-25,86.32,100,98.1,100,95.42,1.54,98.4
990,190,2025-01-25,99.17,100,100,92.85,98.68,1.01,97.79
991,191,2025-01-25,79.25,66.38,79.15,65.62,73.32,2.06,95.52
992,192,2025-01-25,67.58,66.64,65.62,79.52,68.6,2.2,96.92
993,193,2025-01-25,72.18,55.22,72.21,61.7,65.53,1.6,93.33
994,194,2025-01-25,76.89,73.58,62.53,80.55,72.86,1.18,92.74
995,195,2025-01-25,76.57,54.29,48.44,48.66,58.67,4.86,100
996,196,2025-01-25,100,96.76,76.76,73.8,89.29,0.67,95.78
997,197,2025-01-25,69.88,73.95,74.31,69.33,72.13,7.8,95.61
998,198,2025-01-25,90.99,79.44,75.93,68.19,80.34,2.78,92.99
999,199,2025-01-25,66.43,70.6,56.68,61.32,64.48,0.05,91.56
1000,200,2025-01-25,71.47,60.86,63.95,70.89,66.32,0.42,97.28
1001,1,2025-04-25,60.95,76.28,71.08,83.28,71.43,0.05,98.42
1002,2,2025-04-25,40.91,43.14,30,66.12,42.63,7.92,94.45
1003,3,2025-04-25,94.73,98.66,80.77,67.35,88.31,0.78,96.66
1004,4,2025-04-25,69.34,79.27,62.86,86.12,73.22,2.92,93.36
1005,5,2025-04-25,100,93.59,95.92,94.33,96.2,2.67,95.23
1006,6,2025-04-25,100,100,91.15,100,97.79,5.0,92.94
1007,7,2025-04-25,95.07,100,75.63,100,92.43,6.71,98.8
1008,8,2025-04-25,90.95,98.58,91.35,87.91,92.88,2.69,100
1009,9,2025-04-25,95.92,73.55,68.74,85.76,80.89,5.61,99.64
1010,10,2025-04-25,100,86.77,68.17,100,88.07,0.03,98.49
1011,11,2025-04-25,40.05,48.16,30,43.31,40.46,0.37,93.65
1012,12,2025-04-25,84.55,58.69,71.1,66.03,70.65,4.75,100
1013,13,2025-04-25,85.43,70.66,77.4,86.1,79.09,3.28,100
1014,14,2025-04-25,82.89,79.18,92.49,68.85,82.07,1.43,98.8
1015,15,2025-04-25,71.21,64.28,56.54,53.45,62.8,1.73,92.98
1016,16,2025-04-25,74.66,63.47,54.34,81.37,67.23,0.56,99.31
1017,17,2025-04-25,75.68,75.23,57.83,63.99,69.33,0.22,93.44
1018,18,2025-04-25,92.03,77.66,55.29,72.02,75.53,1.23,92.75
1019,19,2025-04-25,45.79,76.0,77.72,60.28,65.01,2.82,92.71
1020,20,2025-04-25,79.75,64.31,80.53,83.5,75.88,4.51,92.87
1021,21,2025-04-25,66.86,55.51,63.95,66.0,62.6,1.45,90.98
1022,22,2025-04-25,66.44,79.23,62.59,89.68,72.8,0.22,100
1023,23,2025-04-25,70.34,71.3,59.88,62.33,66.81,0.96,91.26
1024,24,2025-04-25,88.34,65.66,84.87,91.26,81.11,1.83,92.63
1025,25,2025-04-25,91.09,71.51,74.3,90.7,80.96,8.96,93.98
1026,26,2025-04-25,100,93.23,83.65,93.61,92.92,0.1,93.94
1027,27,2025-04-25,61.89,66.31,52.75,44.06,58.26,0.01,91.79
1028,28,2025-04-25,78.27,59.12,67.38,68.58,68.35,0.53,95.61
1029,29,2025-04-25,45.31,48.11,77.77,56.44,55.94,0.56,93.21
1030,30,2025-04-25,44.03,45.74,30,60.41,43.49,1.27,94.05
1031,31,2025-04-25,97.84,99.03,90.69,100,96.73,6.75,93.46
1032,32,2025-04-25,63.32,53.99,30,62.12,52.01,0.07,97.91
1033,33,2025-04-25,79.31,92.81,63.42,70.95,78.13,1.24,92.96
1034,34,2025-04-25,73.16,94.77,73.69,78.83,80.63,0.91,100
1035,35,2025-04-25,93.98,69.03,65.65,71.38,76.02,1.75,96.42
1036,36,2025-04-25,84.99,64.42,52.69,57.39,66.6,3.38,93.23
1037,37,2025-04-25,92.97,74.04,94.34,96.17,88.11,3.71,94.94
1038,38,2025-04-25,75.09,72.57,97.02,83.22,81.03,2.28,97.27
1039,39,2025-04-25,83.96,85.65,58.26,96.04,79.85,5.7,91.29
1040,40,2025-04-25,100,98.54,86.83,100,96.27,0.68,98.27
1041,41,2025-04-25,100,100,94.99,100,98.75,3.76,100
1042,42,2025-04-25,78.5,70.47,59.48,58.01,68.26,2.91,94.32
1043,43,2025-04-25,84.63,75.16,88.75,88.78,83.44,3.44,94.62
1044,44,2025-04-25,74.76,33.17,77.55,80.41,63.83,0.98,93.66
1045,45,2025-04-25,81.73,59.29,79.27,64.33,71.77,2.19,93.38
1046,46,2025-04-25,64.28,62.04,58.88,60.95,61.76,0.18,94.24
1047,47,2025-04-25,74.72,60.91,76.34,70.19,70.3,1.0,99.77
1048,48,2025-04-25,83.1,85.96,55.25,94.17,78.66,0.63,95.44
1049,49,2025-04-25,71.38,51.99,59.59,78.48,63.68,0.01,96.53
1050,50,2025-04-25,65.61,73.84,92.59,52.75,72.89,1.09,100
1051,51,2025-04-25,100,95.27,93.11,89.06,95.22,2.8,98.1
1052,52,2025-04-25,80.55,76.87,80.95,80.81,79.59,3.41,96.04
1053,53,2025-04-25,46.87,43.85,63.5,68.75,53.4,3.47,92.15
1054,54,2025-04-25,64.48,77.26,64.35,59.32,67.51,1.57,95.21
1055,55,2025-04-25,90.05,95.75,74.27,88.28,87.55,0.77,94.27
1056,56,2025-04-25,85.26,57.77,47.39,66.21,64.69,5.83,90.26
1057,57,2025-04-25,78.18,84.2,61.12,71.79,74.76,3.95,97.19
1058,58,2025-04-25,100,100,93.02,100,98.26,3.59,96.81
1059,59,2025-04-25,39.78,46.95,59.03,47.38,47.88,0.54,94.97
1060,60,2025-04-25,67.71,72.48,70.01,63.98,69.16,3.38,99.02
1061,61,2025-04-25,63.05,44.35,49.6,52.64,52.51,0.57,91.51
1062,62,2025-04-25,85.25,66.97,61.67,88.65,74.38,3.82,94.59
1063,63,2025-04-25,66.59,46.75,64.77,70.04,60.7,5.56,95.87
1064,64,2025-04-25,72.57,63.96,63.79,69.59,67.35,2.91,98.94
1065,65,2025-04-25,69.28,80.79,43.33,56.79,64.37,3.1,98.96
1066,66,2025-04-25,100,92.15,81.78,100,93.09,1.66,100
1067,67,2025-04-25,72.12,78.89,76.58,49.41,71.86,2.98,96.94
1068,68,2025-04-25,85.88,72.41,84.34,79.16,80.45,1.19,90.89
1069,69,2025-04-25,70.64,57.25,49.06,75.41,61.94,1.47,95.62
1070,70,2025-04-25,100,98.05,86.5,100,96.04,1.48,99.03
1071,71,2025-04-25,62.45,77.83,68.36,59.96,68.17,0.59,100
1072,72,2025-04-25,97.08,79.25,90.25,89.15,88.84,0.44,95.04
1073,73,2025-04-25,95.03,81.18,67.59,100,84.76,2.36,95.51
1074,74,2025-04-25,96.66,86.22,69.6,80.38,84.32,0.09,96.09
1075,75,2025-04-25,37.58,57.25,40.34,42.01,44.83,1.91,95.18
1076,76,2025-04-25,56.39,63.18,47.52,52.41,55.61,0.95,94.93
1077,77,2025-04-25,95.63,100,100,77.0,95.24,4.61,97.31
1078,78,2025-04-25,91.27,82.96,77.76,93.38,85.72,3.5,100
1079,79,2025-04-25,96.79,91.18,100,90.72,95.0,5.4,93.66
1080,80,2025-04-25,69.8,66.58,49.62,70.93,63.96,0.48,100
1081,81,2025-04-25,74.98,70.16,62.18,63.2,68.57,3.67,99.83
1082,82,2025-04-25,100,100,100,100,100.0,3.79,88.34
1083,83,2025-04-25,70.91,77.29,53.28,76.83,69.31,1.54,96.38
1084,84,2025-04-25,100,100,100,100,100.0,3.38,94.78
1085,85,2025-04-25,30,30,37.45,56.47,35.83,2.39,97.26
1086,86,2025-04-25,100,100,84.61,89.75,94.61,0.53,97.33
1087,87,2025-04-25,67.27,68.01,48.33,41.17,58.85,0.63,94.1
1088,88,2025-04-25,100,91.58,82.93,91.27,91.9,5.79,96.94
1089,89,2025-04-25,56.41,66.12,52.19,52.33,57.66,5.04,95.85
