DEMAND_ACTUAL_ID,PRODUCT_ID,SITE_ID,DEMAND_DATE,ACTUAL_QUANTITY,ACTUAL_UNIT_OF_MEASURE_ID,DEMAND_SOURCE
4959,226,4,2023-05-21,13,1,Production
4960,223,1,2023-04-17,289,1,Stock
4961,65,8,2024-03-19,481,1,MRO
4962,363,2,2023-05-11,174,1,Stock
4963,15,4,2023-01-10,98,1,Production
4964,78,5,2024-09-01,102,1,MRO
4965,486,4,2023-07-09,340,1,MRO
4966,250,2,2023-08-21,349,1,Production
4967,370,1,2024-11-16,383,1,Production
4968,412,2,2024-06-26,352,1,Project
4969,11,4,2023-10-29,162,1,Production
4970,327,1,2023-01-28,404,1,Project
4971,295,7,2024-07-19,62,1,MRO
4972,278,7,2023-08-18,465,1,Project
4973,354,2,2024-02-03,137,1,Production
4974,150,3,2023-08-27,31,1,MRO
4975,296,2,2023-11-26,288,1,Stock
4976,307,1,2024-07-11,498,1,MRO
4977,132,2,2024-11-20,347,1,Production
4978,328,2,2024-08-02,11,1,Production
4979,175,5,2023-12-19,451,1,Project
4980,454,8,2024-08-01,348,1,Production
4981,277,4,2023-01-13,490,1,Project
4982,218,8,2024-07-11,81,1,MRO
4983,311,8,2024-11-19,63,1,Production
4984,370,1,2023-02-03,191,1,Production
4985,446,5,2023-04-04,66,1,Production
4986,291,3,2023-11-15,350,1,Project
4987,135,5,2024-08-15,479,1,Project
4988,106,7,2024-05-11,51,1,Stock
4989,372,4,2023-01-19,11,1,Stock
4990,476,2,2024-05-28,386,1,Production
4991,70,4,2023-02-01,367,1,Production
4992,169,7,2023-09-11,181,1,Project
4993,486,5,2023-05-06,82,1,Stock
4994,397,8,2024-09-15,275,1,Project
4995,219,2,2023-02-01,388,1,MRO
4996,86,3,2023-09-27,348,1,Production
4997,418,2,2023-09-24,297,1,Project
4998,291,2,2023-07-03,204,1,Stock
4999,454,1,2024-08-23,263,1,Stock
5000,102,2,2023-01-23,408,1,Stock
5001,122,2,2024-03-16,125,1,MRO
5002,451,7,2024-11-28,92,1,Production
5003,495,1,2023-12-07,385,1,Stock
5004,113,4,2023-03-28,491,1,Stock
5005,93,7,2023-10-11,418,1,Project
5006,4,1,2024-11-28,46,1,Production
5007,465,2,2023-08-16,68,1,Project
5008,5,8,2023-04-01,65,1,MRO
5009,117,6,2024-05-16,288,1,MRO
5010,123,8,2023-06-05,332,1,Project
5011,379,7,2023-06-03,353,1,Stock
5012,173,4,2023-08-23,192,1,Production
5013,492,1,2023-05-27,438,1,Production
5014,492,1,2023-06-24,334,1,Production
5015,103,7,2024-05-25,234,1,Production
5016,465,2,2023-04-26,416,1,Project
5017,14,8,2023-07-09,327,1,Project
5018,207,8,2023-05-24,206,1,Stock
5019,66,1,2023-01-30,383,1,Stock
5020,468,4,2023-08-08,204,1,Production
5021,410,3,2023-03-05,55,1,MRO
5022,277,8,2023-04-20,205,1,Stock
5023,215,6,2023-05-15,120,1,MRO
5024,89,3,2024-01-18,25,1,MRO
5025,30,1,2024-07-19,290,1,Production
5026,442,4,2024-03-30,382,1,Project
5027,227,6,2023-12-17,12,1,MRO
5028,128,2,2024-08-24,172,1,MRO
5029,136,2,2024-08-22,331,1,Project
5030,165,8,2023-03-18,123,1,Project
5031,463,2,2023-01-01,338,1,Project
5032,298,3,2023-02-01,156,1,Production
5033,366,4,2024-01-04,61,1,Project
5034,94,6,2024-06-18,269,1,MRO
5035,326,8,2024-01-14,106,1,Project
5036,342,7,2023-12-03,319,1,Production
5037,242,4,2023-06-26,210,1,Stock
5038,352,7,2023-04-08,368,1,MRO
5039,351,1,2024-10-20,140,1,MRO
5040,358,1,2024-05-30,274,1,MRO
5041,462,2,2023-01-27,19,1,Production
5042,440,8,2023-04-25,45,1,MRO
5043,263,1,2024-01-13,82,1,MRO
5044,48,5,2023-10-25,11,1,MRO
5045,30,5,2023-12-18,168,1,MRO
5046,106,7,2024-05-15,150,1,MRO
5047,265,7,2023-10-30,277,1,Stock
5048,464,2,2024-10-09,17,1,Stock
5049,115,6,2023-04-25,197,1,Stock
5050,12,3,2024-03-10,61,1,Stock
5051,64,5,2023-09-12,328,1,Stock
5052,493,7,2023-07-06,2,1,Stock
5053,307,1,2023-12-23,440,1,MRO
5054,236,6,2023-02-24,281,1,Production
5055,341,2,2023-01-20,149,1,Stock
5056,365,6,2023-02-06,290,1,Production
5057,151,3,2023-02-05,344,1,Production
5058,443,3,2023-12-28,15,1,Production
5059,29,2,2023-09-19,341,1,Production
5060,402,4,2024-07-16,380,1,Stock
5061,460,7,2023-06-29,204,1,Stock
5062,384,2,2023-08-06,262,1,Production
5063,367,8,2023-09-02,236,1,Production
5064,419,5,2023-02-02,255,1,Project
5065,469,5,2024-04-09,326,1,Project
5066,385,7,2024-07-27,25,1,Production
5067,66,6,2023-04-14,209,1,Stock
5068,206,3,2023-12-02,321,1,Stock
5069,49,3,2023-09-03,154,1,Project
5070,82,2,2024-01-01,354,1,Production
5071,491,2,2023-01-21,56,1,Production
5072,455,1,2024-02-18,17,1,Stock
5073,357,3,2023-07-09,10,1,MRO
5074,310,1,2024-06-21,439,1,Stock
5075,135,7,2023-05-20,284,1,Stock
5076,464,7,2023-02-20,428,1,MRO
5077,62,5,2023-12-15,333,1,Project
5078,288,5,2023-07-21,478,1,MRO
5079,25,6,2023-12-26,289,1,Production
5080,164,2,2024-01-03,89,1,Stock
5081,162,3,2023-12-29,118,1,Production
5082,443,4,2024-04-10,481,1,Project
5083,105,2,2023-10-08,103,1,Project
5084,366,7,2024-10-21,51,1,MRO
5085,171,7,2024-09-02,199,1,Project
5086,318,1,2023-09-09,383,1,Stock
5087,215,5,2024-11-21,270,1,MRO
5088,427,8,2024-03-01,228,1,Stock
5089,323,8,2023-05-20,215,1,MRO
5090,75,3,2024-11-22,363,1,Project
5091,250,1,2023-02-20,337,1,MRO
5092,432,3,2023-10-28,63,1,MRO
5093,70,1,2024-10-10,442,1,Stock
5094,10,6,2023-03-01,17,1,Stock
5095,131,5,2023-09-02,389,1,Production
5096,235,6,2023-12-25,25,1,Production
5097,229,2,2023-04-09,253,1,Stock
5098,3,7,2023-08-28,162,1,MRO
5099,167,2,2023-02-07,461,1,Stock
5100,1,2,2023-03-09,254,1,MRO
5101,146,2,2024-08-03,351,1,Production
5102,393,2,2023-07-09,35,1,Production
5103,187,7,2023-07-05,85,1,MRO
5104,181,1,2023-10-01,203,1,Project
5105,416,8,2024-07-06,396,1,MRO
5106,124,6,2024-06-14,84,1,Stock
5107,27,4,2023-02-05,437,1,Production
5108,174,4,2024-01-15,494,1,Production
5109,472,1,2024-05-04,337,1,Stock
5110,95,3,2023-06-11,209,1,Production
5111,164,8,2023-02-16,374,1,Production
5112,271,7,2023-06-26,417,1,MRO
5113,405,5,2023-04-17,97,1,MRO
5114,152,4,2024-11-27,104,1,Production
5115,260,8,2024-11-14,73,1,Production
5116,50,5,2024-06-10,442,1,Project
5117,448,2,2024-03-28,274,1,Production
5118,233,3,2024-10-12,5,1,Stock
5119,139,4,2023-04-02,497,1,Project
5120,120,7,2023-05-17,385,1,Production
5121,415,6,2023-09-17,23,1,MRO
5122,22,1,2024-05-02,46,1,Project
5123,74,6,2023-09-17,84,1,Production
5124,369,7,2023-09-20,131,1,Production
5125,356,5,2023-06-11,411,1,Project
5126,69,1,2024-09-07,123,1,Stock
5127,299,6,2024-07-01,183,1,Stock
5128,52,4,2024-08-27,491,1,MRO
5129,190,3,2024-03-14,148,1,MRO
5130,138,5,2024-08-03,11,1,MRO
5131,246,2,2024-02-22,263,1,Stock
5132,135,7,2024-05-22,184,1,MRO
5133,159,5,2024-09-01,134,1,Production
5134,62,7,2024-04-28,483,1,Project
5135,227,4,2024-02-23,302,1,Project
5136,132,8,2024-11-05,313,1,Stock
5137,109,5,2024-08-07,22,1,MRO
5138,181,8,2023-06-15,83,1,Production
5139,408,1,2024-07-04,180,1,Stock
5140,409,7,2024-02-04,246,1,Production
5141,454,3,2023-03-14,110,1,Production
5142,468,7,2023-03-30,346,1,Project
5143,361,3,2023-11-17,472,1,Stock
5144,48,5,2024-11-21,444,1,MRO
5145,170,8,2024-12-01,295,1,Production
5146,450,2,2023-11-18,465,1,Production
5147,335,7,2023-09-06,331,1,MRO
5148,26,5,2024-01-07,117,1,Project
5149,195,1,2024-06-24,218,1,Production
5150,88,3,2023-01-23,240,1,Stock
5151,184,5,2024-02-11,276,1,Stock
5152,316,2,2023-12-15,483,1,Project
5153,497,4,2023-07-13,24,1,Production
5154,219,7,2024-09-05,136,1,Stock
5155,122,2,2023-12-10,364,1,MRO
5156,97,8,2023-01-12,6,1,Production
5157,499,1,2024-10-09,44,1,Project
5158,493,5,2023-08-03,23,1,Project
5159,202,7,2023-05-13,351,1,MRO
5160,7,3,2024-07-14,13,1,Stock
5161,146,2,2023-12-15,224,1,MRO
5162,298,1,2023-05-23,387,1,MRO
5163,462,4,2024-03-26,434,1,Stock
5164,61,1,2024-09-16,226,1,Project
5165,418,2,2023-11-18,263,1,MRO
5166,80,7,2023-12-12,30,1,MRO
5167,494,8,2023-09-13,447,1,Production
5168,280,6,2024-11-10,114,1,MRO
5169,77,7,2024-04-02,10,1,Production
5170,188,8,2024-08-20,304,1,MRO
5171,187,5,2024-03-17,169,1,Project
5172,132,8,2024-07-03,434,1,Project
5173,417,8,2023-03-06,138,1,Stock
5174,439,7,2024-06-14,364,1,Project
5175,171,3,2023-07-01,190,1,Project
5176,262,4,2023-07-25,260,1,Project
5177,393,3,2024-07-22,183,1,Production
5178,254,4,2023-02-10,304,1,Project
5179,307,5,2023-08-24,381,1,Project
5180,72,2,2023-01-19,345,1,Stock
5181,168,6,2023-06-28,285,1,Project
5182,3,4,2024-09-18,100,1,Production
5183,320,2,2024-01-24,322,1,Project
5184,275,8,2023-02-11,346,1,Production
5185,494,7,2023-12-08,180,1,Production
5186,391,5,2024-06-04,425,1,MRO
5187,270,5,2024-11-30,498,1,MRO
5188,125,5,2024-02-21,261,1,Project
5189,263,5,2023-02-03,146,1,MRO
5190,446,8,2023-07-22,352,1,Stock
5191,451,4,2024-06-29,293,1,MRO
5192,14,7,2023-02-09,85,1,Production
5193,430,5,2023-08-07,117,1,Production
5194,355,2,2024-01-25,341,1,Stock
5195,141,5,2024-05-20,180,1,Project
5196,413,1,2024-01-16,254,1,Production
5197,453,7,2023-07-14,240,1,Project
5198,273,4,2024-03-07,183,1,Project
5199,367,1,2024-06-21,292,1,Stock
5200,91,5,2023-10-24,455,1,Production
5201,71,1,2023-10-28,496,1,MRO
5202,41,3,2023-05-28,110,1,MRO
5203,465,4,2024-11-03,428,1,Project
5204,493,6,2023-11-06,476,1,Production
5205,202,4,2023-10-25,109,1,Stock
5206,243,7,2024-09-14,287,1,Stock
5207,267,5,2023-07-27,348,1,Project
5208,397,8,2024-01-11,317,1,Project
5209,489,7,2024-03-08,228,1,Production
5210,425,8,2023-10-07,334,1,MRO
5211,19,4,2023-11-01,228,1,Stock
5212,170,6,2024-07-17,411,1,MRO
5213,306,8,2024-06-07,144,1,Stock
5214,4,1,2023-11-03,2,1,Project
5215,296,7,2024-02-29,403,1,Production
5216,260,8,2023-10-15,104,1,Project
5217,250,7,2024-01-26,186,1,MRO
5218,281,5,2024-07-12,370,1,Stock
5219,191,8,2024-01-22,58,1,Project
5220,303,6,2024-04-10,100,1,Production
5221,76,3,2024-08-15,39,1,Project
5222,359,4,2023-08-02,243,1,Production
5223,407,4,2024-08-30,485,1,Stock
5224,222,6,2023-03-31,201,1,MRO
5225,339,3,2024-04-24,331,1,Project
5226,324,4,2023-03-30,377,1,MRO
5227,138,8,2024-09-09,402,1,Stock
5228,377,3,2024-01-04,129,1,Stock
5229,3,1,2024-07-02,346,1,Stock
5230,196,1,2023-04-20,25,1,Stock
5231,218,7,2023-01-11,76,1,Project
5232,5,6,2024-08-06,308,1,Project
5233,266,3,2023-02-06,147,1,Stock
5234,360,1,2023-03-23,221,1,Stock
5235,154,4,2023-01-30,231,1,Production
5236,446,7,2023-12-03,499,1,MRO
5237,251,2,2024-02-05,415,1,MRO
5238,72,1,2024-04-21,498,1,Stock
5239,176,7,2024-02-11,261,1,Project
5240,205,6,2024-01-29,425,1,Stock
5241,88,7,2023-12-02,423,1,MRO
5242,237,3,2023-02-06,415,1,Project
5243,413,4,2024-07-30,474,1,Stock
5244,87,6,2023-09-09,209,1,MRO
5245,210,4,2024-05-16,265,1,MRO
5246,196,7,2023-03-02,265,1,Production
5247,272,4,2023-12-10,162,1,Production
5248,69,3,2024-10-26,259,1,MRO
5249,479,4,2023-01-02,390,1,Production
5250,271,2,2024-07-29,159,1,Project
5251,212,8,2024-10-04,354,1,Project
5252,110,8,2023-02-09,252,1,Project
5253,365,4,2023-07-04,451,1,Project
5254,366,7,2023-11-08,367,1,Project
5255,322,2,2023-08-21,123,1,MRO
5256,21,7,2023-11-09,102,1,Project
5257,129,6,2024-06-06,277,1,Production
5258,464,4,2023-11-04,286,1,Stock
5259,465,3,2024-08-06,493,1,Project
5260,138,6,2023-10-22,415,1,Project
5261,499,7,2023-09-21,292,1,MRO
5262,291,1,2024-02-04,287,1,Stock
5263,334,7,2024-02-27,427,1,Production
5264,23,4,2023-12-13,105,1,Project
5265,243,1,2023-09-28,205,1,Production
5266,57,7,2024-05-19,254,1,MRO
5267,247,2,2023-01-27,395,1,MRO
5268,303,1,2023-03-19,411,1,Production
5269,416,3,2023-09-03,172,1,MRO
5270,150,1,2024-07-17,266,1,Production
5271,109,3,2024-03-06,251,1,MRO
5272,150,2,2024-06-30,236,1,Production
5273,355,6,2024-04-13,400,1,MRO
5274,441,6,2024-09-25,310,1,Stock
5275,262,5,2024-09-05,366,1,MRO
5276,221,5,2023-10-21,474,1,Stock
5277,424,6,2023-03-16,219,1,MRO
5278,207,3,2024-10-07,420,1,MRO
5279,261,3,2024-01-23,235,1,Project
5280,77,6,2024-08-11,89,1,Project
5281,440,2,2024-09-30,436,1,Stock
5282,235,8,2024-11-21,152,1,Production
5283,208,1,2024-09-11,427,1,Stock
5284,168,6,2023-05-26,2,1,Stock
5285,42,4,2023-10-26,149,1,MRO
5286,339,3,2023-05-18,17,1,MRO
5287,89,1,2024-11-01,87,1,Stock
5288,126,6,2024-05-20,352,1,Production
5289,180,4,2024-11-14,267,1,Stock
5290,263,7,2023-10-19,276,1,Stock
5291,143,2,2024-03-03,411,1,Stock
5292,293,5,2023-05-26,32,1,MRO
5293,9,5,2023-02-20,430,1,MRO
5294,412,4,2023-06-09,266,1,Project
5295,83,6,2024-03-25,329,1,MRO
5296,92,2,2023-07-17,145,1,Production
5297,263,4,2024-03-19,286,1,MRO
5298,323,6,2024-03-02,487,1,Project
5299,89,2,2023-10-13,408,1,MRO
5300,287,4,2024-02-06,496,1,Stock
5301,403,3,2024-01-05,364,1,Stock
5302,436,6,2024-06-19,110,1,Stock
5303,111,1,2023-10-03,383,1,Stock
5304,270,6,2024-03-03,407,1,Production
5305,336,8,2023-12-07,94,1,Stock
5306,195,1,2024-07-04,417,1,Production
5307,216,3,2024-07-05,193,1,Stock
5308,320,4,2024-06-24,191,1,Project
5309,98,1,2023-10-12,181,1,MRO
5310,195,2,2024-06-23,470,1,MRO
5311,75,6,2023-12-21,388,1,MRO
5312,252,7,2024-06-26,233,1,Production
5313,227,7,2024-06-08,173,1,Project
5314,78,8,2023-04-26,339,1,MRO
5315,109,2,2024-10-22,395,1,Production
5316,258,6,2024-07-12,423,1,Production
5317,386,6,2024-06-26,19,1,MRO
5318,397,4,2024-01-08,278,1,MRO
5319,196,5,2023-08-18,284,1,Stock
5320,327,1,2023-12-17,220,1,Stock
5321,137,6,2023-03-29,347,1,Project
5322,477,5,2023-02-19,216,1,Production
5323,327,3,2023-12-31,43,1,Stock
5324,217,1,2023-08-26,438,1,MRO
5325,121,7,2024-02-22,384,1,MRO
5326,194,7,2024-04-15,343,1,Production
5327,466,4,2023-05-27,409,1,MRO
5328,393,1,2024-01-14,100,1,Production
5329,355,4,2024-05-07,382,1,Project
5330,412,5,2023-10-10,34,1,Project
5331,227,2,2023-01-14,259,1,MRO
5332,280,7,2024-02-11,123,1,MRO
5333,424,2,2023-06-12,18,1,Production
5334,383,1,2024-03-25,432,1,MRO
5335,346,5,2023-12-14,177,1,Project
5336,219,5,2023-06-29,58,1,Stock
5337,175,3,2024-07-16,408,1,Production
5338,32,3,2024-06-30,262,1,Production
5339,472,2,2023-03-23,188,1,Stock
5340,420,7,2024-04-15,232,1,Stock
5341,358,2,2023-07-05,138,1,Production
5342,424,4,2023-12-26,427,1,MRO
5343,256,3,2024-03-17,426,1,Production
5344,303,3,2024-09-07,195,1,Production
5345,4,5,2024-04-03,433,1,Project
5346,113,3,2024-08-22,239,1,Stock
5347,362,3,2024-03-19,73,1,MRO
5348,274,8,2023-09-10,334,1,Production
5349,197,4,2024-04-13,453,1,Project
5350,362,6,2023-02-10,483,1,Production
5351,274,1,2023-02-19,62,1,MRO
5352,408,4,2023-05-27,135,1,Stock
5353,419,7,2024-02-18,479,1,Project
5354,53,5,2023-05-18,255,1,Production
5355,377,3,2024-08-26,168,1,Production
5356,130,3,2024-10-04,197,1,Production
5357,139,4,2023-05-24,185,1,Production
5358,468,5,2024-11-16,141,1,MRO
5359,171,7,2023-11-25,268,1,Project
5360,478,4,2023-03-22,111,1,Stock
5361,459,1,2024-02-28,298,1,Production
5362,97,6,2024-01-23,319,1,Production
5363,294,5,2023-12-15,117,1,Stock
5364,2,1,2024-01-22,49,1,Stock
5365,27,3,2024-11-12,200,1,Stock
5366,328,4,2024-01-16,293,1,Production
5367,341,4,2023-06-03,449,1,Production
5368,331,4,2023-06-28,35,1,Production
5369,188,8,2024-01-20,13,1,Stock
5370,284,8,2024-01-30,148,1,Production
5371,114,1,2023-11-30,302,1,MRO
5372,146,8,2024-10-31,362,1,MRO
5373,286,2,2023-12-03,25,1,Stock
5374,122,7,2023-08-25,125,1,Stock
5375,312,7,2024-04-28,237,1,Project
5376,355,6,2024-10-02,101,1,Production
5377,78,1,2023-08-26,383,1,MRO
5378,359,3,2023-05-21,116,1,Project
5379,254,3,2023-08-16,80,1,Stock
5380,214,1,2024-09-25,452,1,MRO
5381,360,1,2023-04-21,477,1,Stock
5382,359,4,2023-02-10,480,1,Project
5383,443,8,2024-07-10,21,1,MRO
5384,9,3,2023-10-25,67,1,Project
5385,484,3,2023-09-09,163,1,Project
5386,143,3,2024-07-18,48,1,Production
5387,404,4,2024-02-10,398,1,Stock
5388,86,1,2023-04-27,318,1,MRO
5389,404,6,2024-10-22,15,1,Stock
5390,306,8,2024-09-27,145,1,Project
5391,20,7,2023-11-17,276,1,Stock
5392,271,5,2023-04-09,287,1,Production
5393,28,2,2024-04-07,360,1,Stock
5394,121,6,2024-07-01,290,1,Stock
5395,255,4,2024-07-02,403,1,Stock
5396,53,8,2023-09-06,462,1,MRO
5397,338,3,2023-10-05,2,1,Stock
5398,319,1,2023-09-29,313,1,Production
5399,372,4,2024-11-22,70,1,Project
5400,88,4,2023-09-26,193,1,Production
5401,466,6,2023-08-10,39,1,Project
5402,395,8,2023-07-16,440,1,MRO
5403,43,2,2024-09-02,426,1,Production
5404,349,1,2023-05-04,206,1,MRO
5405,415,2,2024-11-20,443,1,Stock
5406,99,7,2023-10-04,16,1,MRO
5407,98,8,2024-06-05,134,1,Stock
5408,38,1,2023-08-26,122,1,Stock
5409,471,1,2023-06-09,443,1,Stock
5410,84,5,2023-12-04,240,1,Stock
5411,272,3,2024-05-09,442,1,Stock
5412,32,8,2023-03-19,179,1,Project
5413,258,1,2023-08-18,327,1,Production
5414,326,7,2023-01-08,407,1,MRO
5415,16,1,2023-12-02,140,1,Production
5416,469,5,2024-08-23,252,1,Production
5417,212,2,2023-07-30,425,1,Production
5418,29,8,2024-10-06,312,1,Project
5419,338,3,2024-04-16,53,1,Production
5420,313,7,2024-11-14,409,1,Stock
5421,386,4,2023-01-03,325,1,MRO
5422,411,3,2024-11-23,275,1,MRO
5423,39,7,2024-10-17,130,1,Project
5424,393,7,2024-03-27,257,1,MRO
5425,489,1,2023-01-19,64,1,Production
5426,302,8,2024-08-07,445,1,Project
5427,55,1,2024-04-25,237,1,Production
5428,215,2,2023-01-03,476,1,MRO
5429,267,8,2024-06-04,318,1,Project
5430,500,3,2024-02-20,363,1,Stock
5431,215,5,2023-08-08,377,1,Project
5432,108,1,2024-05-26,70,1,Production
5433,211,6,2024-02-26,417,1,Stock
5434,442,1,2023-03-13,215,1,Stock
5435,432,8,2023-02-28,454,1,Production
5436,497,8,2024-02-13,172,1,Project
5437,455,6,2023-07-19,386,1,MRO
5438,64,8,2023-07-24,204,1,MRO
5439,26,5,2023-11-07,26,1,Production
5440,265,6,2023-02-09,469,1,Project
5441,402,2,2023-10-27,456,1,MRO
5442,16,3,2024-01-06,377,1,Production
5443,99,8,2024-03-30,377,1,MRO
5444,89,4,2023-06-19,117,1,Project
5445,391,1,2024-07-21,189,1,MRO
5446,96,3,2023-01-05,322,1,Production
5447,160,5,2023-10-23,188,1,Production
5448,85,1,2023-11-08,64,1,MRO
5449,305,7,2023-03-19,24,1,Production
5450,164,8,2023-11-17,18,1,Production
5451,137,1,2024-04-14,362,1,MRO
5452,181,1,2023-08-16,153,1,Stock
5453,395,2,2024-05-10,327,1,MRO
5454,269,1,2023-08-17,302,1,Stock
5455,487,7,2023-04-26,323,1,Production
5456,217,7,2023-09-12,385,1,MRO
5457,265,4,2023-01-06,441,1,Production
5458,447,3,2024-05-06,270,1,Stock
5459,136,1,2023-08-30,454,1,Stock
5460,486,6,2024-09-03,258,1,Project
5461,249,3,2023-07-17,449,1,Production
5462,356,3,2024-11-01,458,1,Production
5463,372,2,2024-06-15,322,1,MRO
5464,222,8,2023-11-01,212,1,Stock
5465,369,2,2023-12-26,348,1,MRO
5466,235,1,2023-06-26,360,1,Project
5467,499,8,2023-03-02,258,1,Stock
5468,181,1,2024-06-07,380,1,Stock
5469,230,2,2023-06-25,213,1,Project
5470,374,2,2024-07-05,31,1,MRO
5471,436,3,2023-09-04,430,1,Production
5472,350,8,2023-10-03,487,1,Stock
5473,163,7,2023-11-23,485,1,Stock
5474,333,3,2023-06-02,104,1,MRO
5475,226,5,2023-02-09,205,1,Stock
5476,22,6,2023-08-31,45,1,Stock
5477,324,2,2023-11-07,386,1,Production
5478,436,3,2024-05-08,69,1,Project
5479,73,3,2023-09-08,34,1,MRO
5480,476,4,2023-04-26,202,1,Project
5481,27,1,2023-06-12,148,1,Project
5482,216,7,2023-04-20,450,1,MRO
5483,39,7,2023-09-22,188,1,Production
5484,54,5,2023-02-28,162,1,Stock
5485,94,8,2023-07-31,453,1,MRO
5486,337,8,2023-02-20,152,1,Production
5487,123,2,2024-01-07,52,1,Stock
5488,271,7,2024-04-23,386,1,Production
5489,252,6,2023-11-28,144,1,Project
5490,491,1,2023-06-29,363,1,Stock
5491,335,2,2023-10-07,319,1,MRO
5492,142,2,2023-03-15,355,1,MRO
5493,134,6,2023-11-11,94,1,Stock
5494,109,7,2024-09-13,191,1,Stock
5495,72,7,2023-03-02,203,1,MRO
5496,370,7,2024-03-07,339,1,Production
5497,306,4,2023-09-30,63,1,Project
5498,490,4,2024-04-03,229,1,Production
5499,153,7,2023-03-12,53,1,MRO
5500,134,7,2023-06-11,191,1,MRO
5501,60,2,2024-01-15,347,1,Production
5502,252,4,2024-09-06,495,1,Project
5503,188,4,2024-10-25,153,1,MRO
5504,487,4,2023-05-13,260,1,Production
5505,306,8,2023-08-02,180,1,MRO
5506,132,2,2023-06-19,86,1,Stock
5507,202,5,2023-09-16,154,1,MRO
5508,108,5,2023-08-25,276,1,MRO
5509,19,5,2024-05-05,235,1,Stock
5510,83,5,2023-08-13,354,1,Production
5511,461,5,2024-08-21,69,1,MRO
5512,339,3,2024-02-23,222,1,Stock
5513,246,4,2024-10-05,465,1,Project
5514,135,5,2023-05-19,344,1,Project
5515,415,2,2024-08-29,236,1,Stock
5516,20,2,2023-02-26,346,1,Project
5517,346,5,2024-04-16,313,1,Stock
5518,54,7,2024-10-26,189,1,MRO
5519,424,5,2023-07-12,261,1,MRO
5520,268,3,2024-06-23,314,1,Project
5521,56,3,2023-02-16,385,1,Production
5522,392,8,2023-04-05,396,1,Stock
5523,70,5,2024-07-19,271,1,MRO
5524,466,7,2024-05-20,451,1,Stock
5525,414,1,2023-05-19,499,1,Production
5526,90,4,2023-09-20,304,1,MRO
5527,240,7,2024-11-08,436,1,Production
5528,481,5,2024-08-28,485,1,MRO
5529,71,2,2024-11-11,95,1,MRO
5530,175,5,2023-03-03,186,1,Production
5531,31,8,2023-01-22,342,1,Production
5532,48,7,2024-11-18,192,1,Stock
5533,391,2,2024-10-21,390,1,Stock
5534,434,5,2024-10-15,160,1,Stock
5535,48,8,2023-12-20,211,1,MRO
5536,277,8,2023-11-30,198,1,Production
5537,187,2,2023-04-02,497,1,Project
5538,96,6,2023-12-23,140,1,Production
5539,227,7,2023-12-20,189,1,Production
5540,27,6,2023-03-09,38,1,Project
5541,270,3,2024-10-04,215,1,Production
5542,118,3,2024-03-17,317,1,Project
5543,178,7,2024-05-21,185,1,Stock
5544,136,6,2023-12-12,120,1,Stock
5545,347,8,2024-02-06,206,1,MRO
5546,497,1,2023-02-26,445,1,Project
5547,464,1,2023-02-03,447,1,Project
5548,85,7,2024-03-21,212,1,Production
5549,441,3,2023-02-10,183,1,Production
5550,447,5,2023-03-21,279,1,Production
5551,454,8,2024-04-21,47,1,Production
5552,329,8,2023-07-23,387,1,Production
5553,177,4,2024-06-12,295,1,Project
5554,215,4,2023-02-19,419,1,Project
5555,236,8,2023-02-27,308,1,Production
5556,371,1,2024-02-11,212,1,Production
5557,168,8,2023-02-19,360,1,Project
5558,432,6,2023-06-15,115,1,Project
5559,448,4,2024-04-10,30,1,Project
5560,480,7,2023-10-26,122,1,Project
5561,4,1,2024-11-20,93,1,MRO
5562,284,5,2024-01-18,346,1,MRO
5563,442,1,2023-09-04,73,1,Stock
5564,19,7,2023-11-12,188,1,Project
5565,197,1,2024-09-04,29,1,Project
5566,228,7,2024-01-31,20,1,Stock
5567,77,2,2023-05-05,288,1,MRO
5568,287,6,2024-08-04,56,1,Project
5569,268,6,2023-06-21,436,1,Stock
5570,43,5,2024-05-11,399,1,Production
5571,484,4,2024-07-17,481,1,Stock
5572,421,1,2023-06-29,70,1,Project
5573,136,4,2023-03-27,116,1,Production
5574,270,2,2023-02-05,384,1,Production
5575,177,1,2024-05-27,83,1,Production
5576,498,5,2024-03-07,399,1,Stock
5577,384,8,2024-02-23,59,1,Production
5578,200,2,2023-12-03,228,1,Project
5579,123,6,2024-04-21,239,1,Production
5580,492,7,2023-05-17,221,1,Project
5581,257,5,2024-03-26,438,1,Stock
5582,414,4,2023-12-02,138,1,Stock
5583,148,7,2023-01-11,35,1,MRO
5584,413,8,2024-09-10,423,1,MRO
5585,342,3,2024-10-29,91,1,Project
5586,104,3,2023-12-18,361,1,Project
5587,177,2,2023-09-07,382,1,Stock
5588,382,6,2023-03-31,365,1,Stock
5589,131,6,2023-10-30,49,1,Stock
5590,445,6,2023-01-04,52,1,Stock
5591,491,5,2023-04-03,499,1,MRO
5592,45,8,2024-07-17,64,1,Project
5593,20,4,2023-03-15,147,1,Project
5594,365,4,2023-12-24,261,1,MRO
5595,245,3,2023-10-28,152,1,Project
5596,111,3,2023-08-15,369,1,Stock
5597,361,5,2023-07-29,368,1,MRO
5598,72,4,2023-04-02,478,1,Production
5599,90,8,2023-04-02,452,1,Project
5600,454,8,2023-12-02,113,1,MRO
5601,183,3,2024-11-05,151,1,Production
5602,384,3,2023-11-10,123,1,MRO
5603,40,8,2023-10-06,187,1,Production
5604,295,8,2024-07-23,263,1,Project
