PURCHASE_ORDER_LINE_ID,PURCHASE_ORDER_ID,LINE_NUMBER,PURCHASE_REQUISITION_LINE_ID,PRODUCT_ID,ITEM_DESCRIPTION,SUPPLIER_PART_NUMBER,ORDERED_QUANTITY,ORDERED_UNIT_OF_MEASURE_ID,UNIT_PRICE,EXTENDED_PRICE,NEED_BY_DATE,PROMISED_DELIVERY_DATE,LINE_STATUS,RECEIVED_QUANTITY,INVOICED_QUANTITY,TAX_CODE,TAX_AMOUNT,GENERAL_LEDGER_ACCOUNT_CODE
12628,2802,2,,304,Product 304,SUP-PART-304,528,1,1320.2,697065.6,2024-07-12,2024-07-10,CLOSED,528,528,TAX1,55765.25,5000-00
12629,2803,1,,298,Product 298,SUP-PART-298,653,1,2925.56,1910390.68,2023-07-11,2023-07-12,CANCELLED,653,653,TAX1,152831.25,5000-00
12630,2803,2,,403,Product 403,SUP-PART-403,839,1,2045.0,1715755.0,2023-06-24,2023-06-20,CANCELLED,839,839,TAX1,137260.4,5000-00
12631,2803,3,,89,Product 89,SUP-PART-89,818,1,1042.46,852732.28,2023-06-18,2023-06-14,CLOSED,0,0,TAX1,68218.58,5000-00
12632,2803,4,,284,Product 284,SUP-PART-284,506,1,4366.99,2209696.94,2023-06-04,2023-06-04,CANCELLED,506,506,TAX1,176775.76,5000-00
12633,2803,5,,383,Product 383,SUP-PART-383,142,1,1254.3,178110.6,2023-05-14,2023-05-14,RECEIVED,0,0,TAX1,14248.85,5000-00
12634,2803,6,,107,Product 107,SUP-PART-107,223,1,4021.23,896734.29,2023-06-09,2023-06-07,RECEIVED,0,223,TAX1,71738.74,5000-00
12635,2803,7,,46,Product 46,SUP-PART-46,376,1,2690.51,1011631.76,2023-07-12,2023-07-06,CLOSED,376,376,TAX1,80930.54,5000-00
12636,2803,8,,90,Product 90,SUP-PART-90,63,1,745.84,46987.92,2023-07-17,2023-07-24,CANCELLED,63,63,TAX1,3759.03,5000-00
12637,2804,1,,354,Product 354,SUP-PART-354,981,1,1796.17,1762042.77,2023-03-16,2023-03-16,CLOSED,0,981,TAX1,140963.42,5000-00
12638,2804,2,,204,Product 204,SUP-PART-204,305,1,4487.39,1368653.95,2023-04-02,2023-03-29,CANCELLED,305,305,TAX1,109492.32,5000-00
12639,2805,1,,8,Product 8,SUP-PART-8,567,1,3883.97,2202210.99,2023-08-07,2023-08-01,RECEIVED,567,567,TAX1,176176.88,5000-00
12640,2805,2,,424,Product 424,SUP-PART-424,501,1,4726.11,2367781.11,2023-08-31,2023-09-01,RECEIVED,501,501,TAX1,189422.49,5000-00
12641,2805,3,,319,Product 319,SUP-PART-319,878,1,2916.89,2561029.42,2023-07-15,2023-07-14,CANCELLED,0,0,TAX1,204882.35,5000-00
12642,2805,4,,132,Product 132,SUP-PART-132,971,1,1564.04,1518682.84,2023-08-17,2023-08-22,CLOSED,0,971,TAX1,121494.63,5000-00
12643,2806,1,,500,Product 500,SUP-PART-500,478,1,176.92,84567.76,2023-03-05,2023-03-12,RECEIVED,478,478,TAX1,6765.42,5000-00
12644,2806,2,,101,Product 101,SUP-PART-101,931,1,1828.37,1702212.47,2023-01-22,2023-01-16,RECEIVED,0,931,TAX1,136177.0,5000-00
12645,2806,3,,223,Product 223,SUP-PART-223,317,1,4831.03,1531436.51,2023-03-14,2023-03-15,CANCELLED,317,0,TAX1,122514.92,5000-00
12646,2806,4,,87,Product 87,SUP-PART-87,284,1,3970.53,1127630.52,2023-03-01,2023-02-25,CLOSED,284,284,TAX1,90210.44,5000-00
12647,2806,5,,373,Product 373,SUP-PART-373,608,1,3190.74,1939969.92,2023-03-27,2023-03-21,OPEN,608,608,TAX1,155197.59,5000-00
12648,2806,6,,280,Product 280,SUP-PART-280,128,1,3154.96,403834.88,2023-03-17,2023-03-17,CLOSED,0,0,TAX1,32306.79,5000-00
12649,2806,7,,91,Product 91,SUP-PART-91,276,1,4829.52,1332947.52,2023-02-26,2023-03-05,RECEIVED,276,276,TAX1,106635.8,5000-00
12650,2807,1,,277,Product 277,SUP-PART-277,357,1,687.45,245419.65,2024-11-22,2024-11-16,OPEN,357,357,TAX1,19633.57,5000-00
12651,2807,2,,21,Product 21,SUP-PART-21,467,1,3865.07,1804987.69,2024-11-27,2024-11-24,CANCELLED,0,0,TAX1,144399.02,5000-00
12652,2808,1,,2,Product 2,SUP-PART-2,132,1,264.65,34933.8,2024-01-05,2024-01-08,RECEIVED,0,0,TAX1,2794.7,5000-00
12653,2808,2,,140,Product 140,SUP-PART-140,520,1,1911.02,993730.4,2024-02-29,2024-03-07,RECEIVED,520,520,TAX1,79498.43,5000-00
12654,2809,1,,187,Product 187,SUP-PART-187,58,1,2954.84,171380.72,2024-01-29,2024-01-31,CANCELLED,0,0,TAX1,13710.46,5000-00
12655,2809,2,,338,Product 338,SUP-PART-338,347,1,2073.33,719445.51,2023-12-11,2023-12-11,CLOSED,347,0,TAX1,57555.64,5000-00
12656,2809,3,,105,Product 105,SUP-PART-105,85,1,4420.6,375751.0,2024-01-12,2024-01-08,RECEIVED,85,85,TAX1,30060.08,5000-00
12657,2810,1,,36,Product 36,SUP-PART-36,374,1,3585.26,1340887.24,2023-05-16,2023-05-13,RECEIVED,374,0,TAX1,107270.98,5000-00
12658,2810,2,,232,Product 232,SUP-PART-232,469,1,3875.74,1817722.06,2023-05-02,2023-05-03,CLOSED,469,469,TAX1,145417.76,5000-00
12659,2810,3,,361,Product 361,SUP-PART-361,104,1,3167.2,329388.8,2023-06-07,2023-06-12,OPEN,104,104,TAX1,26351.1,5000-00
12660,2811,1,,470,Product 470,SUP-PART-470,443,1,3563.43,1578599.49,2024-10-22,2024-10-18,OPEN,443,443,TAX1,126287.96,5000-00
12661,2811,2,,113,Product 113,SUP-PART-113,656,1,1246.34,817599.04,2024-11-11,2024-11-09,RECEIVED,656,0,TAX1,65407.92,5000-00
12662,2811,3,,169,Product 169,SUP-PART-169,400,1,3766.49,1506596.0,2024-09-18,2024-09-24,RECEIVED,400,400,TAX1,120527.68,5000-00
12663,2811,4,,423,Product 423,SUP-PART-423,202,1,2366.05,477942.1,2024-10-12,2024-10-08,RECEIVED,202,0,TAX1,38235.37,5000-00
12664,2811,5,,109,Product 109,SUP-PART-109,295,1,4896.24,1444390.8,2024-11-15,2024-11-10,CANCELLED,0,295,TAX1,115551.26,5000-00
12665,2811,6,,297,Product 297,SUP-PART-297,83,1,3233.06,268343.98,2024-10-30,2024-10-28,RECEIVED,83,83,TAX1,21467.52,5000-00
12666,2811,7,,222,Product 222,SUP-PART-222,611,1,1992.94,1217686.34,2024-11-07,2024-11-11,CLOSED,611,611,TAX1,97414.91,5000-00
12667,2812,1,,164,Product 164,SUP-PART-164,158,1,3584.65,566374.7,2024-07-23,2024-07-30,CLOSED,158,158,TAX1,45309.98,5000-00
12668,2812,2,,223,Product 223,SUP-PART-223,57,1,1222.78,69698.46,2024-06-20,2024-06-25,CLOSED,0,57,TAX1,5575.88,5000-00
12669,2812,3,,482,Product 482,SUP-PART-482,772,1,4825.91,3725602.52,2024-07-12,2024-07-15,CLOSED,0,772,TAX1,298048.2,5000-00
12670,2812,4,,438,Product 438,SUP-PART-438,692,1,2585.67,1789283.64,2024-06-21,2024-06-23,RECEIVED,692,0,TAX1,143142.69,5000-00
12671,2813,1,,248,Product 248,SUP-PART-248,519,1,2467.26,1280507.94,2024-01-30,2024-01-31,CLOSED,0,0,TAX1,102440.64,5000-00
12672,2813,2,,193,Product 193,SUP-PART-193,442,1,2000.07,884030.94,2024-01-14,2024-01-19,CLOSED,442,442,TAX1,70722.48,5000-00
12673,2813,3,,218,Product 218,SUP-PART-218,660,1,3153.99,2081633.4,2024-01-05,2024-01-08,OPEN,660,0,TAX1,166530.67,5000-00
12674,2814,1,,365,Product 365,SUP-PART-365,60,1,872.91,52374.6,2025-01-01,2025-01-07,RECEIVED,0,60,TAX1,4189.97,5000-00
12675,2814,2,,242,Product 242,SUP-PART-242,723,1,4462.28,3226228.44,2025-01-08,2025-01-01,CANCELLED,723,0,TAX1,258098.28,5000-00
12676,2814,3,,406,Product 406,SUP-PART-406,186,1,3429.24,637838.64,2024-12-30,2024-12-31,OPEN,186,186,TAX1,51027.09,5000-00
12677,2814,4,,324,Product 324,SUP-PART-324,553,1,3617.34,2000389.02,2024-12-13,2024-12-13,CLOSED,553,553,TAX1,160031.12,5000-00
12678,2814,5,,120,Product 120,SUP-PART-120,640,1,637.57,408044.8,2025-01-03,2024-12-29,CLOSED,0,640,TAX1,32643.58,5000-00
12679,2814,6,,284,Product 284,SUP-PART-284,900,1,1978.85,1780965.0,2025-02-14,2025-02-17,RECEIVED,900,900,TAX1,142477.2,5000-00
12680,2814,7,,310,Product 310,SUP-PART-310,259,1,3829.97,991962.23,2025-02-10,2025-02-17,OPEN,259,259,TAX1,79356.98,5000-00
12681,2814,8,,257,Product 257,SUP-PART-257,332,1,3979.67,1321250.44,2024-12-13,2024-12-11,CANCELLED,0,332,TAX1,105700.04,5000-00
12682,2815,1,,120,Product 120,SUP-PART-120,58,1,3558.56,206396.48,2023-10-04,2023-10-02,OPEN,0,58,TAX1,16511.72,5000-00
12683,2815,2,,426,Product 426,SUP-PART-426,375,1,3780.01,1417503.75,2023-11-03,2023-11-01,RECEIVED,375,375,TAX1,113400.3,5000-00
12684,2815,3,,121,Product 121,SUP-PART-121,587,1,1343.12,788411.44,2023-11-01,2023-11-08,OPEN,587,0,TAX1,63072.92,5000-00
12685,2816,1,,84,Product 84,SUP-PART-84,857,1,4828.11,4137690.27,2024-08-04,2024-08-07,OPEN,857,857,TAX1,331015.22,5000-00
12686,2816,2,,314,Product 314,SUP-PART-314,231,1,2931.94,677278.14,2024-08-20,2024-08-25,RECEIVED,231,0,TAX1,54182.25,5000-00
12687,2816,3,,437,Product 437,SUP-PART-437,614,1,4820.52,2959799.28,2024-07-08,2024-07-14,CANCELLED,0,614,TAX1,236783.94,5000-00
12688,2816,4,,470,Product 470,SUP-PART-470,719,1,1257.72,904300.68,2024-08-04,2024-08-10,CLOSED,719,719,TAX1,72344.05,5000-00
12689,2817,1,,129,Product 129,SUP-PART-129,12,1,1320.95,15851.4,2024-07-31,2024-08-05,CLOSED,12,0,TAX1,1268.11,5000-00
12690,2817,2,,61,Product 61,SUP-PART-61,588,1,4505.26,2649092.88,2024-08-27,2024-08-22,CANCELLED,588,0,TAX1,211927.43,5000-00
12691,2817,3,,489,Product 489,SUP-PART-489,158,1,2999.41,473906.78,2024-07-29,2024-07-29,CLOSED,158,0,TAX1,37912.54,5000-00
12692,2817,4,,320,Product 320,SUP-PART-320,291,1,4369.14,1271419.74,2024-06-24,2024-06-28,CANCELLED,291,0,TAX1,101713.58,5000-00
12693,2817,5,,187,Product 187,SUP-PART-187,930,1,3147.5,2927175.0,2024-07-17,2024-07-19,OPEN,0,930,TAX1,234174.0,5000-00
12694,2817,6,,342,Product 342,SUP-PART-342,572,1,4475.7,2560100.4,2024-06-26,2024-07-03,OPEN,572,572,TAX1,204808.03,5000-00
12695,2817,7,,230,Product 230,SUP-PART-230,899,1,1939.4,1743520.6,2024-06-21,2024-06-21,OPEN,899,899,TAX1,139481.65,5000-00
12696,2817,8,,138,Product 138,SUP-PART-138,951,1,2154.35,2048786.85,2024-07-06,2024-07-13,CLOSED,0,951,TAX1,163902.95,5000-00
12697,2818,1,,408,Product 408,SUP-PART-408,666,1,353.25,235264.5,2024-12-09,2024-12-13,CLOSED,666,666,TAX1,18821.16,5000-00
12698,2819,1,,23,Product 23,SUP-PART-23,807,1,4101.88,3310217.16,2024-07-02,2024-06-29,CLOSED,807,807,TAX1,264817.37,5000-00
12699,2819,2,,104,Product 104,SUP-PART-104,514,1,2476.78,1273064.92,2024-07-02,2024-07-06,CLOSED,514,0,TAX1,101845.19,5000-00
12700,2819,3,,9,Product 9,SUP-PART-9,415,1,2867.08,1189838.2,2024-07-05,2024-07-08,CLOSED,415,415,TAX1,95187.06,5000-00
12701,2819,4,,176,Product 176,SUP-PART-176,618,1,2189.58,1353160.44,2024-05-28,2024-05-22,CLOSED,618,618,TAX1,108252.84,5000-00
12702,2819,5,,320,Product 320,SUP-PART-320,974,1,4456.49,4340621.26,2024-08-04,2024-08-02,OPEN,0,0,TAX1,347249.7,5000-00
12703,2819,6,,381,Product 381,SUP-PART-381,47,1,4445.58,208942.26,2024-06-05,2024-06-03,CLOSED,47,47,TAX1,16715.38,5000-00
12704,2819,7,,441,Product 441,SUP-PART-441,431,1,105.22,45349.82,2024-06-13,2024-06-08,CANCELLED,431,431,TAX1,3627.99,5000-00
12705,2819,8,,213,Product 213,SUP-PART-213,663,1,4623.66,3065486.58,2024-07-06,2024-07-01,CANCELLED,663,663,TAX1,245238.93,5000-00
12706,2820,1,,419,Product 419,SUP-PART-419,553,1,279.82,154740.46,2024-09-16,2024-09-12,CLOSED,553,553,TAX1,12379.24,5000-00
12707,2820,2,,50,Product 50,SUP-PART-50,260,1,156.78,40762.8,2024-08-31,2024-08-30,RECEIVED,260,260,TAX1,3261.02,5000-00
12708,2821,1,,308,Product 308,SUP-PART-308,497,1,722.37,359017.89,2024-12-03,2024-11-30,CANCELLED,497,497,TAX1,28721.43,5000-00
12709,2821,2,,470,Product 470,SUP-PART-470,309,1,3060.31,945635.79,2024-10-20,2024-10-23,RECEIVED,0,309,TAX1,75650.86,5000-00
12710,2821,3,,166,Product 166,SUP-PART-166,30,1,2184.95,65548.5,2024-10-08,2024-10-07,OPEN,30,30,TAX1,5243.88,5000-00
12711,2821,4,,127,Product 127,SUP-PART-127,141,1,3947.05,556534.05,2024-11-21,2024-11-21,CANCELLED,141,141,TAX1,44522.72,5000-00
12712,2821,5,,376,Product 376,SUP-PART-376,236,1,1937.45,457238.2,2024-09-19,2024-09-13,CANCELLED,236,236,TAX1,36579.06,5000-00
12713,2822,1,,5,Product 5,SUP-PART-5,886,1,3256.99,2885693.14,2023-12-26,2023-12-25,RECEIVED,886,886,TAX1,230855.45,5000-00
12714,2822,2,,232,Product 232,SUP-PART-232,571,1,1829.01,1044364.71,2024-01-21,2024-01-26,CLOSED,571,571,TAX1,83549.18,5000-00
12715,2822,3,,359,Product 359,SUP-PART-359,595,1,4886.84,2907669.8,2024-01-15,2024-01-14,OPEN,595,0,TAX1,232613.58,5000-00
12716,2822,4,,190,Product 190,SUP-PART-190,869,1,1374.58,1194510.02,2024-02-28,2024-02-26,CANCELLED,869,0,TAX1,95560.8,5000-00
12717,2822,5,,72,Product 72,SUP-PART-72,473,1,436.11,206280.03,2024-02-05,2024-02-10,OPEN,473,473,TAX1,16502.4,5000-00
12718,2822,6,,360,Product 360,SUP-PART-360,108,1,2956.65,319318.2,2024-02-08,2024-02-14,CANCELLED,108,108,TAX1,25545.46,5000-00
12719,2822,7,,487,Product 487,SUP-PART-487,833,1,3443.68,2868585.44,2024-01-06,2024-01-13,CLOSED,833,833,TAX1,229486.84,5000-00
12720,2822,8,,162,Product 162,SUP-PART-162,262,1,1515.02,396935.24,2024-01-04,2023-12-30,RECEIVED,0,262,TAX1,31754.82,5000-00
12721,2823,1,,208,Product 208,SUP-PART-208,828,1,4187.28,3467067.84,2023-10-02,2023-10-09,RECEIVED,828,828,TAX1,277365.43,5000-00
12722,2823,2,,500,Product 500,SUP-PART-500,138,1,128.81,17775.78,2023-12-03,2023-12-06,OPEN,138,138,TAX1,1422.06,5000-00
12723,2823,3,,483,Product 483,SUP-PART-483,303,1,893.81,270824.43,2023-10-21,2023-10-22,CANCELLED,303,303,TAX1,21665.95,5000-00
12724,2823,4,,162,Product 162,SUP-PART-162,340,1,1879.93,639176.2,2023-10-26,2023-10-26,OPEN,340,340,TAX1,51134.1,5000-00
12725,2823,5,,114,Product 114,SUP-PART-114,649,1,4697.6,3048742.4,2023-09-30,2023-09-24,CLOSED,649,649,TAX1,243899.39,5000-00
12726,2823,6,,195,Product 195,SUP-PART-195,229,1,53.46,12242.34,2023-11-01,2023-11-06,CANCELLED,0,0,TAX1,979.39,5000-00
12727,2824,1,,211,Product 211,SUP-PART-211,622,1,4112.12,2557738.64,2023-09-26,2023-10-01,OPEN,622,0,TAX1,204619.09,5000-00
12728,2824,2,,73,Product 73,SUP-PART-73,643,1,2807.16,1805003.88,2023-09-24,2023-09-30,RECEIVED,643,643,TAX1,144400.31,5000-00
12729,2824,3,,363,Product 363,SUP-PART-363,988,1,4972.63,4912958.44,2023-11-15,2023-11-17,CLOSED,988,988,TAX1,393036.68,5000-00
12730,2824,4,,461,Product 461,SUP-PART-461,354,1,4649.02,1645753.08,2023-11-03,2023-10-27,CLOSED,354,354,TAX1,131660.25,5000-00
12731,2824,5,,488,Product 488,SUP-PART-488,350,1,3979.64,1392874.0,2023-11-01,2023-11-01,RECEIVED,350,0,TAX1,111429.92,5000-00
12732,2824,6,,232,Product 232,SUP-PART-232,283,1,3785.14,1071194.62,2023-10-28,2023-10-25,CLOSED,283,283,TAX1,85695.57,5000-00
12733,2824,7,,100,Product 100,SUP-PART-100,783,1,3938.11,3083540.13,2023-10-04,2023-10-06,CANCELLED,0,783,TAX1,246683.21,5000-00
12734,2825,1,,114,Product 114,SUP-PART-114,658,1,182.76,120256.08,2025-02-21,2025-02-14,CANCELLED,658,0,TAX1,9620.49,5000-00
12735,2825,2,,408,Product 408,SUP-PART-408,261,1,1636.24,427058.64,2025-01-08,2025-01-01,CANCELLED,261,0,TAX1,34164.69,5000-00
12736,2825,3,,295,Product 295,SUP-PART-295,163,1,4551.6,741910.8,2025-01-21,2025-01-26,CANCELLED,163,163,TAX1,59352.86,5000-00
12737,2825,4,,367,Product 367,SUP-PART-367,786,1,4965.39,3902796.54,2025-01-06,2025-01-12,CANCELLED,786,786,TAX1,312223.72,5000-00
12738,2825,5,,100,Product 100,SUP-PART-100,868,1,95.91,83249.88,2025-01-09,2025-01-14,OPEN,868,868,TAX1,6659.99,5000-00
12739,2826,1,,192,Product 192,SUP-PART-192,695,1,2303.5,1600932.5,2024-06-05,2024-06-10,RECEIVED,695,695,TAX1,128074.6,5000-00
12740,2826,2,,122,Product 122,SUP-PART-122,853,1,4668.0,3981804.0,2024-05-26,2024-05-21,OPEN,853,0,TAX1,318544.32,5000-00
12741,2826,3,,491,Product 491,SUP-PART-491,664,1,2212.94,1469392.16,2024-05-21,2024-05-17,CLOSED,0,0,TAX1,117551.37,5000-00
12742,2826,4,,418,Product 418,SUP-PART-418,160,1,2694.14,431062.4,2024-07-14,2024-07-11,RECEIVED,160,160,TAX1,34484.99,5000-00
12743,2827,1,,79,Product 79,SUP-PART-79,789,1,3639.5,2871565.5,2024-06-11,2024-06-05,CANCELLED,789,789,TAX1,229725.24,5000-00
12744,2827,2,,251,Product 251,SUP-PART-251,780,1,4257.0,3320460.0,2024-07-18,2024-07-17,OPEN,0,0,TAX1,265636.8,5000-00
12745,2827,3,,6,Product 6,SUP-PART-6,508,1,1350.82,686216.56,2024-06-29,2024-06-26,OPEN,508,508,TAX1,54897.32,5000-00
12746,2827,4,,191,Product 191,SUP-PART-191,881,1,3608.89,3179432.09,2024-06-04,2024-06-08,CANCELLED,881,0,TAX1,254354.57,5000-00
12747,2827,5,,111,Product 111,SUP-PART-111,716,1,2408.04,1724156.64,2024-05-23,2024-05-30,RECEIVED,716,0,TAX1,137932.53,5000-00
12748,2827,6,,42,Product 42,SUP-PART-42,424,1,1827.02,774656.48,2024-06-11,2024-06-17,CANCELLED,0,424,TAX1,61972.52,5000-00
12749,2827,7,,8,Product 8,SUP-PART-8,342,1,3447.54,1179058.68,2024-07-10,2024-07-09,RECEIVED,342,342,TAX1,94324.69,5000-00
12750,2827,8,,14,Product 14,SUP-PART-14,469,1,1079.62,506341.78,2024-07-25,2024-07-30,CLOSED,469,469,TAX1,40507.34,5000-00
12751,2828,1,,482,Product 482,SUP-PART-482,343,1,3882.78,1331793.54,2023-06-17,2023-06-18,RECEIVED,343,0,TAX1,106543.48,5000-00
12752,2828,2,,58,Product 58,SUP-PART-58,816,1,2804.11,2288153.76,2023-06-19,2023-06-26,OPEN,816,816,TAX1,183052.3,5000-00
12753,2828,3,,134,Product 134,SUP-PART-134,935,1,1557.25,1456028.75,2023-06-14,2023-06-10,CLOSED,935,935,TAX1,116482.3,5000-00
12754,2828,4,,54,Product 54,SUP-PART-54,286,1,2582.7,738652.2,2023-05-30,2023-05-30,CLOSED,286,286,TAX1,59092.18,5000-00
12755,2828,5,,17,Product 17,SUP-PART-17,781,1,1016.34,793761.54,2023-06-28,2023-06-25,CANCELLED,781,781,TAX1,63500.92,5000-00
12756,2828,6,,35,Product 35,SUP-PART-35,694,1,894.36,620685.84,2023-07-03,2023-07-04,CANCELLED,694,0,TAX1,49654.87,5000-00
12757,2829,1,,382,Product 382,SUP-PART-382,665,1,1455.04,967601.6,2023-06-05,2023-06-12,OPEN,0,0,TAX1,77408.13,5000-00
12758,2829,2,,104,Product 104,SUP-PART-104,99,1,3050.64,302013.36,2023-06-07,2023-05-31,RECEIVED,99,99,TAX1,24161.07,5000-00
12759,2829,3,,278,Product 278,SUP-PART-278,542,1,1664.81,902327.02,2023-04-15,2023-04-11,CANCELLED,542,542,TAX1,72186.16,5000-00
12760,2829,4,,405,Product 405,SUP-PART-405,410,1,4197.5,1720975.0,2023-06-07,2023-05-31,RECEIVED,410,410,TAX1,137678.0,5000-00
12761,2829,5,,72,Product 72,SUP-PART-72,618,1,3025.67,1869864.06,2023-03-29,2023-03-25,CANCELLED,0,618,TAX1,149589.12,5000-00
12762,2829,6,,93,Product 93,SUP-PART-93,116,1,222.93,25859.88,2023-04-09,2023-04-14,OPEN,116,0,TAX1,2068.79,5000-00
12763,2830,1,,166,Product 166,SUP-PART-166,73,1,2598.37,189681.01,2024-03-31,2024-03-31,RECEIVED,73,73,TAX1,15174.48,5000-00
12764,2830,2,,36,Product 36,SUP-PART-36,402,1,4635.6,1863511.2,2024-05-09,2024-05-05,OPEN,402,0,TAX1,149080.9,5000-00
12765,2830,3,,497,Product 497,SUP-PART-497,787,1,4567.48,3594606.76,2024-05-26,2024-05-21,RECEIVED,787,787,TAX1,287568.54,5000-00
12766,2830,4,,253,Product 253,SUP-PART-253,370,1,4004.94,1481827.8,2024-04-29,2024-05-06,RECEIVED,0,370,TAX1,118546.22,5000-00
12767,2830,5,,297,Product 297,SUP-PART-297,473,1,2594.96,1227416.08,2024-04-12,2024-04-13,CLOSED,473,0,TAX1,98193.29,5000-00
12768,2830,6,,201,Product 201,SUP-PART-201,233,1,2197.43,512001.19,2024-05-03,2024-05-03,CANCELLED,233,233,TAX1,40960.1,5000-00
12769,2831,1,,96,Product 96,SUP-PART-96,888,1,810.44,719670.72,2023-09-28,2023-10-03,CLOSED,888,888,TAX1,57573.66,5000-00
12770,2831,2,,468,Product 468,SUP-PART-468,812,1,1004.81,815905.72,2023-08-06,2023-07-30,CLOSED,812,812,TAX1,65272.46,5000-00
12771,2832,1,,363,Product 363,SUP-PART-363,738,1,3950.46,2915439.48,2023-04-08,2023-04-08,OPEN,738,738,TAX1,233235.16,5000-00
12772,2832,2,,107,Product 107,SUP-PART-107,284,1,4036.23,1146289.32,2023-05-03,2023-05-02,CLOSED,284,284,TAX1,91703.15,5000-00
12773,2833,1,,429,Product 429,SUP-PART-429,197,1,3257.91,641808.27,2024-08-24,2024-08-30,CANCELLED,197,0,TAX1,51344.66,5000-00
12774,2834,1,,429,Product 429,SUP-PART-429,362,1,1268.63,459244.06,2024-08-03,2024-08-10,RECEIVED,362,362,TAX1,36739.52,5000-00
12775,2834,2,,408,Product 408,SUP-PART-408,64,1,76.27,4881.28,2024-07-15,2024-07-17,RECEIVED,64,64,TAX1,390.5,5000-00
12776,2834,3,,233,Product 233,SUP-PART-233,251,1,399.83,100357.33,2024-06-29,2024-06-27,CLOSED,251,251,TAX1,8028.59,5000-00
12777,2834,4,,475,Product 475,SUP-PART-475,459,1,4610.52,2116228.68,2024-07-14,2024-07-09,RECEIVED,459,459,TAX1,169298.29,5000-00
12778,2834,5,,100,Product 100,SUP-PART-100,441,1,4283.78,1889146.98,2024-08-15,2024-08-11,CANCELLED,441,441,TAX1,151131.76,5000-00
12779,2835,1,,481,Product 481,SUP-PART-481,781,1,2819.19,2201787.39,2023-11-02,2023-11-05,RECEIVED,0,781,TAX1,176142.99,5000-00
12780,2835,2,,187,Product 187,SUP-PART-187,79,1,1131.41,89381.39,2023-11-28,2023-11-26,RECEIVED,79,0,TAX1,7150.51,5000-00
12781,2835,3,,336,Product 336,SUP-PART-336,36,1,1491.12,53680.32,2023-12-27,2023-12-22,RECEIVED,36,0,TAX1,4294.43,5000-00
12782,2835,4,,191,Product 191,SUP-PART-191,380,1,4994.48,1897902.4,2024-01-05,2024-01-10,CANCELLED,380,380,TAX1,151832.19,5000-00
12783,2836,1,,67,Product 67,SUP-PART-67,137,1,2147.19,294165.03,2023-07-13,2023-07-09,RECEIVED,137,137,TAX1,23533.2,5000-00
12784,2836,2,,407,Product 407,SUP-PART-407,882,1,243.56,214819.92,2023-06-09,2023-06-13,RECEIVED,0,882,TAX1,17185.59,5000-00
12785,2836,3,,120,Product 120,SUP-PART-120,323,1,1925.25,621855.75,2023-06-16,2023-06-20,RECEIVED,323,0,TAX1,49748.46,5000-00
12786,2836,4,,299,Product 299,SUP-PART-299,417,1,3683.69,1536098.73,2023-07-06,2023-07-08,RECEIVED,417,0,TAX1,122887.9,5000-00
12787,2836,5,,240,Product 240,SUP-PART-240,112,1,3559.76,398693.12,2023-05-26,2023-05-30,RECEIVED,112,112,TAX1,31895.45,5000-00
12788,2836,6,,356,Product 356,SUP-PART-356,216,1,171.21,36981.36,2023-06-07,2023-06-01,OPEN,216,0,TAX1,2958.51,5000-00
12789,2837,1,,167,Product 167,SUP-PART-167,765,1,3300.52,2524897.8,2024-12-24,2024-12-24,CANCELLED,0,765,TAX1,201991.82,5000-00
12790,2837,2,,469,Product 469,SUP-PART-469,742,1,417.89,310074.38,2024-11-28,2024-11-21,CANCELLED,742,0,TAX1,24805.95,5000-00
12791,2837,3,,348,Product 348,SUP-PART-348,558,1,4358.48,2432031.84,2024-11-13,2024-11-17,CANCELLED,0,558,TAX1,194562.55,5000-00
12792,2837,4,,472,Product 472,SUP-PART-472,944,1,4422.96,4175274.24,2024-11-04,2024-11-07,RECEIVED,944,944,TAX1,334021.94,5000-00
12793,2838,1,,248,Product 248,SUP-PART-248,373,1,4340.68,1619073.64,2024-04-15,2024-04-19,OPEN,373,373,TAX1,129525.89,5000-00
12794,2838,2,,198,Product 198,SUP-PART-198,160,1,1586.87,253899.2,2024-03-15,2024-03-16,RECEIVED,0,160,TAX1,20311.94,5000-00
12795,2838,3,,437,Product 437,SUP-PART-437,67,1,728.03,48778.01,2024-04-16,2024-04-18,RECEIVED,0,67,TAX1,3902.24,5000-00
12796,2838,4,,302,Product 302,SUP-PART-302,616,1,405.19,249597.04,2024-04-21,2024-04-16,CLOSED,616,616,TAX1,19967.76,5000-00
12797,2838,5,,184,Product 184,SUP-PART-184,870,1,1883.06,1638262.2,2024-05-08,2024-05-03,CANCELLED,0,0,TAX1,131060.98,5000-00
12798,2838,6,,119,Product 119,SUP-PART-119,74,1,1308.02,96793.48,2024-04-29,2024-05-03,OPEN,74,0,TAX1,7743.48,5000-00
12799,2839,1,,308,Product 308,SUP-PART-308,293,1,3867.18,1133083.74,2023-10-09,2023-10-12,OPEN,293,293,TAX1,90646.7,5000-00
12800,2839,2,,429,Product 429,SUP-PART-429,973,1,4075.85,3965802.05,2023-12-06,2023-12-11,OPEN,973,973,TAX1,317264.16,5000-00
12801,2839,3,,411,Product 411,SUP-PART-411,851,1,1969.03,1675644.53,2023-12-02,2023-11-26,RECEIVED,0,0,TAX1,134051.56,5000-00
