INDEX_ID,INDEX_DATE,COMMODITY_TYPE,COMMODITY_NAME,INDEX_VALUE,INDEX_UNIT,CURRENCY_ID,PERCENTAGE_CHANGE_DAILY,PERCENTAGE_CHANGE_WEEKLY,PERCENTAGE_CHANGE_MONTHLY,DATA_SOURCE,CREATED_TIMESTAMP
369,2023-10-08,Precision Components,Precision Components,2226.77,USD/UNIT,1,1.5175,0.9627,-1.401,LME,2023-10-08 00:00:00
370,2023-10-15,Thermal Systems,Thermal Systems,2520.23,USD/UNIT,1,-1.3992,-3.9378,-9.232,CME,2023-10-15 00:00:00
371,2023-10-15,Hydraulic Systems,Hydraulic Systems,1664.8,USD/UNIT,1,-1.9156,-5.7701,8.7129,LME,2023-10-15 00:00:00
372,2023-10-15,Pneumatic Systems,Pneumatic Systems,1242.89,USD/UNIT,1,0.4069,4.3568,0.3941,CME,2023-10-15 00:00:00
373,2023-10-15,Alloys & Metals,Alloys & Metals,3387.56,USD/UNIT,1,-0.8729,-0.2147,-2.3576,ICE,2023-10-15 00:00:00
374,2023-10-15,Polymers & Plastics,Polymers & Plastics,845.52,USD/UNIT,1,0.5986,5.4258,1.9681,LME,2023-10-15 00:00:00
375,2023-10-15,Electronic Components,Electronic Components,156.94,USD/UNIT,1,0.073,2.7481,4.0691,CME,2023-10-15 00:00:00
376,2023-10-15,Reagents & Chemicals,Reagents & Chemicals,491.6,USD/UNIT,1,0.7001,-6.181,-11.4193,ICE,2023-10-15 00:00:00
377,2023-10-15,Bio-Robotics,Bio-Robotics,5124.36,USD/UNIT,1,1.3229,-3.5327,-6.3811,ICE,2023-10-15 00:00:00
378,2023-10-15,Precision Components,Precision Components,2303.79,USD/UNIT,1,0.4705,-7.6081,1.327,CME,2023-10-15 00:00:00
379,2023-10-22,Thermal Systems,Thermal Systems,2634.38,USD/UNIT,1,1.2623,-1.3881,-1.4355,CME,2023-10-22 00:00:00
380,2023-10-22,Hydraulic Systems,Hydraulic Systems,1661.73,USD/UNIT,1,0.7717,1.7271,-7.4253,LME,2023-10-22 00:00:00
381,2023-10-22,Pneumatic Systems,Pneumatic Systems,1320.27,USD/UNIT,1,-1.3806,-0.9188,5.2842,ICE,2023-10-22 00:00:00
382,2023-10-22,Alloys & Metals,Alloys & Metals,3662.42,USD/UNIT,1,4.4851,-1.6046,5.2483,LME,2023-10-22 00:00:00
383,2023-10-22,Polymers & Plastics,Polymers & Plastics,814.98,USD/UNIT,1,0.9255,0.3787,-0.0723,LME,2023-10-22 00:00:00
384,2023-10-22,Electronic Components,Electronic Components,148.95,USD/UNIT,1,-1.6476,1.5804,4.9248,ICE,2023-10-22 00:00:00
385,2023-10-22,Reagents & Chemicals,Reagents & Chemicals,433.29,USD/UNIT,1,0.8243,-5.1887,-2.7931,COMEX,2023-10-22 00:00:00
386,2023-10-22,Bio-Robotics,Bio-Robotics,4958.01,USD/UNIT,1,-2.4973,-1.8283,7.4267,COMEX,2023-10-22 00:00:00
387,2023-10-22,Precision Components,Precision Components,2221.34,USD/UNIT,1,-1.6613,-1.5371,-0.3665,ICE,2023-10-22 00:00:00
388,2023-10-29,Thermal Systems,Thermal Systems,2424.78,USD/UNIT,1,2.3151,2.0839,1.1154,CME,2023-10-29 00:00:00
389,2023-10-29,Hydraulic Systems,Hydraulic Systems,1723.16,USD/UNIT,1,-1.8114,-0.7338,-7.6842,ICE,2023-10-29 00:00:00
390,2023-10-29,Pneumatic Systems,Pneumatic Systems,1203.46,USD/UNIT,1,-2.0917,-1.5841,-5.3054,LME,2023-10-29 00:00:00
391,2023-10-29,Alloys & Metals,Alloys & Metals,3561.19,USD/UNIT,1,0.5184,-1.4598,-4.8838,CME,2023-10-29 00:00:00
392,2023-10-29,Polymers & Plastics,Polymers & Plastics,825.26,USD/UNIT,1,3.2225,-2.0784,-1.1506,CME,2023-10-29 00:00:00
393,2023-10-29,Electronic Components,Electronic Components,151.11,USD/UNIT,1,0.8957,3.7216,0.7606,ICE,2023-10-29 00:00:00
394,2023-10-29,Reagents & Chemicals,Reagents & Chemicals,432.65,USD/UNIT,1,0.2324,-1.1628,-8.9174,CME,2023-10-29 00:00:00
395,2023-10-29,Bio-Robotics,Bio-Robotics,5764.46,USD/UNIT,1,-2.157,0.0011,0.8047,LME,2023-10-29 00:00:00
396,2023-10-29,Precision Components,Precision Components,2239.11,USD/UNIT,1,0.2937,0.4646,-0.8261,CME,2023-10-29 00:00:00
397,2023-11-05,Thermal Systems,Thermal Systems,2445.07,USD/UNIT,1,-0.9253,5.0575,-3.0243,LME,2023-11-05 00:00:00
398,2023-11-05,Hydraulic Systems,Hydraulic Systems,1970.65,USD/UNIT,1,-1.279,-2.5057,-2.3747,LME,2023-11-05 00:00:00
399,2023-11-05,Pneumatic Systems,Pneumatic Systems,1252.57,USD/UNIT,1,-0.1089,-0.7746,-2.77,CME,2023-11-05 00:00:00
400,2023-11-05,Alloys & Metals,Alloys & Metals,3377.71,USD/UNIT,1,-0.9448,4.5057,0.2402,LME,2023-11-05 00:00:00
401,2023-11-05,Polymers & Plastics,Polymers & Plastics,828.64,USD/UNIT,1,3.2538,-0.9348,-2.2184,CME,2023-11-05 00:00:00
402,2023-11-05,Electronic Components,Electronic Components,144.55,USD/UNIT,1,-0.4276,0.8655,5.3457,ICE,2023-11-05 00:00:00
403,2023-11-05,Reagents & Chemicals,Reagents & Chemicals,465.83,USD/UNIT,1,-1.3022,-4.495,8.0158,COMEX,2023-11-05 00:00:00
404,2023-11-05,Bio-Robotics,Bio-Robotics,5666.84,USD/UNIT,1,-0.3748,2.2443,-0.9675,CME,2023-11-05 00:00:00
405,2023-11-05,Precision Components,Precision Components,2124.56,USD/UNIT,1,2.1055,1.0251,0.9621,COMEX,2023-11-05 00:00:00
406,2023-11-12,Thermal Systems,Thermal Systems,2528.73,USD/UNIT,1,0.005,1.2821,0.7856,CME,2023-11-12 00:00:00
407,2023-11-12,Hydraulic Systems,Hydraulic Systems,1788.96,USD/UNIT,1,1.4131,2.2459,3.3022,LME,2023-11-12 00:00:00
408,2023-11-12,Pneumatic Systems,Pneumatic Systems,1285.43,USD/UNIT,1,-2.6821,-0.2343,0.6732,COMEX,2023-11-12 00:00:00
409,2023-11-12,Alloys & Metals,Alloys & Metals,3544.88,USD/UNIT,1,1.4638,2.8648,-2.3758,LME,2023-11-12 00:00:00
410,2023-11-12,Polymers & Plastics,Polymers & Plastics,790.06,USD/UNIT,1,-0.6059,4.5498,1.8289,LME,2023-11-12 00:00:00
411,2023-11-12,Electronic Components,Electronic Components,145.27,USD/UNIT,1,1.5678,-1.4566,-3.1259,CME,2023-11-12 00:00:00
412,2023-11-12,Reagents & Chemicals,Reagents & Chemicals,445.86,USD/UNIT,1,1.2173,-4.8658,6.7041,LME,2023-11-12 00:00:00
413,2023-11-12,Bio-Robotics,Bio-Robotics,5266.26,USD/UNIT,1,0.8552,-1.2793,-3.5294,LME,2023-11-12 00:00:00
414,2023-11-12,Precision Components,Precision Components,2159.12,USD/UNIT,1,1.4776,2.1111,2.7387,ICE,2023-11-12 00:00:00
415,2023-11-19,Thermal Systems,Thermal Systems,2625.0,USD/UNIT,1,-0.8233,0.2436,-1.8248,CME,2023-11-19 00:00:00
416,2023-11-19,Hydraulic Systems,Hydraulic Systems,1846.92,USD/UNIT,1,3.1816,-2.008,-10.3885,LME,2023-11-19 00:00:00
417,2023-11-19,Pneumatic Systems,Pneumatic Systems,1178.86,USD/UNIT,1,-2.0679,4.8807,2.5265,LME,2023-11-19 00:00:00
418,2023-11-19,Alloys & Metals,Alloys & Metals,3477.78,USD/UNIT,1,-0.5203,9.3329,1.7839,LME,2023-11-19 00:00:00
419,2023-11-19,Polymers & Plastics,Polymers & Plastics,779.58,USD/UNIT,1,-2.3487,2.7437,3.3424,LME,2023-11-19 00:00:00
420,2023-11-19,Electronic Components,Electronic Components,149.02,USD/UNIT,1,1.3514,1.0262,-2.6801,LME,2023-11-19 00:00:00
421,2023-11-19,Reagents & Chemicals,Reagents & Chemicals,489.23,USD/UNIT,1,1.158,6.3761,-5.9738,ICE,2023-11-19 00:00:00
422,2023-11-19,Bio-Robotics,Bio-Robotics,5897.88,USD/UNIT,1,-0.0116,-1.9967,7.3844,LME,2023-11-19 00:00:00
423,2023-11-19,Precision Components,Precision Components,2309.73,USD/UNIT,1,-0.1316,0.1307,0.5483,COMEX,2023-11-19 00:00:00
424,2023-11-26,Thermal Systems,Thermal Systems,2400.7,USD/UNIT,1,-0.789,-0.812,-8.976,LME,2023-11-26 00:00:00
425,2023-11-26,Hydraulic Systems,Hydraulic Systems,1792.77,USD/UNIT,1,1.2953,1.9488,-5.2431,ICE,2023-11-26 00:00:00
426,2023-11-26,Pneumatic Systems,Pneumatic Systems,1145.63,USD/UNIT,1,-0.8414,7.1309,-4.3854,COMEX,2023-11-26 00:00:00
427,2023-11-26,Alloys & Metals,Alloys & Metals,3325.22,USD/UNIT,1,-1.9367,2.7338,4.0249,LME,2023-11-26 00:00:00
428,2023-11-26,Polymers & Plastics,Polymers & Plastics,809.64,USD/UNIT,1,1.788,4.6936,0.3158,COMEX,2023-11-26 00:00:00
429,2023-11-26,Electronic Components,Electronic Components,136.82,USD/UNIT,1,-0.2622,2.1987,4.8419,LME,2023-11-26 00:00:00
430,2023-11-26,Reagents & Chemicals,Reagents & Chemicals,490.97,USD/UNIT,1,0.2425,3.7714,-1.8151,LME,2023-11-26 00:00:00
431,2023-11-26,Bio-Robotics,Bio-Robotics,5554.52,USD/UNIT,1,-2.9032,0.7651,-1.7605,ICE,2023-11-26 00:00:00
432,2023-11-26,Precision Components,Precision Components,2281.01,USD/UNIT,1,-0.8277,4.0422,-1.0785,CME,2023-11-26 00:00:00
433,2023-12-03,Thermal Systems,Thermal Systems,2480.81,USD/UNIT,1,-1.0556,0.7207,2.7945,COMEX,2023-12-03 00:00:00
434,2023-12-03,Hydraulic Systems,Hydraulic Systems,1683.37,USD/UNIT,1,-1.1976,2.7338,1.3955,ICE,2023-12-03 00:00:00
435,2023-12-03,Pneumatic Systems,Pneumatic Systems,1132.6,USD/UNIT,1,-0.8161,3.9772,3.9394,LME,2023-12-03 00:00:00
436,2023-12-03,Alloys & Metals,Alloys & Metals,3592.69,USD/UNIT,1,-0.5451,2.2956,0.2208,LME,2023-12-03 00:00:00
437,2023-12-03,Polymers & Plastics,Polymers & Plastics,757.23,USD/UNIT,1,0.3503,1.0282,2.9724,ICE,2023-12-03 00:00:00
438,2023-12-03,Electronic Components,Electronic Components,154.44,USD/UNIT,1,-3.3297,-1.2759,-1.0593,COMEX,2023-12-03 00:00:00
439,2023-12-03,Reagents & Chemicals,Reagents & Chemicals,439.66,USD/UNIT,1,-1.0942,-2.3683,-7.2843,ICE,2023-12-03 00:00:00
440,2023-12-03,Bio-Robotics,Bio-Robotics,5933.03,USD/UNIT,1,0.7912,1.6081,5.1848,ICE,2023-12-03 00:00:00
441,2023-12-03,Precision Components,Precision Components,2034.28,USD/UNIT,1,-1.0785,-0.326,-8.182,CME,2023-12-03 00:00:00
442,2023-12-10,Thermal Systems,Thermal Systems,2404.11,USD/UNIT,1,0.4746,-3.7051,0.7345,LME,2023-12-10 00:00:00
443,2023-12-10,Hydraulic Systems,Hydraulic Systems,1809.38,USD/UNIT,1,3.2741,-3.8853,9.4925,ICE,2023-12-10 00:00:00
444,2023-12-10,Pneumatic Systems,Pneumatic Systems,1254.0,USD/UNIT,1,0.7224,-0.337,-1.2927,COMEX,2023-12-10 00:00:00
445,2023-12-10,Alloys & Metals,Alloys & Metals,3639.28,USD/UNIT,1,-0.6376,-2.745,1.9291,LME,2023-12-10 00:00:00
446,2023-12-10,Polymers & Plastics,Polymers & Plastics,827.74,USD/UNIT,1,-2.5539,-2.3583,4.7731,COMEX,2023-12-10 00:00:00
447,2023-12-10,Electronic Components,Electronic Components,149.26,USD/UNIT,1,-0.097,2.3307,5.9816,COMEX,2023-12-10 00:00:00
448,2023-12-10,Reagents & Chemicals,Reagents & Chemicals,452.32,USD/UNIT,1,2.0072,-3.4993,0.8821,CME,2023-12-10 00:00:00
449,2023-12-10,Bio-Robotics,Bio-Robotics,5743.73,USD/UNIT,1,0.5857,-1.4014,6.0368,CME,2023-12-10 00:00:00
450,2023-12-10,Precision Components,Precision Components,2190.6,USD/UNIT,1,0.1896,4.6183,0.4372,LME,2023-12-10 00:00:00
451,2023-12-17,Thermal Systems,Thermal Systems,2618.53,USD/UNIT,1,1.4825,1.0707,-5.2743,ICE,2023-12-17 00:00:00
452,2023-12-17,Hydraulic Systems,Hydraulic Systems,1778.98,USD/UNIT,1,-0.1156,-0.0362,-2.9769,COMEX,2023-12-17 00:00:00
453,2023-12-17,Pneumatic Systems,Pneumatic Systems,1256.31,USD/UNIT,1,0.673,-2.8326,-1.4229,ICE,2023-12-17 00:00:00
454,2023-12-17,Alloys & Metals,Alloys & Metals,3583.7,USD/UNIT,1,-0.2951,-0.7516,-5.1869,CME,2023-12-17 00:00:00
455,2023-12-17,Polymers & Plastics,Polymers & Plastics,854.81,USD/UNIT,1,1.275,-3.137,2.2912,LME,2023-12-17 00:00:00
456,2023-12-17,Electronic Components,Electronic Components,150.3,USD/UNIT,1,-2.728,0.9991,7.799,ICE,2023-12-17 00:00:00
457,2023-12-17,Reagents & Chemicals,Reagents & Chemicals,469.07,USD/UNIT,1,-1.6154,0.7147,-3.2544,ICE,2023-12-17 00:00:00
458,2023-12-17,Bio-Robotics,Bio-Robotics,5570.09,USD/UNIT,1,1.4812,1.4996,6.2724,COMEX,2023-12-17 00:00:00
459,2023-12-17,Precision Components,Precision Components,2002.61,USD/UNIT,1,-0.785,4.3358,-3.7464,LME,2023-12-17 00:00:00
460,2023-12-24,Thermal Systems,Thermal Systems,2453.99,USD/UNIT,1,0.2106,-2.8513,-1.0984,ICE,2023-12-24 00:00:00
461,2023-12-24,Hydraulic Systems,Hydraulic Systems,1849.59,USD/UNIT,1,1.0478,4.2392,6.6364,CME,2023-12-24 00:00:00
462,2023-12-24,Pneumatic Systems,Pneumatic Systems,1174.49,USD/UNIT,1,-0.3134,0.3057,9.7755,COMEX,2023-12-24 00:00:00
463,2023-12-24,Alloys & Metals,Alloys & Metals,3607.42,USD/UNIT,1,0.1809,2.4484,-13.3151,COMEX,2023-12-24 00:00:00
464,2023-12-24,Polymers & Plastics,Polymers & Plastics,804.0,USD/UNIT,1,-2.7659,2.9528,8.8587,COMEX,2023-12-24 00:00:00
465,2023-12-24,Electronic Components,Electronic Components,161.21,USD/UNIT,1,-0.4132,-1.8949,-3.3214,ICE,2023-12-24 00:00:00
466,2023-12-24,Reagents & Chemicals,Reagents & Chemicals,469.73,USD/UNIT,1,0.5055,-2.3857,4.2479,COMEX,2023-12-24 00:00:00
467,2023-12-24,Bio-Robotics,Bio-Robotics,5416.81,USD/UNIT,1,-2.2571,-0.0341,-0.3681,LME,2023-12-24 00:00:00
468,2023-12-24,Precision Components,Precision Components,2203.59,USD/UNIT,1,-0.6396,3.0862,4.6035,ICE,2023-12-24 00:00:00
469,2023-12-31,Thermal Systems,Thermal Systems,2561.38,USD/UNIT,1,1.4026,1.8839,0.6287,COMEX,2023-12-31 00:00:00
470,2023-12-31,Hydraulic Systems,Hydraulic Systems,1759.75,USD/UNIT,1,1.3299,-0.8025,-5.2215,LME,2023-12-31 00:00:00
471,2023-12-31,Pneumatic Systems,Pneumatic Systems,1160.18,USD/UNIT,1,-2.8138,2.7737,3.0774,ICE,2023-12-31 00:00:00
472,2023-12-31,Alloys & Metals,Alloys & Metals,3405.45,USD/UNIT,1,0.5386,-6.776,-0.5349,LME,2023-12-31 00:00:00
473,2023-12-31,Polymers & Plastics,Polymers & Plastics,787.73,USD/UNIT,1,2.3336,-0.3114,-0.9338,COMEX,2023-12-31 00:00:00
474,2023-12-31,Electronic Components,Electronic Components,151.69,USD/UNIT,1,-1.1773,-5.212,1.7331,ICE,2023-12-31 00:00:00
475,2023-12-31,Reagents & Chemicals,Reagents & Chemicals,441.59,USD/UNIT,1,-2.5684,3.2954,-5.2748,LME,2023-12-31 00:00:00
476,2023-12-31,Bio-Robotics,Bio-Robotics,5366.99,USD/UNIT,1,-1.7255,2.2066,5.1582,ICE,2023-12-31 00:00:00
477,2023-12-31,Precision Components,Precision Components,2308.05,USD/UNIT,1,-1.3955,2.8762,2.2193,ICE,2023-12-31 00:00:00
478,2024-01-07,Thermal Systems,Thermal Systems,2779.14,USD/UNIT,1,0.0722,3.1821,-1.0227,CME,2024-01-07 00:00:00
479,2024-01-07,Hydraulic Systems,Hydraulic Systems,1736.96,USD/UNIT,1,0.9262,-4.2562,-3.9336,COMEX,2024-01-07 00:00:00
480,2024-01-07,Pneumatic Systems,Pneumatic Systems,1159.78,USD/UNIT,1,0.0393,0.8475,-2.316,ICE,2024-01-07 00:00:00
481,2024-01-07,Alloys & Metals,Alloys & Metals,3525.06,USD/UNIT,1,-1.5446,-0.3755,-5.8133,ICE,2024-01-07 00:00:00
482,2024-01-07,Polymers & Plastics,Polymers & Plastics,837.25,USD/UNIT,1,0.4996,-7.1242,5.4366,LME,2024-01-07 00:00:00
483,2024-01-07,Electronic Components,Electronic Components,147.46,USD/UNIT,1,1.4643,-2.2471,6.2805,LME,2024-01-07 00:00:00
484,2024-01-07,Reagents & Chemicals,Reagents & Chemicals,474.15,USD/UNIT,1,-0.167,2.5831,0.24,ICE,2024-01-07 00:00:00
485,2024-01-07,Bio-Robotics,Bio-Robotics,5039.81,USD/UNIT,1,-1.4925,3.614,1.276,CME,2024-01-07 00:00:00
486,2024-01-07,Precision Components,Precision Components,2301.29,USD/UNIT,1,1.2581,0.2623,-2.94,COMEX,2024-01-07 00:00:00
487,2024-01-14,Thermal Systems,Thermal Systems,2439.74,USD/UNIT,1,-2.2567,-1.7104,-8.1881,LME,2024-01-14 00:00:00
488,2024-01-14,Hydraulic Systems,Hydraulic Systems,1692.1,USD/UNIT,1,-1.2585,4.4002,-1.1596,COMEX,2024-01-14 00:00:00
489,2024-01-14,Pneumatic Systems,Pneumatic Systems,1167.2,USD/UNIT,1,-1.5591,1.3934,10.0065,COMEX,2024-01-14 00:00:00
490,2024-01-14,Alloys & Metals,Alloys & Metals,3431.25,USD/UNIT,1,-0.5589,-4.7899,4.0342,COMEX,2024-01-14 00:00:00
491,2024-01-14,Polymers & Plastics,Polymers & Plastics,801.38,USD/UNIT,1,0.3396,0.7263,-2.8224,ICE,2024-01-14 00:00:00
492,2024-01-14,Electronic Components,Electronic Components,157.42,USD/UNIT,1,-1.2038,-1.3383,-9.2978,COMEX,2024-01-14 00:00:00
493,2024-01-14,Reagents & Chemicals,Reagents & Chemicals,448.53,USD/UNIT,1,-2.1461,0.7015,5.5832,CME,2024-01-14 00:00:00
494,2024-01-14,Bio-Robotics,Bio-Robotics,6125.93,USD/UNIT,1,-0.2887,1.8769,-5.5182,CME,2024-01-14 00:00:00
495,2024-01-14,Precision Components,Precision Components,2349.58,USD/UNIT,1,-0.9335,-1.6619,3.3265,ICE,2024-01-14 00:00:00
496,2024-01-21,Thermal Systems,Thermal Systems,2386.27,USD/UNIT,1,-1.903,-1.7705,-7.5282,ICE,2024-01-21 00:00:00
497,2024-01-21,Hydraulic Systems,Hydraulic Systems,1771.8,USD/UNIT,1,-0.704,4.7319,-5.9652,CME,2024-01-21 00:00:00
498,2024-01-21,Pneumatic Systems,Pneumatic Systems,1177.81,USD/UNIT,1,1.9651,4.2854,11.2888,LME,2024-01-21 00:00:00
499,2024-01-21,Alloys & Metals,Alloys & Metals,3405.23,USD/UNIT,1,3.7218,2.6485,2.1701,LME,2024-01-21 00:00:00
500,2024-01-21,Polymers & Plastics,Polymers & Plastics,822.03,USD/UNIT,1,1.3626,-5.3373,-2.264,CME,2024-01-21 00:00:00
501,2024-01-21,Electronic Components,Electronic Components,152.06,USD/UNIT,1,0.793,4.5411,2.2904,CME,2024-01-21 00:00:00
502,2024-01-21,Reagents & Chemicals,Reagents & Chemicals,435.83,USD/UNIT,1,-0.4531,-0.9638,-5.5221,CME,2024-01-21 00:00:00
503,2024-01-21,Bio-Robotics,Bio-Robotics,5645.66,USD/UNIT,1,-1.457,3.7905,1.5497,ICE,2024-01-21 00:00:00
504,2024-01-21,Precision Components,Precision Components,2385.59,USD/UNIT,1,-2.1098,0.1883,-4.2011,CME,2024-01-21 00:00:00
505,2024-01-28,Thermal Systems,Thermal Systems,2842.4,USD/UNIT,1,-3.0287,3.8626,1.5603,CME,2024-01-28 00:00:00
506,2024-01-28,Hydraulic Systems,Hydraulic Systems,1664.1,USD/UNIT,1,-1.4806,1.7365,5.5114,COMEX,2024-01-28 00:00:00
507,2024-01-28,Pneumatic Systems,Pneumatic Systems,1141.78,USD/UNIT,1,-1.0595,-2.3378,-4.4004,CME,2024-01-28 00:00:00
508,2024-01-28,Alloys & Metals,Alloys & Metals,3100.06,USD/UNIT,1,0.311,-1.8444,7.8545,CME,2024-01-28 00:00:00
509,2024-01-28,Polymers & Plastics,Polymers & Plastics,831.74,USD/UNIT,1,1.3503,-1.556,5.3289,LME,2024-01-28 00:00:00
510,2024-01-28,Electronic Components,Electronic Components,156.59,USD/UNIT,1,0.7284,-1.5512,5.6558,COMEX,2024-01-28 00:00:00
511,2024-01-28,Reagents & Chemicals,Reagents & Chemicals,413.94,USD/UNIT,1,-1.1925,4.4543,4.4083,CME,2024-01-28 00:00:00
512,2024-01-28,Bio-Robotics,Bio-Robotics,5199.96,USD/UNIT,1,-5.2525,-0.8078,-4.3563,CME,2024-01-28 00:00:00
513,2024-01-28,Precision Components,Precision Components,2486.93,USD/UNIT,1,-0.9157,-0.2403,6.9562,LME,2024-01-28 00:00:00
514,2024-02-04,Thermal Systems,Thermal Systems,2526.78,USD/UNIT,1,0.58,-1.5679,3.0917,CME,2024-02-04 00:00:00
515,2024-02-04,Hydraulic Systems,Hydraulic Systems,1673.78,USD/UNIT,1,-0.0376,2.281,3.3758,CME,2024-02-04 00:00:00
516,2024-02-04,Pneumatic Systems,Pneumatic Systems,1198.2,USD/UNIT,1,-2.0959,-2.3711,-5.1327,LME,2024-02-04 00:00:00
517,2024-02-04,Alloys & Metals,Alloys & Metals,3639.55,USD/UNIT,1,1.1356,-0.5745,-5.6027,COMEX,2024-02-04 00:00:00
518,2024-02-04,Polymers & Plastics,Polymers & Plastics,792.39,USD/UNIT,1,0.2077,0.5549,1.4269,CME,2024-02-04 00:00:00
519,2024-02-04,Electronic Components,Electronic Components,141.51,USD/UNIT,1,-0.7514,-0.1872,-0.3883,ICE,2024-02-04 00:00:00
520,2024-02-04,Reagents & Chemicals,Reagents & Chemicals,436.82,USD/UNIT,1,1.4191,1.23,3.6957,LME,2024-02-04 00:00:00
521,2024-02-04,Bio-Robotics,Bio-Robotics,5255.58,USD/UNIT,1,0.6428,-5.6097,5.2878,LME,2024-02-04 00:00:00
522,2024-02-04,Precision Components,Precision Components,2053.5,USD/UNIT,1,-1.6698,-3.4923,-10.2329,ICE,2024-02-04 00:00:00
523,2024-02-11,Thermal Systems,Thermal Systems,2391.04,USD/UNIT,1,1.1711,-2.9627,4.1843,ICE,2024-02-11 00:00:00
524,2024-02-11,Hydraulic Systems,Hydraulic Systems,1758.14,USD/UNIT,1,0.0141,-5.2771,-15.4479,COMEX,2024-02-11 00:00:00
525,2024-02-11,Pneumatic Systems,Pneumatic Systems,1157.34,USD/UNIT,1,0.6694,0.561,9.7033,COMEX,2024-02-11 00:00:00
526,2024-02-11,Alloys & Metals,Alloys & Metals,3771.05,USD/UNIT,1,1.1359,3.5312,2.9018,LME,2024-02-11 00:00:00
527,2024-02-11,Polymers & Plastics,Polymers & Plastics,799.85,USD/UNIT,1,-0.8177,6.2605,1.4413,COMEX,2024-02-11 00:00:00
528,2024-02-11,Electronic Components,Electronic Components,156.77,USD/UNIT,1,0.4922,5.0878,-3.8908,CME,2024-02-11 00:00:00
529,2024-02-11,Reagents & Chemicals,Reagents & Chemicals,448.86,USD/UNIT,1,1.0589,1.0894,-2.7725,CME,2024-02-11 00:00:00
530,2024-02-11,Bio-Robotics,Bio-Robotics,5592.05,USD/UNIT,1,-0.4126,-0.6568,-1.6133,ICE,2024-02-11 00:00:00
531,2024-02-11,Precision Components,Precision Components,2409.27,USD/UNIT,1,-1.4159,7.4225,7.8217,COMEX,2024-02-11 00:00:00
532,2024-02-18,Thermal Systems,Thermal Systems,2389.85,USD/UNIT,1,-1.4539,4.9013,5.2565,ICE,2024-02-18 00:00:00
533,2024-02-18,Hydraulic Systems,Hydraulic Systems,1859.29,USD/UNIT,1,1.5177,1.5539,-3.2819,CME,2024-02-18 00:00:00
534,2024-02-18,Pneumatic Systems,Pneumatic Systems,1278.42,USD/UNIT,1,-0.2438,4.0834,-4.0967,LME,2024-02-18 00:00:00
535,2024-02-18,Alloys & Metals,Alloys & Metals,3568.34,USD/UNIT,1,2.1938,-1.7411,-5.6653,CME,2024-02-18 00:00:00
536,2024-02-18,Polymers & Plastics,Polymers & Plastics,847.53,USD/UNIT,1,0.6367,0.2444,-3.2338,LME,2024-02-18 00:00:00
537,2024-02-18,Electronic Components,Electronic Components,150.4,USD/UNIT,1,-2.4054,3.0097,0.7411,ICE,2024-02-18 00:00:00
538,2024-02-18,Reagents & Chemicals,Reagents & Chemicals,484.64,USD/UNIT,1,0.8136,-5.3569,0.3959,CME,2024-02-18 00:00:00
539,2024-02-18,Bio-Robotics,Bio-Robotics,5551.17,USD/UNIT,1,-0.0998,5.9027,-3.8102,ICE,2024-02-18 00:00:00
540,2024-02-18,Precision Components,Precision Components,2282.1,USD/UNIT,1,0.5958,2.4496,0.2581,LME,2024-02-18 00:00:00
541,2024-02-25,Thermal Systems,Thermal Systems,2660.66,USD/UNIT,1,-1.396,2.9272,-10.5755,LME,2024-02-25 00:00:00
542,2024-02-25,Hydraulic Systems,Hydraulic Systems,1751.96,USD/UNIT,1,0.2746,4.5072,-3.8021,ICE,2024-02-25 00:00:00
543,2024-02-25,Pneumatic Systems,Pneumatic Systems,1162.41,USD/UNIT,1,-0.1979,3.5552,5.937,CME,2024-02-25 00:00:00
544,2024-02-25,Alloys & Metals,Alloys & Metals,3498.64,USD/UNIT,1,0.0961,3.3468,-1.7147,ICE,2024-02-25 00:00:00
545,2024-02-25,Polymers & Plastics,Polymers & Plastics,806.08,USD/UNIT,1,-1.5427,-2.7954,-4.1381,COMEX,2024-02-25 00:00:00
546,2024-02-25,Electronic Components,Electronic Components,156.1,USD/UNIT,1,1.3916,0.0731,9.2293,LME,2024-02-25 00:00:00
547,2024-02-25,Reagents & Chemicals,Reagents & Chemicals,473.63,USD/UNIT,1,-0.5681,1.1475,3.516,ICE,2024-02-25 00:00:00
548,2024-02-25,Bio-Robotics,Bio-Robotics,5366.19,USD/UNIT,1,-0.3089,0.6428,1.0601,ICE,2024-02-25 00:00:00
549,2024-02-25,Precision Components,Precision Components,2099.08,USD/UNIT,1,-1.0773,2.1028,5.2837,COMEX,2024-02-25 00:00:00
550,2024-03-03,Thermal Systems,Thermal Systems,2356.31,USD/UNIT,1,2.2866,5.074,1.9678,COMEX,2024-03-03 00:00:00
551,2024-03-03,Hydraulic Systems,Hydraulic Systems,1707.27,USD/UNIT,1,-1.0023,2.8873,-6.1971,LME,2024-03-03 00:00:00
552,2024-03-03,Pneumatic Systems,Pneumatic Systems,1217.06,USD/UNIT,1,0.0403,5.7744,-0.5823,LME,2024-03-03 00:00:00
553,2024-03-03,Alloys & Metals,Alloys & Metals,3456.64,USD/UNIT,1,-2.7744,2.8528,-6.1474,COMEX,2024-03-03 00:00:00
554,2024-03-03,Polymers & Plastics,Polymers & Plastics,821.62,USD/UNIT,1,0.4568,2.5866,1.7044,COMEX,2024-03-03 00:00:00
