DOCUMENT_ID,SUPPLIER_ID,DOCUMENT_TYPE,DOCUMENT_TITLE,DOCUMENT_CONTENT,DOCUMENT_SUMMARY,EFFECTIVE_DATE,EXPIRATION_DATE,DOCUMENT_STATUS,FILE_PATH,FILE_SIZE_BYTES,CREATED_BY_USER,CREATED_TIMESTAMP,UPDATED_BY_USER,UPDATED_TIMESTAMP
256,127,REGULATORY,Regulatory Compliance Certificate - Allied Composite Corp,"REGULATORY COMPLIANCE CERTIFICATE

Certificate Number: CERT-539840
Issued To: Allied Composite Corp
Effective Date: 2023-12-07
Expiration Date: 2026-10-23

CERTIFICATIONS HELD:
- ISO 9001:2015 Quality Management: N/A
- ISO 14001:2015 Environmental Management: N/A
- ISO 13485:2016 Medical Devices: Pending
- FDA Registration Number: FDA-1158206
- CE Marking: Pending

COMPLIANCE STATUS:
- GMP Compliance: Compliant
- REACH Compliance: Compliant
- RoHS Compliance: Compliant
- Conflict Minerals: Compliant

RECENT INSPECTIONS:
Last FDA Inspection: 2023-10-11
Inspection Result: OAI
Form 483 Observations: 1

WARNING LETTERS:
No warning letters on file

This certificate confirms that Allied Composite Corp maintains compliance with 
applicable regulatory requirements for the supply of medical devices.","Regulatory compliance status for Allied Composite Corp including FDA, ISO, and GMP certifications.",2023-12-07,2026-10-23,ACTIVE,/documents/regulatory/127/256.pdf,371080,SYSTEM,2023-12-07 00:00:00,SYSTEM,2023-12-07 00:00:00
257,127,REGULATORY,Regulatory Compliance Certificate - Allied Composite Corp,"REGULATORY COMPLIANCE CERTIFICATE

Certificate Number: CERT-616809
Issued To: Allied Composite Corp
Effective Date: 2023-10-28
Expiration Date: 2025-02-16

CERTIFICATIONS HELD:
- ISO 9001:2015 Quality Management: N/A
- ISO 14001:2015 Environmental Management: N/A
- ISO 13485:2016 Medical Devices: Certified
- FDA Registration Number: FDA-3545048
- CE Marking: Pending

COMPLIANCE STATUS:
- GMP Compliance: Non-Compliant
- REACH Compliance: Pending
- RoHS Compliance: Exempt
- Conflict Minerals: N/A

RECENT INSPECTIONS:
Last FDA Inspection: 2023-03-31
Inspection Result: No Observations
Form 483 Observations: 1

WARNING LETTERS:
Warning letter dated 2023-05-01 regarding contamination controls

This certificate confirms that Allied Composite Corp maintains compliance with 
applicable regulatory requirements for the supply of medical devices.","Regulatory compliance status for Allied Composite Corp including FDA, ISO, and GMP certifications.",2023-10-28,2025-02-16,ACTIVE,/documents/regulatory/127/257.pdf,355336,SYSTEM,2023-10-28 00:00:00,SYSTEM,2023-10-28 00:00:00
258,128,CONTRACT,Master Supply Agreement - Strategic Polymer Inc,"MASTER SUPPLY AGREEMENT

This Agreement is entered into between Snowcore Industries (""Buyer"") and Strategic Polymer Inc (""Supplier"").

1. TERM: This agreement shall be effective for a period of 1 years from 2023-09-05.

2. PRICING: 
   - Base unit price: $2972.57 per unit
   - Annual price adjustment: Maximum 2% based on commodity index
   - Volume discounts: 6% for orders exceeding 2919 units

3. PAYMENT TERMS: Net 30 days from invoice date

4. DELIVERY: 
   - Lead time: 37 days from PO receipt
   - Delivery terms: DDP
   - On-time delivery target: 95%

5. QUALITY:
   - Acceptance rate target: 96%
   - Inspection requirements: Both
   - Warranty period: 36 months

6. INDEMNIFICATION:
   Supplier shall indemnify Buyer against all claims arising from:
   - Product defects
   - Intellectual property infringement
   - Regulatory non-compliance
   - Environmental violations

7. FORCE MAJEURE:
   Neither party shall be liable for delays caused by events beyond reasonable control,
   including but not limited to: natural disasters, war, pandemic, government actions.

8. TERMINATION:
   Either party may terminate with 80 days written notice.
   Immediate termination permitted for material breach.

Signed: _______________ Date: _______________","Supply agreement with Strategic Polymer Inc covering pricing, delivery, quality, and indemnification terms.",2023-09-05,2025-11-09,ACTIVE,/documents/contract/128/258.pdf,463241,SYSTEM,2023-09-05 00:00:00,SYSTEM,2023-09-05 00:00:00
259,128,CONTRACT,Master Supply Agreement - Strategic Polymer Inc,"MASTER SUPPLY AGREEMENT

This Agreement is entered into between Snowcore Industries (""Buyer"") and Strategic Polymer Inc (""Supplier"").

1. TERM: This agreement shall be effective for a period of 2 years from 2023-04-24.

2. PRICING: 
   - Base unit price: $4057.26 per unit
   - Annual price adjustment: Maximum 3% based on commodity index
   - Volume discounts: 10% for orders exceeding 3098 units

3. PAYMENT TERMS: Net 30 days from invoice date

4. DELIVERY: 
   - Lead time: 58 days from PO receipt
   - Delivery terms: FOB
   - On-time delivery target: 96%

5. QUALITY:
   - Acceptance rate target: 99%
   - Inspection requirements: Both
   - Warranty period: 21 months

6. INDEMNIFICATION:
   Supplier shall indemnify Buyer against all claims arising from:
   - Product defects
   - Intellectual property infringement
   - Regulatory non-compliance
   - Environmental violations

7. FORCE MAJEURE:
   Neither party shall be liable for delays caused by events beyond reasonable control,
   including but not limited to: natural disasters, war, pandemic, government actions.

8. TERMINATION:
   Either party may terminate with 36 days written notice.
   Immediate termination permitted for material breach.

Signed: _______________ Date: _______________","Supply agreement with Strategic Polymer Inc covering pricing, delivery, quality, and indemnification terms.",2023-04-24,2025-08-06,ACTIVE,/documents/contract/128/259.pdf,226525,SYSTEM,2023-04-24 00:00:00,SYSTEM,2023-04-24 00:00:00
260,128,COMPLIANCE,Regulatory Compliance Certificate - Strategic Polymer Inc,"REGULATORY COMPLIANCE CERTIFICATE

Certificate Number: CERT-273972
Issued To: Strategic Polymer Inc
Effective Date: 2023-07-13
Expiration Date: 2024-10-20

CERTIFICATIONS HELD:
- ISO 9001:2015 Quality Management: Pending
- ISO 14001:2015 Environmental Management: N/A
- ISO 13485:2016 Medical Devices: N/A
- FDA Registration Number: FDA-5314195
- CE Marking: Pending

COMPLIANCE STATUS:
- GMP Compliance: Conditional
- REACH Compliance: Pending
- RoHS Compliance: Exempt
- Conflict Minerals: N/A

RECENT INSPECTIONS:
Last FDA Inspection: 2023-02-03
Inspection Result: NAI
Form 483 Observations: 0

WARNING LETTERS:
No warning letters on file

This certificate confirms that Strategic Polymer Inc maintains compliance with 
applicable regulatory requirements for the supply of reagents.","Regulatory compliance status for Strategic Polymer Inc including FDA, ISO, and GMP certifications.",2023-07-13,2024-10-20,ACTIVE,/documents/compliance/128/260.pdf,61700,SYSTEM,2023-07-13 00:00:00,SYSTEM,2023-07-13 00:00:00
261,129,AUDIT,Quality Audit Report - Apex Metals Solutions,"SUPPLIER QUALITY AUDIT REPORT

Supplier: Apex Metals Solutions
Audit Date: 2023-02-06
Audit Type: Annual
Auditor: Auditor-30

EXECUTIVE SUMMARY:
Overall Rating: B
Previous Rating: D

FINDINGS:

1. Quality Management System
   - ISO 9001 Certification: Expired
   - Document Control: Needs Improvement
   - Corrective Action Process: Good

2. Manufacturing Process
   - Process Capability: Cpk: 1.78
   - Equipment Calibration: Past Due
   - Statistical Process Control: Full

3. Supply Chain
   - Sub-supplier Management: Good
   - Traceability: Limited
   - Inventory Management: Good

4. Environmental & Safety
   - Environmental Compliance: Minor Issues
   - Safety Record: 1 incidents in past year
   - Waste Management: Needs Improvement

CORRECTIVE ACTIONS REQUIRED:
- Item 1: None required

NEXT AUDIT SCHEDULED: 2024-02-06","Quality audit findings for Apex Metals Solutions covering QMS, manufacturing, and compliance.",2023-02-06,2024-08-02,ACTIVE,/documents/audit/129/261.pdf,82516,SYSTEM,2023-02-06 00:00:00,SYSTEM,2023-02-06 00:00:00
262,129,AUDIT,Quality Audit Report - Apex Metals Solutions,"SUPPLIER QUALITY AUDIT REPORT

Supplier: Apex Metals Solutions
Audit Date: 2023-12-27
Audit Type: Surveillance
Auditor: Auditor-35

EXECUTIVE SUMMARY:
Overall Rating: B
Previous Rating: A

FINDINGS:

1. Quality Management System
   - ISO 9001 Certification: Pending
   - Document Control: Needs Improvement
   - Corrective Action Process: Excellent

2. Manufacturing Process
   - Process Capability: Cpk: 1.45
   - Equipment Calibration: Current
   - Statistical Process Control: None

3. Supply Chain
   - Sub-supplier Management: Good
   - Traceability: Full
   - Inventory Management: Needs Improvement

4. Environmental & Safety
   - Environmental Compliance: Non-Compliant
   - Safety Record: 1 incidents in past year
   - Waste Management: Excellent

CORRECTIVE ACTIONS REQUIRED:
- Item 1: None required

NEXT AUDIT SCHEDULED: 2024-12-26","Quality audit findings for Apex Metals Solutions covering QMS, manufacturing, and compliance.",2023-12-27,2026-07-24,ACTIVE,/documents/audit/129/262.pdf,441562,SYSTEM,2023-12-27 00:00:00,SYSTEM,2023-12-27 00:00:00
263,130,COMPLIANCE,Regulatory Compliance Certificate - Apex Alloys Solutions,"REGULATORY COMPLIANCE CERTIFICATE

Certificate Number: CERT-158263
Issued To: Apex Alloys Solutions
Effective Date: 2023-08-03
Expiration Date: 2025-03-19

CERTIFICATIONS HELD:
- ISO 9001:2015 Quality Management: N/A
- ISO 14001:2015 Environmental Management: N/A
- ISO 13485:2016 Medical Devices: N/A
- FDA Registration Number: N/A
- CE Marking: Pending

COMPLIANCE STATUS:
- GMP Compliance: Non-Compliant
- REACH Compliance: N/A
- RoHS Compliance: Exempt
- Conflict Minerals: Compliant

RECENT INSPECTIONS:
Last FDA Inspection: 2023-04-13
Inspection Result: No Observations
Form 483 Observations: 1

WARNING LETTERS:
Warning letter dated 2023-02-04 regarding contamination controls

This certificate confirms that Apex Alloys Solutions maintains compliance with 
applicable regulatory requirements for the supply of medical devices.","Regulatory compliance status for Apex Alloys Solutions including FDA, ISO, and GMP certifications.",2023-08-03,2025-03-19,ACTIVE,/documents/compliance/130/263.pdf,166813,SYSTEM,2023-08-03 00:00:00,SYSTEM,2023-08-03 00:00:00
264,130,AUDIT,Quality Audit Report - Apex Alloys Solutions,"SUPPLIER QUALITY AUDIT REPORT

Supplier: Apex Alloys Solutions
Audit Date: 2023-10-26
Audit Type: Surveillance
Auditor: Auditor-8

EXECUTIVE SUMMARY:
Overall Rating: D
Previous Rating: D

FINDINGS:

1. Quality Management System
   - ISO 9001 Certification: Expired
   - Document Control: Excellent
   - Corrective Action Process: Good

2. Manufacturing Process
   - Process Capability: Cpk: 1.73
   - Equipment Calibration: Current
   - Statistical Process Control: None

3. Supply Chain
   - Sub-supplier Management: Needs Improvement
   - Traceability: Full
   - Inventory Management: Excellent

4. Environmental & Safety
   - Environmental Compliance: Non-Compliant
   - Safety Record: 1 incidents in past year
   - Waste Management: Excellent

CORRECTIVE ACTIONS REQUIRED:
- Item 1: Close CAR-001

NEXT AUDIT SCHEDULED: 2024-10-25","Quality audit findings for Apex Alloys Solutions covering QMS, manufacturing, and compliance.",2023-10-26,2026-08-01,ACTIVE,/documents/audit/130/264.pdf,239935,SYSTEM,2023-10-26 00:00:00,SYSTEM,2023-10-26 00:00:00
265,131,COMPLIANCE,Regulatory Compliance Certificate - Prime Bio Partners,"REGULATORY COMPLIANCE CERTIFICATE

Certificate Number: CERT-897563
Issued To: Prime Bio Partners
Effective Date: 2023-09-02
Expiration Date: 2025-06-26

CERTIFICATIONS HELD:
- ISO 9001:2015 Quality Management: Certified
- ISO 14001:2015 Environmental Management: Pending
- ISO 13485:2016 Medical Devices: Certified
- FDA Registration Number: N/A
- CE Marking: N/A

COMPLIANCE STATUS:
- GMP Compliance: Conditional
- REACH Compliance: N/A
- RoHS Compliance: N/A
- Conflict Minerals: Compliant

RECENT INSPECTIONS:
Last FDA Inspection: 2022-12-26
Inspection Result: OAI
Form 483 Observations: 1

WARNING LETTERS:
No warning letters on file

This certificate confirms that Prime Bio Partners maintains compliance with 
applicable regulatory requirements for the supply of medical devices.","Regulatory compliance status for Prime Bio Partners including FDA, ISO, and GMP certifications.",2023-09-02,2025-06-26,ACTIVE,/documents/compliance/131/265.pdf,188642,SYSTEM,2023-09-02 00:00:00,SYSTEM,2023-09-02 00:00:00
266,131,CONTRACT,Master Supply Agreement - Prime Bio Partners,"MASTER SUPPLY AGREEMENT

This Agreement is entered into between Snowcore Industries (""Buyer"") and Prime Bio Partners (""Supplier"").

1. TERM: This agreement shall be effective for a period of 4 years from 2023-12-26.

2. PRICING: 
   - Base unit price: $7163.66 per unit
   - Annual price adjustment: Maximum 7% based on commodity index
   - Volume discounts: 6% for orders exceeding 6015 units

3. PAYMENT TERMS: Net 60 days from invoice date

4. DELIVERY: 
   - Lead time: 14 days from PO receipt
   - Delivery terms: CIF
   - On-time delivery target: 94%

5. QUALITY:
   - Acceptance rate target: 98%
   - Inspection requirements: Source
   - Warranty period: 27 months

6. INDEMNIFICATION:
   Supplier shall indemnify Buyer against all claims arising from:
   - Product defects
   - Intellectual property infringement
   - Regulatory non-compliance
   - Environmental violations

7. FORCE MAJEURE:
   Neither party shall be liable for delays caused by events beyond reasonable control,
   including but not limited to: natural disasters, war, pandemic, government actions.

8. TERMINATION:
   Either party may terminate with 55 days written notice.
   Immediate termination permitted for material breach.

Signed: _______________ Date: _______________","Supply agreement with Prime Bio Partners covering pricing, delivery, quality, and indemnification terms.",2023-12-26,2025-06-20,ACTIVE,/documents/contract/131/266.pdf,278542,SYSTEM,2023-12-26 00:00:00,SYSTEM,2023-12-26 00:00:00
267,131,REGULATORY,Regulatory Compliance Certificate - Prime Bio Partners,"REGULATORY COMPLIANCE CERTIFICATE

Certificate Number: CERT-733125
Issued To: Prime Bio Partners
Effective Date: 2023-11-06
Expiration Date: 2026-03-31

CERTIFICATIONS HELD:
- ISO 9001:2015 Quality Management: N/A
- ISO 14001:2015 Environmental Management: N/A
- ISO 13485:2016 Medical Devices: N/A
- FDA Registration Number: FDA-1494972
- CE Marking: N/A

COMPLIANCE STATUS:
- GMP Compliance: Non-Compliant
- REACH Compliance: Compliant
- RoHS Compliance: N/A
- Conflict Minerals: N/A

RECENT INSPECTIONS:
Last FDA Inspection: 2023-06-09
Inspection Result: OAI
Form 483 Observations: 3

WARNING LETTERS:
No warning letters on file

This certificate confirms that Prime Bio Partners maintains compliance with 
applicable regulatory requirements for the supply of medical devices.","Regulatory compliance status for Prime Bio Partners including FDA, ISO, and GMP certifications.",2023-11-06,2026-03-31,ACTIVE,/documents/regulatory/131/267.pdf,206486,SYSTEM,2023-11-06 00:00:00,SYSTEM,2023-11-06 00:00:00
268,132,COMPLIANCE,Regulatory Compliance Certificate - Atlantic Alloys AG,"REGULATORY COMPLIANCE CERTIFICATE

Certificate Number: CERT-757273
Issued To: Atlantic Alloys AG
Effective Date: 2023-04-28
Expiration Date: 2025-09-21

CERTIFICATIONS HELD:
- ISO 9001:2015 Quality Management: Pending
- ISO 14001:2015 Environmental Management: Certified
- ISO 13485:2016 Medical Devices: N/A
- FDA Registration Number: N/A
- CE Marking: N/A

COMPLIANCE STATUS:
- GMP Compliance: Non-Compliant
- REACH Compliance: Compliant
- RoHS Compliance: Compliant
- Conflict Minerals: In Progress

RECENT INSPECTIONS:
Last FDA Inspection: 2022-05-03
Inspection Result: VAI
Form 483 Observations: 3

WARNING LETTERS:
No warning letters on file

This certificate confirms that Atlantic Alloys AG maintains compliance with 
applicable regulatory requirements for the supply of medical devices.","Regulatory compliance status for Atlantic Alloys AG including FDA, ISO, and GMP certifications.",2023-04-28,2025-09-21,ACTIVE,/documents/compliance/132/268.pdf,291058,SYSTEM,2023-04-28 00:00:00,SYSTEM,2023-04-28 00:00:00
269,133,REGULATORY,Regulatory Compliance Certificate - United Thermal Technologies,"REGULATORY COMPLIANCE CERTIFICATE

Certificate Number: CERT-725247
Issued To: United Thermal Technologies
Effective Date: 2023-05-05
Expiration Date: 2025-04-02

CERTIFICATIONS HELD:
- ISO 9001:2015 Quality Management: N/A
- ISO 14001:2015 Environmental Management: N/A
- ISO 13485:2016 Medical Devices: Pending
- FDA Registration Number: FDA-6997099
- CE Marking: N/A

COMPLIANCE STATUS:
- GMP Compliance: Conditional
- REACH Compliance: Compliant
- RoHS Compliance: N/A
- Conflict Minerals: N/A

RECENT INSPECTIONS:
Last FDA Inspection: 2022-09-15
Inspection Result: No Observations
Form 483 Observations: 5

WARNING LETTERS:
No warning letters on file

This certificate confirms that United Thermal Technologies maintains compliance with 
applicable regulatory requirements for the supply of reagents.","Regulatory compliance status for United Thermal Technologies including FDA, ISO, and GMP certifications.",2023-05-05,2025-04-02,ACTIVE,/documents/regulatory/133/269.pdf,167802,SYSTEM,2023-05-05 00:00:00,SYSTEM,2023-05-05 00:00:00
270,133,REGULATORY,Regulatory Compliance Certificate - United Thermal Technologies,"REGULATORY COMPLIANCE CERTIFICATE

Certificate Number: CERT-199295
Issued To: United Thermal Technologies
Effective Date: 2023-05-07
Expiration Date: 2024-12-23

CERTIFICATIONS HELD:
- ISO 9001:2015 Quality Management: Certified
- ISO 14001:2015 Environmental Management: N/A
- ISO 13485:2016 Medical Devices: N/A
- FDA Registration Number: FDA-7218492
- CE Marking: N/A

COMPLIANCE STATUS:
- GMP Compliance: Compliant
- REACH Compliance: Compliant
- RoHS Compliance: Compliant
- Conflict Minerals: Compliant

RECENT INSPECTIONS:
Last FDA Inspection: 2022-08-11
Inspection Result: OAI
Form 483 Observations: 0

WARNING LETTERS:
No warning letters on file

This certificate confirms that United Thermal Technologies maintains compliance with 
applicable regulatory requirements for the supply of reagents.","Regulatory compliance status for United Thermal Technologies including FDA, ISO, and GMP certifications.",2023-05-07,2024-12-23,ACTIVE,/documents/regulatory/133/270.pdf,131667,SYSTEM,2023-05-07 00:00:00,SYSTEM,2023-05-07 00:00:00
271,133,COMPLIANCE,Regulatory Compliance Certificate - United Thermal Technologies,"REGULATORY COMPLIANCE CERTIFICATE

Certificate Number: CERT-410161
Issued To: United Thermal Technologies
Effective Date: 2023-02-28
Expiration Date: 2024-10-31

CERTIFICATIONS HELD:
- ISO 9001:2015 Quality Management: N/A
- ISO 14001:2015 Environmental Management: N/A
- ISO 13485:2016 Medical Devices: N/A
- FDA Registration Number: FDA-3180894
- CE Marking: Pending

COMPLIANCE STATUS:
- GMP Compliance: Compliant
- REACH Compliance: Pending
- RoHS Compliance: Exempt
- Conflict Minerals: N/A

RECENT INSPECTIONS:
Last FDA Inspection: 2022-04-21
Inspection Result: OAI
Form 483 Observations: 3

WARNING LETTERS:
Warning letter dated 2022-09-01 regarding contamination controls

This certificate confirms that United Thermal Technologies maintains compliance with 
applicable regulatory requirements for the supply of reagents.","Regulatory compliance status for United Thermal Technologies including FDA, ISO, and GMP certifications.",2023-02-28,2024-10-31,ACTIVE,/documents/compliance/133/271.pdf,53186,SYSTEM,2023-02-28 00:00:00,SYSTEM,2023-02-28 00:00:00
272,134,REGULATORY,Regulatory Compliance Certificate - Elite Thermal Components,"REGULATORY COMPLIANCE CERTIFICATE

Certificate Number: CERT-501423
Issued To: Elite Thermal Components
Effective Date: 2023-12-30
Expiration Date: 2026-11-04

CERTIFICATIONS HELD:
- ISO 9001:2015 Quality Management: Certified
- ISO 14001:2015 Environmental Management: Pending
- ISO 13485:2016 Medical Devices: Certified
- FDA Registration Number: N/A
- CE Marking: Certified

COMPLIANCE STATUS:
- GMP Compliance: Compliant
- REACH Compliance: N/A
- RoHS Compliance: Exempt
- Conflict Minerals: N/A

RECENT INSPECTIONS:
Last FDA Inspection: 2023-11-22
Inspection Result: No Observations
Form 483 Observations: 1

WARNING LETTERS:
No warning letters on file

This certificate confirms that Elite Thermal Components maintains compliance with 
applicable regulatory requirements for the supply of medical devices.","Regulatory compliance status for Elite Thermal Components including FDA, ISO, and GMP certifications.",2023-12-30,2026-11-04,ACTIVE,/documents/regulatory/134/272.pdf,396369,SYSTEM,2023-12-30 00:00:00,SYSTEM,2023-12-30 00:00:00
273,135,CONTRACT,Master Supply Agreement - Premier Chemical AG,"MASTER SUPPLY AGREEMENT

This Agreement is entered into between Snowcore Industries (""Buyer"") and Premier Chemical AG (""Supplier"").

1. TERM: This agreement shall be effective for a period of 2 years from 2023-10-17.

2. PRICING: 
   - Base unit price: $4221.78 per unit
   - Annual price adjustment: Maximum 8% based on commodity index
   - Volume discounts: 7% for orders exceeding 5204 units

3. PAYMENT TERMS: Net 60 days from invoice date

4. DELIVERY: 
   - Lead time: 47 days from PO receipt
   - Delivery terms: CIF
   - On-time delivery target: 99%

5. QUALITY:
   - Acceptance rate target: 95%
   - Inspection requirements: Both
   - Warranty period: 29 months

6. INDEMNIFICATION:
   Supplier shall indemnify Buyer against all claims arising from:
   - Product defects
   - Intellectual property infringement
   - Regulatory non-compliance
   - Environmental violations

7. FORCE MAJEURE:
   Neither party shall be liable for delays caused by events beyond reasonable control,
   including but not limited to: natural disasters, war, pandemic, government actions.

8. TERMINATION:
   Either party may terminate with 44 days written notice.
   Immediate termination permitted for material breach.

Signed: _______________ Date: _______________","Supply agreement with Premier Chemical AG covering pricing, delivery, quality, and indemnification terms.",2023-10-17,2024-11-21,ACTIVE,/documents/contract/135/273.pdf,59906,SYSTEM,2023-10-17 00:00:00,SYSTEM,2023-10-17 00:00:00
274,135,AUDIT,Quality Audit Report - Premier Chemical AG,"SUPPLIER QUALITY AUDIT REPORT

Supplier: Premier Chemical AG
Audit Date: 2023-09-20
Audit Type: For-Cause
Auditor: Auditor-8

EXECUTIVE SUMMARY:
Overall Rating: A
Previous Rating: B

FINDINGS:

1. Quality Management System
   - ISO 9001 Certification: Pending
   - Document Control: Good
   - Corrective Action Process: Needs Improvement

2. Manufacturing Process
   - Process Capability: Cpk: 1.05
   - Equipment Calibration: Current
   - Statistical Process Control: Partial

3. Supply Chain
   - Sub-supplier Management: Good
   - Traceability: Full
   - Inventory Management: Needs Improvement

4. Environmental & Safety
   - Environmental Compliance: Minor Issues
   - Safety Record: 5 incidents in past year
   - Waste Management: Needs Improvement

CORRECTIVE ACTIONS REQUIRED:
- Item 1: None required

NEXT AUDIT SCHEDULED: 2024-09-19","Quality audit findings for Premier Chemical AG covering QMS, manufacturing, and compliance.",2023-09-20,2026-01-08,ACTIVE,/documents/audit/135/274.pdf,163838,SYSTEM,2023-09-20 00:00:00,SYSTEM,2023-09-20 00:00:00
275,135,REGULATORY,Regulatory Compliance Certificate - Premier Chemical AG,"REGULATORY COMPLIANCE CERTIFICATE

Certificate Number: CERT-923105
Issued To: Premier Chemical AG
Effective Date: 2023-04-14
Expiration Date: 2024-09-12

CERTIFICATIONS HELD:
- ISO 9001:2015 Quality Management: N/A
- ISO 14001:2015 Environmental Management: Certified
- ISO 13485:2016 Medical Devices: Certified
- FDA Registration Number: N/A
- CE Marking: Certified

COMPLIANCE STATUS:
- GMP Compliance: Compliant
- REACH Compliance: Pending
- RoHS Compliance: Compliant
- Conflict Minerals: In Progress

RECENT INSPECTIONS:
Last FDA Inspection: 2023-02-18
Inspection Result: VAI
Form 483 Observations: 0

WARNING LETTERS:
No warning letters on file

This certificate confirms that Premier Chemical AG maintains compliance with 
applicable regulatory requirements for the supply of reagents.","Regulatory compliance status for Premier Chemical AG including FDA, ISO, and GMP certifications.",2023-04-14,2024-09-12,ACTIVE,/documents/regulatory/135/275.pdf,56691,SYSTEM,2023-04-14 00:00:00,SYSTEM,2023-04-14 00:00:00
276,136,CONTRACT,Master Supply Agreement - Atlantic Pneumatic Technologies,"MASTER SUPPLY AGREEMENT

This Agreement is entered into between Snowcore Industries (""Buyer"") and Atlantic Pneumatic Technologies (""Supplier"").

1. TERM: This agreement shall be effective for a period of 5 years from 2023-05-28.

2. PRICING: 
   - Base unit price: $9629.96 per unit
   - Annual price adjustment: Maximum 7% based on commodity index
   - Volume discounts: 11% for orders exceeding 4425 units

3. PAYMENT TERMS: Net 45 days from invoice date

4. DELIVERY: 
   - Lead time: 48 days from PO receipt
   - Delivery terms: CIF
   - On-time delivery target: 91%

5. QUALITY:
   - Acceptance rate target: 97%
   - Inspection requirements: Both
   - Warranty period: 36 months

6. INDEMNIFICATION:
   Supplier shall indemnify Buyer against all claims arising from:
   - Product defects
   - Intellectual property infringement
   - Regulatory non-compliance
   - Environmental violations

7. FORCE MAJEURE:
   Neither party shall be liable for delays caused by events beyond reasonable control,
   including but not limited to: natural disasters, war, pandemic, government actions.

8. TERMINATION:
   Either party may terminate with 46 days written notice.
   Immediate termination permitted for material breach.

Signed: _______________ Date: _______________","Supply agreement with Atlantic Pneumatic Technologies covering pricing, delivery, quality, and indemnification terms.",2023-05-28,2026-05-19,ACTIVE,/documents/contract/136/276.pdf,448748,SYSTEM,2023-05-28 00:00:00,SYSTEM,2023-05-28 00:00:00
277,136,REGULATORY,Regulatory Compliance Certificate - Atlantic Pneumatic Technologies,"REGULATORY COMPLIANCE CERTIFICATE

Certificate Number: CERT-341684
Issued To: Atlantic Pneumatic Technologies
Effective Date: 2023-05-10
Expiration Date: 2024-06-07

CERTIFICATIONS HELD:
- ISO 9001:2015 Quality Management: Pending
- ISO 14001:2015 Environmental Management: Certified
- ISO 13485:2016 Medical Devices: Certified
- FDA Registration Number: N/A
- CE Marking: Pending

COMPLIANCE STATUS:
- GMP Compliance: Compliant
- REACH Compliance: N/A
- RoHS Compliance: N/A
- Conflict Minerals: N/A

RECENT INSPECTIONS:
Last FDA Inspection: 2023-01-18
Inspection Result: No Observations
Form 483 Observations: 3

WARNING LETTERS:
No warning letters on file

This certificate confirms that Atlantic Pneumatic Technologies maintains compliance with 
applicable regulatory requirements for the supply of reagents.","Regulatory compliance status for Atlantic Pneumatic Technologies including FDA, ISO, and GMP certifications.",2023-05-10,2024-06-07,ACTIVE,/documents/regulatory/136/277.pdf,211355,SYSTEM,2023-05-10 00:00:00,SYSTEM,2023-05-10 00:00:00
278,136,CONTRACT,Master Supply Agreement - Atlantic Pneumatic Technologies,"MASTER SUPPLY AGREEMENT

This Agreement is entered into between Snowcore Industries (""Buyer"") and Atlantic Pneumatic Technologies (""Supplier"").

1. TERM: This agreement shall be effective for a period of 5 years from 2023-11-06.

2. PRICING: 
   - Base unit price: $8298.18 per unit
   - Annual price adjustment: Maximum 2% based on commodity index
   - Volume discounts: 5% for orders exceeding 9508 units

3. PAYMENT TERMS: Net 60 days from invoice date

4. DELIVERY: 
   - Lead time: 28 days from PO receipt
   - Delivery terms: DDP
   - On-time delivery target: 91%

5. QUALITY:
   - Acceptance rate target: 96%
   - Inspection requirements: Both
   - Warranty period: 19 months

6. INDEMNIFICATION:
   Supplier shall indemnify Buyer against all claims arising from:
   - Product defects
   - Intellectual property infringement
   - Regulatory non-compliance
   - Environmental violations

7. FORCE MAJEURE:
   Neither party shall be liable for delays caused by events beyond reasonable control,
   including but not limited to: natural disasters, war, pandemic, government actions.

8. TERMINATION:
   Either party may terminate with 41 days written notice.
   Immediate termination permitted for material breach.

Signed: _______________ Date: _______________","Supply agreement with Atlantic Pneumatic Technologies covering pricing, delivery, quality, and indemnification terms.",2023-11-06,2026-05-26,ACTIVE,/documents/contract/136/278.pdf,172264,SYSTEM,2023-11-06 00:00:00,SYSTEM,2023-11-06 00:00:00
279,137,REGULATORY,Regulatory Compliance Certificate - United Polymer Partners,"REGULATORY COMPLIANCE CERTIFICATE

Certificate Number: CERT-260542
Issued To: United Polymer Partners
Effective Date: 2023-11-15
Expiration Date: 2026-05-11

CERTIFICATIONS HELD:
- ISO 9001:2015 Quality Management: Pending
- ISO 14001:2015 Environmental Management: N/A
- ISO 13485:2016 Medical Devices: Pending
- FDA Registration Number: N/A
- CE Marking: N/A

COMPLIANCE STATUS:
- GMP Compliance: Conditional
- REACH Compliance: N/A
- RoHS Compliance: Compliant
- Conflict Minerals: In Progress

RECENT INSPECTIONS:
Last FDA Inspection: 2022-12-29
Inspection Result: OAI
Form 483 Observations: 5

WARNING LETTERS:
No warning letters on file

This certificate confirms that United Polymer Partners maintains compliance with 
applicable regulatory requirements for the supply of reagents.","Regulatory compliance status for United Polymer Partners including FDA, ISO, and GMP certifications.",2023-11-15,2026-05-11,ACTIVE,/documents/regulatory/137/279.pdf,449631,SYSTEM,2023-11-15 00:00:00,SYSTEM,2023-11-15 00:00:00
