INVENTORY_BALANCE_ID,PRODUCT_ID,SITE_ID,LOCATION_ID,LOT_ID,INVENTORY_STATUS,QUANTITY_ON_HAND,UNIT_OF_MEASURE_ID,LAST_TRANSACTION_DATE
805,418,1,25,805,QC_HOLD,327,1,2025-01-10 12:00:00
806,244,8,18,806,AVAILABLE,364,1,2025-01-10 12:00:00
807,146,4,14,807,AVAILABLE,914,1,2025-01-10 12:00:00
808,311,5,11,808,QC_HOLD,529,1,2025-01-10 12:00:00
809,396,3,30,809,RESERVED,448,1,2025-01-10 12:00:00
810,444,2,30,810,AVAILABLE,471,1,2025-01-10 12:00:00
811,44,6,18,811,AVAILABLE,653,1,2025-01-10 12:00:00
812,342,6,13,812,QC_HOLD,19,1,2025-01-10 12:00:00
813,1,7,10,813,QC_HOLD,434,1,2025-01-10 12:00:00
814,229,8,16,814,AVAILABLE,931,1,2025-01-10 12:00:00
815,158,6,34,815,AVAILABLE,120,1,2025-01-10 12:00:00
816,303,5,4,816,RESERVED,724,1,2025-01-10 12:00:00
817,111,8,22,817,RESERVED,316,1,2025-01-10 12:00:00
818,289,3,10,818,AVAILABLE,47,1,2025-01-10 12:00:00
819,414,4,13,819,RESERVED,659,1,2025-01-10 12:00:00
820,119,1,20,820,RESERVED,325,1,2025-01-10 12:00:00
821,383,7,7,821,AVAILABLE,455,1,2025-01-10 12:00:00
822,474,3,26,822,QC_HOLD,362,1,2025-01-10 12:00:00
823,40,3,14,823,RESERVED,197,1,2025-01-10 12:00:00
824,316,6,23,824,RESERVED,743,1,2025-01-10 12:00:00
825,495,4,14,825,AVAILABLE,249,1,2025-01-10 12:00:00
826,206,1,21,826,AVAILABLE,660,1,2025-01-10 12:00:00
827,323,5,19,827,RESERVED,144,1,2025-01-10 12:00:00
828,278,7,20,828,RESERVED,493,1,2025-01-10 12:00:00
829,427,2,35,829,RESERVED,553,1,2025-01-10 12:00:00
830,120,2,35,830,AVAILABLE,788,1,2025-01-10 12:00:00
831,283,7,14,831,RESERVED,710,1,2025-01-10 12:00:00
832,436,8,23,832,RESERVED,870,1,2025-01-10 12:00:00
833,178,4,10,833,AVAILABLE,528,1,2025-01-10 12:00:00
834,48,7,18,834,RESERVED,3,1,2025-01-10 12:00:00
835,25,1,27,835,AVAILABLE,501,1,2025-01-10 12:00:00
836,63,8,6,836,QC_HOLD,264,1,2025-01-10 12:00:00
837,447,3,14,837,RESERVED,298,1,2025-01-10 12:00:00
838,359,2,16,838,QC_HOLD,562,1,2025-01-10 12:00:00
839,496,2,2,839,RESERVED,753,1,2025-01-10 12:00:00
840,266,5,7,840,QC_HOLD,503,1,2025-01-10 12:00:00
841,313,8,37,841,AVAILABLE,11,1,2025-01-10 12:00:00
842,499,8,7,842,QC_HOLD,481,1,2025-01-10 12:00:00
843,419,3,34,843,QC_HOLD,149,1,2025-01-10 12:00:00
844,469,7,35,844,AVAILABLE,245,1,2025-01-10 12:00:00
845,416,5,16,845,RESERVED,308,1,2025-01-10 12:00:00
846,283,8,36,846,QC_HOLD,392,1,2025-01-10 12:00:00
847,281,2,29,847,RESERVED,986,1,2025-01-10 12:00:00
848,210,8,1,848,QC_HOLD,580,1,2025-01-10 12:00:00
849,441,1,33,849,AVAILABLE,559,1,2025-01-10 12:00:00
850,129,4,8,850,RESERVED,772,1,2025-01-10 12:00:00
851,34,5,38,851,AVAILABLE,77,1,2025-01-10 12:00:00
852,237,8,29,852,AVAILABLE,999,1,2025-01-10 12:00:00
853,363,2,23,853,QC_HOLD,964,1,2025-01-10 12:00:00
854,459,6,2,854,RESERVED,180,1,2025-01-10 12:00:00
855,96,8,18,855,QC_HOLD,637,1,2025-01-10 12:00:00
856,435,1,1,856,QC_HOLD,895,1,2025-01-10 12:00:00
857,22,6,23,857,RESERVED,852,1,2025-01-10 12:00:00
858,311,4,33,858,QC_HOLD,961,1,2025-01-10 12:00:00
859,468,4,31,859,QC_HOLD,51,1,2025-01-10 12:00:00
860,290,4,19,860,RESERVED,165,1,2025-01-10 12:00:00
861,9,2,17,861,RESERVED,521,1,2025-01-10 12:00:00
862,44,7,4,862,RESERVED,612,1,2025-01-10 12:00:00
863,92,1,4,863,RESERVED,690,1,2025-01-10 12:00:00
864,345,2,12,864,RESERVED,817,1,2025-01-10 12:00:00
865,436,6,13,865,AVAILABLE,941,1,2025-01-10 12:00:00
866,122,1,10,866,AVAILABLE,547,1,2025-01-10 12:00:00
867,186,3,1,867,AVAILABLE,984,1,2025-01-10 12:00:00
868,249,1,28,868,RESERVED,998,1,2025-01-10 12:00:00
869,63,4,33,869,QC_HOLD,70,1,2025-01-10 12:00:00
870,455,5,21,870,RESERVED,216,1,2025-01-10 12:00:00
871,487,6,32,871,QC_HOLD,992,1,2025-01-10 12:00:00
872,41,8,20,872,AVAILABLE,893,1,2025-01-10 12:00:00
873,342,4,32,873,QC_HOLD,427,1,2025-01-10 12:00:00
874,358,6,40,874,QC_HOLD,393,1,2025-01-10 12:00:00
875,191,2,25,875,AVAILABLE,550,1,2025-01-10 12:00:00
876,490,7,36,876,RESERVED,405,1,2025-01-10 12:00:00
877,448,3,36,877,QC_HOLD,26,1,2025-01-10 12:00:00
878,182,7,2,878,AVAILABLE,680,1,2025-01-10 12:00:00
879,442,2,11,879,QC_HOLD,360,1,2025-01-10 12:00:00
880,157,6,16,880,QC_HOLD,323,1,2025-01-10 12:00:00
881,468,2,7,881,RESERVED,229,1,2025-01-10 12:00:00
882,223,8,8,882,AVAILABLE,899,1,2025-01-10 12:00:00
883,257,5,10,883,RESERVED,542,1,2025-01-10 12:00:00
884,231,8,18,884,QC_HOLD,857,1,2025-01-10 12:00:00
885,388,2,40,885,QC_HOLD,995,1,2025-01-10 12:00:00
886,365,7,37,886,QC_HOLD,913,1,2025-01-10 12:00:00
887,383,2,13,887,RESERVED,164,1,2025-01-10 12:00:00
888,75,4,1,888,AVAILABLE,504,1,2025-01-10 12:00:00
889,410,7,36,889,AVAILABLE,800,1,2025-01-10 12:00:00
890,153,4,21,890,QC_HOLD,641,1,2025-01-10 12:00:00
891,40,7,37,891,RESERVED,857,1,2025-01-10 12:00:00
892,209,3,40,892,RESERVED,439,1,2025-01-10 12:00:00
893,341,8,9,893,RESERVED,130,1,2025-01-10 12:00:00
894,450,3,14,894,QC_HOLD,434,1,2025-01-10 12:00:00
895,104,1,30,895,AVAILABLE,117,1,2025-01-10 12:00:00
896,307,3,40,896,RESERVED,303,1,2025-01-10 12:00:00
897,268,5,39,897,AVAILABLE,496,1,2025-01-10 12:00:00
898,391,1,26,898,QC_HOLD,715,1,2025-01-10 12:00:00
899,289,8,19,899,RESERVED,168,1,2025-01-10 12:00:00
900,187,2,25,900,QC_HOLD,228,1,2025-01-10 12:00:00
901,43,3,6,901,AVAILABLE,459,1,2025-01-10 12:00:00
902,149,5,7,902,AVAILABLE,92,1,2025-01-10 12:00:00
903,146,1,14,903,RESERVED,424,1,2025-01-10 12:00:00
904,8,6,18,904,RESERVED,716,1,2025-01-10 12:00:00
905,358,6,33,905,QC_HOLD,717,1,2025-01-10 12:00:00
906,257,2,4,906,QC_HOLD,224,1,2025-01-10 12:00:00
907,188,5,32,907,QC_HOLD,627,1,2025-01-10 12:00:00
908,263,4,35,908,RESERVED,463,1,2025-01-10 12:00:00
909,226,1,11,909,AVAILABLE,779,1,2025-01-10 12:00:00
910,193,7,3,910,QC_HOLD,941,1,2025-01-10 12:00:00
911,290,2,23,911,RESERVED,272,1,2025-01-10 12:00:00
912,265,1,26,912,RESERVED,416,1,2025-01-10 12:00:00
913,401,7,28,913,QC_HOLD,648,1,2025-01-10 12:00:00
914,384,1,31,914,QC_HOLD,8,1,2025-01-10 12:00:00
915,134,5,22,915,AVAILABLE,860,1,2025-01-10 12:00:00
916,59,8,25,916,AVAILABLE,604,1,2025-01-10 12:00:00
917,35,8,18,917,AVAILABLE,299,1,2025-01-10 12:00:00
918,30,3,32,918,RESERVED,517,1,2025-01-10 12:00:00
919,463,2,29,919,RESERVED,339,1,2025-01-10 12:00:00
920,395,4,4,920,QC_HOLD,963,1,2025-01-10 12:00:00
921,302,3,28,921,QC_HOLD,586,1,2025-01-10 12:00:00
922,201,1,31,922,AVAILABLE,100,1,2025-01-10 12:00:00
923,371,8,19,923,RESERVED,246,1,2025-01-10 12:00:00
924,479,1,40,924,AVAILABLE,888,1,2025-01-10 12:00:00
925,402,1,20,925,AVAILABLE,79,1,2025-01-10 12:00:00
926,345,8,1,926,AVAILABLE,450,1,2025-01-10 12:00:00
927,53,7,3,927,RESERVED,161,1,2025-01-10 12:00:00
928,127,4,34,928,RESERVED,281,1,2025-01-10 12:00:00
929,316,2,13,929,QC_HOLD,95,1,2025-01-10 12:00:00
930,234,7,14,930,RESERVED,424,1,2025-01-10 12:00:00
931,74,7,1,931,RESERVED,558,1,2025-01-10 12:00:00
932,450,2,35,932,QC_HOLD,223,1,2025-01-10 12:00:00
933,117,5,30,933,AVAILABLE,339,1,2025-01-10 12:00:00
934,202,2,28,934,RESERVED,462,1,2025-01-10 12:00:00
935,427,1,26,935,AVAILABLE,262,1,2025-01-10 12:00:00
936,333,8,28,936,QC_HOLD,247,1,2025-01-10 12:00:00
937,484,1,16,937,RESERVED,362,1,2025-01-10 12:00:00
938,317,5,26,938,AVAILABLE,384,1,2025-01-10 12:00:00
939,329,4,35,939,QC_HOLD,109,1,2025-01-10 12:00:00
940,225,2,40,940,QC_HOLD,758,1,2025-01-10 12:00:00
941,245,2,9,941,QC_HOLD,331,1,2025-01-10 12:00:00
942,160,8,12,942,AVAILABLE,1000,1,2025-01-10 12:00:00
943,246,3,2,943,QC_HOLD,636,1,2025-01-10 12:00:00
944,52,7,8,944,AVAILABLE,655,1,2025-01-10 12:00:00
945,401,3,1,945,QC_HOLD,931,1,2025-01-10 12:00:00
946,374,7,1,946,RESERVED,399,1,2025-01-10 12:00:00
947,71,6,38,947,QC_HOLD,564,1,2025-01-10 12:00:00
948,163,8,33,948,AVAILABLE,360,1,2025-01-10 12:00:00
949,196,4,21,949,QC_HOLD,893,1,2025-01-10 12:00:00
950,71,3,28,950,RESERVED,625,1,2025-01-10 12:00:00
951,399,7,9,951,QC_HOLD,967,1,2025-01-10 12:00:00
952,145,6,24,952,RESERVED,766,1,2025-01-10 12:00:00
953,466,2,36,953,RESERVED,917,1,2025-01-10 12:00:00
954,380,3,23,954,RESERVED,850,1,2025-01-10 12:00:00
955,420,6,7,955,RESERVED,415,1,2025-01-10 12:00:00
956,229,5,29,956,AVAILABLE,169,1,2025-01-10 12:00:00
957,131,8,32,957,AVAILABLE,598,1,2025-01-10 12:00:00
958,184,4,4,958,AVAILABLE,130,1,2025-01-10 12:00:00
959,500,4,2,959,RESERVED,431,1,2025-01-10 12:00:00
960,76,8,22,960,QC_HOLD,439,1,2025-01-10 12:00:00
961,50,4,20,961,QC_HOLD,15,1,2025-01-10 12:00:00
962,390,6,36,962,AVAILABLE,651,1,2025-01-10 12:00:00
963,295,6,7,963,AVAILABLE,514,1,2025-01-10 12:00:00
964,343,6,15,964,RESERVED,186,1,2025-01-10 12:00:00
965,46,7,7,965,QC_HOLD,171,1,2025-01-10 12:00:00
966,451,4,24,966,RESERVED,453,1,2025-01-10 12:00:00
967,43,1,36,967,AVAILABLE,463,1,2025-01-10 12:00:00
968,168,5,14,968,QC_HOLD,435,1,2025-01-10 12:00:00
969,352,7,23,969,AVAILABLE,489,1,2025-01-10 12:00:00
970,86,6,30,970,AVAILABLE,237,1,2025-01-10 12:00:00
971,135,2,25,971,RESERVED,476,1,2025-01-10 12:00:00
972,200,1,6,972,QC_HOLD,927,1,2025-01-10 12:00:00
973,147,2,17,973,QC_HOLD,233,1,2025-01-10 12:00:00
974,144,6,13,974,AVAILABLE,658,1,2025-01-10 12:00:00
975,302,4,20,975,RESERVED,958,1,2025-01-10 12:00:00
976,239,8,3,976,AVAILABLE,538,1,2025-01-10 12:00:00
977,302,7,29,977,RESERVED,439,1,2025-01-10 12:00:00
978,167,8,15,978,QC_HOLD,562,1,2025-01-10 12:00:00
979,50,4,5,979,AVAILABLE,897,1,2025-01-10 12:00:00
980,396,2,34,980,RESERVED,316,1,2025-01-10 12:00:00
981,73,8,10,981,AVAILABLE,804,1,2025-01-10 12:00:00
982,125,4,39,982,RESERVED,5,1,2025-01-10 12:00:00
983,194,1,39,983,QC_HOLD,983,1,2025-01-10 12:00:00
984,256,6,36,984,RESERVED,915,1,2025-01-10 12:00:00
985,305,5,17,985,AVAILABLE,287,1,2025-01-10 12:00:00
986,430,5,11,986,RESERVED,2,1,2025-01-10 12:00:00
987,447,4,10,987,AVAILABLE,645,1,2025-01-10 12:00:00
988,388,3,5,988,AVAILABLE,670,1,2025-01-10 12:00:00
989,163,5,22,989,QC_HOLD,1000,1,2025-01-10 12:00:00
990,117,3,31,990,QC_HOLD,360,1,2025-01-10 12:00:00
991,463,3,29,991,AVAILABLE,59,1,2025-01-10 12:00:00
992,291,3,28,992,RESERVED,170,1,2025-01-10 12:00:00
993,170,5,24,993,AVAILABLE,626,1,2025-01-10 12:00:00
994,73,6,16,994,AVAILABLE,320,1,2025-01-10 12:00:00
995,441,1,27,995,QC_HOLD,951,1,2025-01-10 12:00:00
996,315,3,18,996,RESERVED,399,1,2025-01-10 12:00:00
997,14,1,39,997,RESERVED,98,1,2025-01-10 12:00:00
998,341,2,35,998,RESERVED,445,1,2025-01-10 12:00:00
999,98,5,39,999,RESERVED,12,1,2025-01-10 12:00:00
1000,412,8,39,1000,QC_HOLD,784,1,2025-01-10 12:00:00
